OBJID;RA;DEC;NH;ENERGY_SLOPE;ENERGY_SLOPE_ERROR;EXPOSURE_TIME;nufnu_3keV(erg.s-1.cm-2);nufnu_error_3keV(erg.s-1.cm-2);nufnu_0.5keV(erg.s-1.cm-2);nufnu_error_0.5keV(erg.s-1.cm-2);upper_limit_0.5keV(erg.s-1.cm-2);nufnu_1.5keV(erg.s-1.cm-2);nufnu_error_1.5keV(erg.s-1.cm-2);upper_limit_1.5keV(erg.s-1.cm-2);nufnu_4.5keV(erg.s-1.cm-2);nufnu_error_4.5keV(erg.s-1.cm-2);upper_limit_4.5keV(erg.s-1.cm-2)
104;37.03281666666666;-1.2609530555555555;2.62e+20;0.5870000000000001;+0.27/-0.20;7630.8;1.2359500000000002e-13;1.77672e-14;5.88388e-14;1.48608e-14;-999.0;9.186660000000001e-14;2.32025e-14;-999.0;1.45004e-13;3.66233e-14;-999.0
105;37.116808333333324;-1.1783494444444444;2.6e+20;0.8;-999/-999;8319.3;3.122e-14;8.88875e-15;5.49632e-15;4.97871e-15;-999.0;4.8498e-14;1.77814e-14;-999.0;3.69022e-14;1.9094799999999998e-14;-999.0
106;36.92930000000001;-1.2499686111111112;2.74e+20;0.8;-999/-999;8251.0;3.67599e-14;9.6194e-15;4.5588800000000006e-14;1.42511e-14;-999.0;9.48528e-15;7.89672e-15;-999.0;2.88231e-14;1.67982e-14;-999.0
107;37.06733333333332;-1.1099230555555557;2.61e+20;0.8;-999/-999;8319.9;2.9163599999999994e-14;8.75456e-15;3.08403e-14;1.20566e-14;-999.0;1.5099799999999998e-14;1.0299e-14;-999.0;2.2972999999999998e-14;1.5669e-14;-999.0
108;36.90785416666665;-1.2340722222222222;2.74e+20;0.8;-999/-999;8309.1;2.30041e-14;7.83294e-15;1.1639399999999999e-14;7.37989e-15;-999.0;1.69565e-14;1.07512e-14;-999.0;3.8660699999999997e-14;1.99284e-14;-999.0
109;36.9055625;-1.1552113888888889;2.74e+20;0.8;-999/-999;8057.4;7.04552e-14;1.31923e-14;1.7829e-14;8.67964e-15;-999.0;7.79034e-14;2.16406e-14;-999.0;1.18363e-13;3.2879900000000006e-14;-999.0
110;37.03090416666666;-1.4339708333333334;2.72e+20;0.8;-999/-999;7579.6;3.5305e-14;1.0711e-14;8.92612e-15;-1.89361e-11;8.267539999999999e-14;5.47009e-14;2.1844900000000003e-14;-999.0;5.5382500000000004e-14;2.68939e-14;-999.0
111;36.82920416666667;-1.3036919444444446;2.76e+20;0.8;-999/-999;7978.5;2.5123099999999998e-14;9.48819e-15;1.11354e-14;8.31499e-15;-999.0;1.62013e-14;1.2097799999999999e-14;-999.0;4.9222000000000003e-14;2.6313499999999998e-14;-999.0
112;-31.375012500000025;0.6371858333333333;5.34e+20;0.8;-999/-999;4613.0;6.91511e-14;1.6421900000000003e-14;1.7087400000000004e-14;1.1487999999999999e-14;-999.0;1.0587000000000001e-13;3.09455e-14;-999.0;6.26443e-14;2.97534e-14;-999.0
113;-31.38602083333342;0.6442858333333333;5.35e+20;0.8;-999/-999;4635.8;5.991119999999999e-14;1.64263e-14;2.37042e-14;1.44027e-14;-999.0;8.80702e-14;3.11062e-14;-999.0;4.34136e-14;2.63782e-14;-999.0
114;-31.34997500000003;0.6846655555555555;5.31e+20;0.665;+0.27/-0.20;4852.1;2.0811799999999998e-13;2.9637e-14;1.1009200000000001e-13;2.76212e-14;-999.0;1.68654e-13;3.8348900000000004e-14;-999.0;2.35997e-13;5.81311e-14;-999.0
115;-31.383041666666713;0.6331697222222222;5.35e+20;0.8;-999/-999;4659.2;3.5122399999999997e-14;1.2693e-14;2.12319e-14;-2.50807e-11;7.64443e-14;7.1685e-14;2.8260700000000004e-14;-999.0;2.1206400000000003e-14;1.9231799999999998e-14;-999.0
116;-31.377395833333367;0.6203811111111112;5.34e+20;0.8;-999/-999;4588.7;7.00021e-14;1.6421900000000003e-14;2.3067500000000002e-14;1.27159e-14;-999.0;8.57567e-14;2.74897e-14;-999.0;8.455360000000001e-14;3.32264e-14;-999.0
117;-31.39416250000005;0.7202902777777778;5.36e+20;0.8;-999/-999;4272.8;1.0352000000000001e-13;2.09132e-14;1.8622200000000002e-14;1.24148e-14;-999.0;1.38232e-13;3.75666e-14;-999.0;1.36275e-13;4.59463e-14;-999.0
118;-31.402654166666707;0.7819927777777779;5.37e+20;0.8;-999/-999;4681.2;5.10269e-14;1.4942e-14;9.18459e-15;-2.95504e-11;1.33435e-13;7.49586e-14;2.87433e-14;-999.0;7.390060000000001e-14;3.36177e-14;-999.0
119;-31.41829583333339;0.8077066666666667;5.38e+20;0.8;-999/-999;4576.2;3.80974e-14;1.3600899999999999e-14;6.8585499999999994e-15;-2.69103e-11;1.6618e-13;9.326030000000001e-14;3.32942e-14;-999.0;5.51279e-14;-4.91823e-11;3.0371700000000003e-13
120;-31.182754166666655;0.5477311111111111;5.11e+20;0.8;-999/-999;2409.5;2.96412e-13;4.00356e-14;2.63761e-13;5.389640000000001e-14;-999.0;3.97534e-13;7.38538e-14;-999.0;4.32183e-13;-1.4584599999999998e-10;6.48924e-13
121;-4.068425000000104;0.3271725;3.35e+20;0.8;-999/-999;7301.5;2.14799e-14;7.8568e-15;5.5813699999999994e-15;5.45127e-15;-999.0;7.814879999999999e-15;7.63272e-15;-999.0;5.89961e-14;2.5431999999999998e-14;-999.0
122;-4.075475000000097;0.3157716666666667;3.35e+20;0.8;-999/-999;6821.1;3.69129e-14;1.01016e-14;8.38991e-15;6.4588800000000005e-15;-999.0;3.5242e-14;1.5544e-14;-999.0;7.09679e-14;2.7308600000000002e-14;-999.0
123;-4.085916666666776;0.32184027777777774;3.35e+20;0.8;-999/-999;7026.6;2.8999999999999996e-14;9.1195e-15;1.05505e-14;7.42312e-15;-999.0;2.95415e-14;1.45547e-14;-999.0;4.4603e-14;2.19753e-14;-999.0
124;-4.088695833333418;0.3075791666666667;3.35e+20;0.8;-999/-999;7468.8;4.0855400000000004e-14;1.05225e-14;1.2376999999999999e-14;7.76239e-15;-999.0;3.46669e-14;1.55298e-14;-999.0;7.85177e-14;2.87215e-14;-999.0
125;-4.063145833333408;0.2768925;3.35e+20;0.8;-999/-999;7558.1;2.4706799999999998e-14;8.418e-15;6.41806e-15;5.86962e-15;-999.0;2.6959199999999998e-14;1.40904e-14;-999.0;4.07041e-14;2.1274200000000002e-14;-999.0
126;-4.102458333333402;0.3301502777777778;3.35e+20;0.8;-999/-999;7523.0;2.0427700000000002e-14;7.7165e-15;3.09424e-14;1.2810599999999999e-14;-999.0;2.2287400000000003e-14;-1.96229e-11;5.718290000000001e-14;1.30881e-14;1.2036499999999999e-14;-999.0
127;-4.106387500000039;0.321965;3.35e+20;0.8;-999/-999;7411.2;2.11572e-14;7.7165e-15;1.9241400000000002e-14;9.759739999999999e-15;-999.0;8.979250000000001e-15;7.972029999999999e-15;-999.0;2.7114499999999998e-14;1.7191900000000002e-14;-999.0
128;-4.095529166666722;0.28908833333333334;3.35e+20;0.8;-999/-999;7565.2;2.53803e-14;8.418e-15;1.1537700000000001e-14;7.6527e-15;-999.0;1.61548e-14;1.0715100000000001e-14;-999.0;4.8787800000000004e-14;2.28165e-14;-999.0
129;-4.053458333333367;0.2605222222222222;3.35e+20;0.8;-999/-999;7536.0;1.9964700000000004e-14;7.7165e-15;7.26241e-15;6.2088900000000006e-15;-999.0;2.0333700000000003e-14;1.25581e-14;-999.0;3.07006e-14;1.89607e-14;-999.0
130;-3.9884666666666817;0.2916255555555555;3.35e+20;0.8;-999/-999;7604.6;1.9642e-14;7.5762e-15;1.78563e-14;9.71383e-15;-999.0;1.25045e-14;9.643590000000001e-15;-999.0;1.88798e-14;1.45603e-14;-999.0
131;-4.069475000000068;0.2527402777777778;3.35e+20;0.8;-999/-999;7456.0;4.42226e-14;1.08031e-14;2.67844e-14;1.1190799999999999e-14;-999.0;3.7502800000000005e-14;1.5669e-14;-999.0;5.662330000000001e-14;2.36578e-14;-999.0
132;-3.980770833333395;0.381615;3.35e+20;0.8;-999/-999;7571.1;1.6485299999999998e-14;7.0150000000000006e-15;2.99731e-14;1.27545e-14;-999.0;1.3990299999999999e-14;-1.78406e-11;3.9574400000000005e-14;2.11232e-14;-2.69365e-11;5.97511e-14
133;-3.970870833333379;0.3866111111111111;3.35e+20;0.8;-999/-999;7577.4;5.4492499999999995e-14;1.2206100000000001e-14;2.28688e-14;1.04612e-14;-999.0;5.33612e-14;1.88657e-14;-999.0;8.05669e-14;2.84842e-14;-999.0
134;-4.138500000000022;0.24161444444444444;3.35e+20;0.8;-999/-999;7249.8;2.2953099999999997e-14;8.418e-15;6.95886e-15;6.18338e-15;-999.0;3.8967199999999996e-14;1.75335e-14;-999.0;1.47113e-14;1.30719e-14;-999.0
135;-4.031662500000095;0.17941972222222222;3.34e+20;0.8;-999/-999;7583.7;3.84005e-14;1.0799200000000001e-14;3.75723e-14;1.40195e-14;-999.0;2.2563499999999998e-14;1.35531e-14;-999.0;3.4071100000000004e-14;2.04653e-14;-999.0
523;40.762333333333345;0.7744283333333334;3.19e+20;1.125;+0.08/-0.07;15380.3;2.94941e-13;1.2440399999999999e-14;3.40054e-13;2.00978e-14;-999.0;3.5052600000000004e-13;2.4159299999999998e-14;-999.0;2.7673e-13;2.54005e-14;-999.0
627;40.75256666666667;0.700166111111111;3.18e+20;0.8;-999/-999;10183.5;4.53236e-14;6.695999999999999e-15;5.84405e-14;1.03133e-14;-999.0;1.65393e-14;6.3875799999999996e-15;-999.0;2.5015599999999997e-14;9.66121e-15;-999.0
628;40.90956249999999;0.7429163888888889;3.33e+20;1.208;+0.21/-0.17;10516.5;5.959460000000001e-14;5.9421999999999994e-15;9.32186e-14;1.25987e-14;-999.0;5.83797e-14;1.1135500000000001e-14;-999.0;5.4043399999999996e-14;1.2568700000000001e-14;-999.0
526;40.647033333333326;0.767921388888889;3.17e+20;0.8;-999/-999;10533.5;5.84993e-14;8.0881e-15;3.1651299999999996e-14;8.033589999999999e-15;-999.0;7.47392e-14;1.46342e-14;-999.0;4.5232199999999995e-14;1.40549e-14;-999.0
633;40.866554166666674;0.9311080555555555;3.32e+20;0.9890000000000001;+0.21/-0.16;10010.1;8.22304e-14;8.3181e-15;9.84822e-14;1.39572e-14;-999.0;5.6102599999999995e-14;1.2070700000000001e-14;-999.0;8.168339999999999e-14;1.7574500000000002e-14;-999.0
635;40.9825625;0.7155358333333333;3.34e+20;0.508;+0.10/-0.09;5138.5;3.1746799999999997e-13;2.08632e-14;9.68451e-14;-2.86285e-11;3.19952e-13;3.70374e-13;3.2296299999999996e-14;-999.0;4.70297e-13;4.7586e-14;-999.0
529;40.66849166666668;0.9575849999999999;3.18e+20;1.4080000000000001;+0.04/-0.04;1774.9;1.7358200000000002e-12;3.6704599999999996e-14;3.62991e-12;1.0019299999999999e-13;-999.0;2.1839799999999997e-12;8.49082e-14;-999.0;1.45059e-12;8.00667e-14;-999.0
143;40.903616666666665;0.5251694444444445;3.16e+20;0.8;-999/-999;4029.5;4.74133e-13;3.20643e-14;2.56438e-13;3.21302e-14;-999.0;8.48517e-13;6.981289999999999e-14;-999.0;4.094e-13;-1.23887e-10;1.21084e-12
144;-25.593220833333362;0.66396;4e+20;0.8;-999/-999;6245.3;3.82324e-14;1.1034100000000002e-14;8.935479999999999e-15;7.23999e-15;-999.0;6.0038e-14;2.1819599999999998e-14;-999.0;3.6012099999999997e-14;2.0783500000000002e-14;-999.0
145;-25.530204166666692;0.5753808333333333;4.12e+20;0.8;-999/-999;5807.6;4.5629199999999996e-14;1.23711e-14;4.28601e-14;1.6390099999999998e-14;-999.0;7.147719999999999e-14;-3.09663e-11;1.88732e-13;8.563289999999999e-14;3.27468e-14;-999.0
146;-25.71365000000003;0.4543566666666667;4.1e+20;0.8;-999/-999;6393.4;2.41517e-14;1.00632e-14;9.06662e-15;8.75631e-15;-999.0;3.63253e-14;2.0411400000000002e-14;-999.0;1.8141e-14;1.75201e-14;-999.0
147;-25.68770833333332;0.4380411111111111;4.12e+20;0.8;-999/-999;6174.1;8.9935e-14;1.87005e-14;6.49927e-14;2.0338299999999998e-14;-999.0;1.0399000000000001e-13;3.2062e-14;-999.0;5.1914300000000005e-14;2.69695e-14;-999.0
156;-6.176216666666733;1.05196;3.97e+20;0.8;-999/-999;3575.9;3.06076e-13;3.72216e-14;1.38997e-13;3.37537e-14;-999.0;4.78187e-13;7.48405e-14;-999.0;1.5594800000000001e-13;5.21285e-14;-999.0
157;-6.15967500000005;0.9645838888888888;3.91e+20;0.8;-999/-999;4034.4;3.5008e-14;1.37174e-14;1.5851900000000002e-14;-2.55152e-11;8.612360000000001e-14;5.28553e-14;2.5888299999999997e-14;-999.0;5.28901e-14;3.2385000000000005e-14;-999.0
158;-47.75594583333333;0.45554055555555556;6.94e+20;0.8;-999/-999;3971.9;7.48235e-14;2.0294299999999997e-14;5.745969999999999e-14;2.49981e-14;-999.0;1.13677e-13;3.83519e-14;-999.0;0.0;-7.04487e-11;1.56191e-13
159;-48.040662499999996;0.4364280555555556;6.7e+20;0.8;-999/-999;3690.7;9.30195e-14;2.7919799999999997e-14;3.24081e-14;2.46985e-14;-999.0;7.42868e-14;3.8574199999999995e-14;-999.0;1.6258499999999998e-13;7.129010000000001e-14;-999.0
160;21.370650000000012;-0.09844722222222221;3.14e+20;0.648;+0.12/-0.10;4196.2;8.23986e-13;5.64804e-14;3.4385900000000004e-13;4.5831699999999996e-14;-999.0;7.79004e-13;8.34544e-14;-999.0;9.394479999999999e-13;1.15301e-13;-999.0
161;21.299291666666676;-0.024565277777777776;3.16e+20;0.8;-999/-999;4555.7;2.55957e-14;1.07346e-14;1.24398e-14;-1.93385e-11;5.08351e-14;3.2711200000000005e-14;2.0206200000000002e-14;-999.0;4.9484899999999996e-14;3.05675e-14;-999.0
162;21.34756250000001;-0.18218694444444444;3.19e+20;0.8;-999/-999;4645.7;3.19011e-14;1.1861700000000001e-14;1.1521e-14;9.484899999999999e-15;-999.0;1.6298699999999998e-14;1.34183e-14;-999.0;7.391610000000001e-14;3.60092e-14;-999.0
163;21.197441666666663;-0.047071944444444444;3.26e+20;0.8;-999/-999;4695.5;5.0105e-14;1.53868e-14;1.29639e-14;1.0491200000000001e-14;-999.0;1.8256900000000002e-14;1.4774700000000002e-14;-999.0;1.37981e-13;4.88461e-14;-999.0
164;21.434745833333324;-0.26197944444444443;3.16e+20;0.8;-999/-999;4336.4;3.6706699999999997e-14;1.3941e-14;3.78372e-14;1.91549e-14;-999.0;4.01985e-14;2.37592e-14;-999.0;1.01407e-13;-5.38571e-11;1.34023e-13
165;-21.728679166666666;0.7389477777777778;5.54e+20;0.8;-999/-999;3977.8;2.89959e-14;1.2763600000000001e-14;9.63437e-15;1.03739e-14;-999.0;2.3588800000000002e-14;1.79766e-14;-999.0;5.2252499999999996e-14;3.25496e-14;-999.0
166;-21.618554166666684;0.7193247222222222;5.53e+20;0.8;-999/-999;3910.8;2.7487000000000002e-14;1.246e-14;4.11073e-14;2.2597099999999998e-14;-999.0;2.2376e-14;-3.03918e-11;1.1101900000000001e-13;2.47783e-14;2.33552e-14;-999.0
167;-21.550012500000037;0.7261766666666667;5.53e+20;0.8;-999/-999;3801.4;4.19585e-14;1.5012e-14;4.1795400000000004e-14;2.09426e-14;-999.0;5.12028e-14;2.5656400000000003e-14;-999.0;3.78142e-14;-5.40589e-11;1.6656e-13
168;17.747337500000015;0.43367805555555555;2.89e+20;0.8;-999/-999;13505.0;3.25296e-14;6.63024e-15;0.0;-1.18072e-11;2.1216e-14;2.7881200000000002e-14;9.77921e-15;-999.0;8.460419999999999e-14;2.13019e-14;-999.0
169;17.662450000000007;0.3681672222222222;2.89e+20;0.8;-999/-999;14745.7;1.56916e-14;4.69642e-15;2.48702e-14;7.97325e-15;-999.0;4.48288e-15;4.02464e-15;-999.0;4.078780000000001e-14;-1.83058e-11;4.4948e-14
170;17.62484166666667;0.43956500000000004;2.86e+20;0.8;-999/-999;15127.6;1.09302e-14;4.00171e-15;1.66785e-14;6.5667599999999994e-15;-999.0;3.12701e-15;-1.02872e-11;2.6579200000000004e-14;6.0998999999999996e-15;5.81969e-15;-999.0
6626;17.67882499999999;0.3375461111111111;2.9e+20;0.8;-999/-999;6617.7;5.78698e-14;1.27126e-14;1.03205e-13;2.26716e-14;-999.0;3.3064999999999996e-14;-3.26529e-11;1.09423e-13;4.5137400000000005e-14;-4.95294e-11;1.65978e-13
172;17.618479166666674;0.45201694444444446;2.86e+20;0.8;-999/-999;15167.4;2.2506200000000003e-14;5.519600000000001e-15;3.55976e-14;9.14875e-15;-999.0;6.4379599999999994e-15;-1.41898e-11;4.2541000000000004e-14;9.76414e-15;7.05907e-15;-999.0
173;17.64011666666667;0.4921788888888889;2.85e+20;0.8;-999/-999;14298.9;1.07152e-14;4.1382e-15;6.35793e-15;4.20753e-15;-999.0;4.5979e-15;4.34581e-15;-999.0;2.0934299999999998e-14;1.12189e-14;-999.0
174;17.802562499999993;0.48631833333333335;2.88e+20;0.8;-999/-999;13282.0;1.75638e-14;5.10896e-15;3.47669e-15;3.08055e-15;-999.0;1.00409e-14;6.268930000000001e-15;-999.0;4.5707e-14;1.62577e-14;-999.0
175;17.613616666666672;0.461415;2.86e+20;0.8;-999/-999;14956.6;1.44614e-14;4.5536700000000005e-15;2.57462e-14;8.107110000000001e-15;-999.0;8.26673e-15;-1.17076e-11;4.1014099999999994e-14;3.7634e-14;-1.77662e-11;6.22383e-14
176;17.83252916666666;0.4238894444444445;2.89e+20;0.8;-999/-999;13456.0;2.3965599999999998e-14;5.80146e-15;1.16545e-14;5.39019e-15;-999.0;2.80055e-14;1.00847e-14;-999.0;2.5505200000000003e-14;1.17961e-14;-999.0
177;17.832570833333335;0.44762805555555557;2.89e+20;0.8;-999/-999;13215.2;3.46844e-14;6.9065e-15;5.0922399999999996e-14;1.12187e-14;-999.0;1.0493200000000001e-14;6.11689e-15;-999.0;7.95926e-15;6.58511e-15;-999.0
178;17.808691666666675;0.3323383333333333;2.9e+20;0.8;-999/-999;14077.9;3.00127e-14;6.4944599999999994e-15;2.67623e-14;8.27266e-15;-999.0;3.30508e-14;1.10596e-14;-999.0;8.35818e-15;6.90857e-15;-999.0
6633;17.852179166666673;0.4455011111111111;2.89e+20;0.8;-999/-999;4650.8;9.01022e-14;1.6575599999999997e-14;7.41429e-14;2.0556099999999998e-14;-999.0;7.132819999999999e-14;2.40946e-14;-999.0;8.110139999999999e-14;3.09263e-14;-999.0
180;17.875645833333323;0.41814666666666667;2.89e+20;0.8;-999/-999;13288.1;2.2680900000000003e-14;5.93959e-15;5.0528399999999995e-15;3.74777e-15;-999.0;2.91565e-14;1.0809299999999998e-14;-999.0;3.31735e-14;1.42588e-14;-999.0
181;17.819320833333336;0.54772;2.87e+20;0.8;-999/-999;12322.7;2.65018e-14;6.48741e-15;1.1801299999999999e-14;5.77771e-15;-999.0;2.2728999999999998e-14;9.51065e-15;-999.0;4.3087999999999996e-14;1.61984e-14;-999.0
182;17.87071666666668;0.552365;2.88e+20;0.8;-999/-999;9003.5;6.47871e-14;1.04941e-14;6.92877e-14;1.44185e-14;-999.0;6.66673e-14;1.7236900000000004e-14;-999.0;1.0529500000000001e-13;-4.0911000000000006e-11;3.3420700000000003e-13
183;17.87458749999999;0.5751644444444445;2.87e+20;0.5529999999999999;+0.14/-0.12;7234.4;3.31201e-13;2.6656e-14;1.75864e-13;2.35745e-14;-999.0;1.98576e-13;3.01883e-14;-999.0;3.92979e-13;5.30946e-14;-999.0
184;-42.17260833333336;-1.2307425;4.78e+20;0.8;-999/-999;4222.1;6.625989999999999e-14;1.7618400000000002e-14;9.59952e-14;2.9777e-14;-999.0;4.10143e-14;2.1796799999999998e-14;-999.0;0.0;-6.48048e-11;4.03584e-13
185;-42.1425916666667;-1.0669233333333332;5.06e+20;0.8;-999/-999;4617.1;3.9606e-14;1.4065700000000001e-14;2.5798400000000005e-14;1.63107e-14;-999.0;1.6252600000000002e-14;1.4543200000000002e-14;-999.0;7.22956e-14;3.76727e-14;-999.0
186;-42.153925000000015;-1.3498844444444444;4.61e+20;0.8;-999/-999;4790.8;4.2795599999999995e-14;1.4606e-14;3.5184300000000003e-14;1.8127200000000003e-14;-999.0;6.07271e-14;2.7724200000000002e-14;-999.0;7.91613e-14;-5.3981000000000006e-11;1.49461e-13
187;-42.01347916666674;-1.2630952777777777;4.68e+20;0.8;-999/-999;3705.2;5.2971300000000006e-14;1.75644e-14;4.36966e-14;-3.37578e-11;2.24508e-13;1.31315e-13;4.3542e-14;-999.0;9.781419999999999e-14;-6.47952e-11;4.3092299999999996e-13
1570;-0.983845833333362;-0.3982813888888889;3.22e+20;0.8;-999/-999;11529.7;1.2443599999999999e-13;1.2851499999999998e-14;1.21436e-13;1.6846400000000003e-14;-999.0;1.26065e-13;2.05056e-14;-999.0;3.04949e-14;1.24007e-14;-999.0
1577;-1.109937500000001;-0.4699513888888889;3.19e+20;0.8;-999/-999;10325.0;3.42316e-14;7.814799999999999e-15;2.64841e-14;9.34883e-15;-999.0;3.74671e-14;1.3225799999999998e-14;-999.0;1.88915e-14;1.13219e-14;-999.0
190;-0.8891708333333668;-0.3926611111111111;3.23e+20;0.8;-999/-999;9222.9;1.7815599999999997e-14;6.42758e-15;1.6111600000000003e-14;8.30602e-15;-999.0;2.2733500000000002e-14;1.17198e-14;-999.0;8.59437e-15;-2.47749e-11;1.1376500000000002e-13
191;-0.8741333333333614;-0.4161052777777778;3.23e+20;0.8;-999/-999;9359.8;2.00513e-14;6.846769999999999e-15;2.1755900000000003e-14;9.595149999999999e-15;-999.0;2.0461599999999998e-14;1.10779e-14;-999.0;9.66732e-15;-2.63924e-11;1.02334e-13
1580;-0.9790458333333731;-0.5799588888888889;3.19e+20;0.8;-999/-999;9688.7;1.17208e-13;1.6746000000000002e-14;5.03728e-14;1.44466e-14;-999.0;1.5682e-13;3.0897000000000003e-14;-999.0;1.07774e-13;3.09089e-14;-999.0
193;-0.8887000000000285;-0.6249880555555556;3.2e+20;0.8;-999/-999;8191.0;3.8750199999999995e-14;1.1865100000000001e-14;3.50026e-14;1.52468e-14;-999.0;4.9487800000000004e-14;2.1556400000000003e-14;-999.0;3.2537700000000003e-14;-4.57792e-11;2.47416e-13
194;-0.9679916666667054;-0.6650138888888889;3.19e+20;0.8;-999/-999;8434.2;5.2708000000000004e-14;1.38155e-14;3.5681800000000003e-14;1.56813e-14;-999.0;5.0479e-14;2.2184400000000003e-14;-999.0;5.08894e-14;2.74476e-14;-999.0
195;-0.909820833333356;-0.6449597222222222;3.19e+20;0.8;-999/-999;8100.6;3.19151e-14;1.1303499999999999e-14;1.92016e-14;1.1304299999999999e-14;-999.0;4.0746800000000005e-14;1.9767400000000002e-14;-999.0;2.0546599999999998e-14;1.7133900000000003e-14;-999.0
196;-0.8507208333333551;-0.6708388888888889;3.2e+20;0.8;-999/-999;7871.1;5.0057e-14;1.67508e-14;3.6187800000000006e-14;1.88101e-14;-999.0;2.5574599999999997e-14;1.9659599999999998e-14;-999.0;7.7368e-14;4.02152e-14;-999.0
197;5.667445833333346;1.3046308333333334;2.79e+20;0.8;-999/-999;13456.2;4.1515199999999996e-14;8.12135e-15;5.6027199999999995e-14;1.24076e-14;-999.0;2.56875e-14;1.00692e-14;-999.0;0.0;-3.17569e-11;4.30286e-14
198;5.6544833333333315;1.2599130555555555;2.79e+20;0.8;-999/-999;13484.3;1.3338299999999998e-14;4.955399999999999e-15;1.79981e-14;-8.786469999999999e-12;2.2352200000000002e-14;1.4734799999999998e-14;8.41231e-15;-999.0;2.98387e-14;1.46661e-14;-999.0
199;5.648587499999991;1.3678375;2.81e+20;0.7440000000000001;+0.20/-0.16;13475.7;1.17603e-13;1.2978899999999998e-14;7.8416e-14;1.3428200000000002e-14;-999.0;9.10603e-14;1.76487e-14;-999.0;1.2888499999999999e-13;2.5837200000000003e-14;-999.0
200;5.566183333333328;1.2872502777777777;2.81e+20;0.8;-999/-999;13484.3;2.2453299999999997e-14;6.061e-15;1.7448500000000003e-14;7.121349999999999e-15;-999.0;2.16873e-14;9.571380000000001e-15;-999.0;1.6466e-14;1.03236e-14;-999.0
201;5.627737499999995;1.3735225;2.82e+20;0.8;-999/-999;13484.3;2.93514e-14;7.0278e-15;1.5649700000000002e-14;6.88197e-15;-999.0;1.512e-14;8.1279e-15;-999.0;5.738430000000001e-14;1.96292e-14;-999.0
202;5.615637499999991;1.4036797222222221;2.83e+20;0.8;-999/-999;13484.3;3.22546e-14;7.30552e-15;1.27452e-14;6.1373000000000005e-15;-999.0;3.2302299999999995e-14;1.1784999999999999e-14;-999.0;4.9033499999999995e-14;1.78892e-14;-999.0
203;5.737487499999986;1.3578941666666668;2.79e+20;0.8;-999/-999;13484.3;6.276839999999999e-14;9.6355e-15;4.33215e-14;1.06581e-14;-999.0;6.7412e-14;1.60476e-14;-999.0;4.7764599999999995e-14;1.65358e-14;-999.0
204;5.587691666666672;1.4115369444444443;2.84e+20;0.8;-999/-999;13249.1;1.75396e-14;5.65349e-15;1.56053e-14;7.13794e-15;-999.0;1.12929e-14;7.2777e-15;-999.0;1.71405e-14;1.10462e-14;-999.0
205;5.513608333333337;1.3264275;2.83e+20;0.8;-999/-999;13484.3;1.9021900000000002e-14;5.78928e-15;2.8186499999999998e-15;2.98042e-15;-999.0;2.85715e-14;1.1376799999999998e-14;-999.0;2.47862e-14;1.3104300000000001e-14;-999.0
206;5.763658333333325;1.2589719444444445;2.75e+20;1.056;+0.17/-0.13;13484.3;1.4052000000000002e-13;1.1982299999999999e-14;1.63175e-13;1.94671e-14;-999.0;1.3206900000000002e-13;2.0432800000000002e-14;-999.0;1.35401e-13;2.4796e-14;-999.0
207;5.631558333333345;1.152033611111111;2.7e+20;0.8;-999/-999;13484.3;1.32966e-14;5.07714e-15;1.16419e-14;-8.96797e-12;1.94816e-14;1.28761e-14;7.91065e-15;-999.0;3.2635700000000005e-14;1.58222e-14;-999.0
208;5.652883333333335;1.1473869444444444;2.7e+20;0.8;-999/-999;13484.3;4.07543e-14;8.233200000000001e-15;5.4060199999999994e-14;1.2520200000000002e-14;-999.0;2.10525e-14;9.56934e-15;-999.0;7.99999e-15;7.1111e-15;-999.0
209;5.630295833333321;1.136693888888889;2.7e+20;0.8;-999/-999;13445.7;2.80752e-14;6.99822e-15;2.29173e-14;8.45115e-15;-999.0;2.7892900000000003e-14;1.1242200000000001e-14;-999.0;1.6958900000000003e-14;1.07205e-14;-999.0
210;5.71982083333333;1.4547513888888888;2.83e+20;0.8;-999/-999;13464.1;6.43299e-14;1.04758e-14;3.26718e-14;1.0245200000000002e-14;-999.0;7.099400000000001e-14;1.821e-14;-999.0;7.1826e-14;2.25231e-14;-999.0
211;23.66988333333333;0.6168311111111111;2.54e+20;0.584;+0.17/-0.15;12351.9;1.42725e-13;1.48571e-14;7.04315e-14;1.18799e-14;-999.0;1.01409e-13;1.80578e-14;-999.0;1.67554e-13;2.9017599999999996e-14;-999.0
212;23.602354166666657;0.6251916666666667;2.52e+20;0.8;-999/-999;13006.6;9.35702e-14;1.14542e-14;8.524479999999999e-14;1.4981799999999997e-14;-999.0;8.39942e-14;1.8093200000000003e-14;-999.0;4.9769300000000005e-14;1.7271900000000004e-14;-999.0
