,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,AB_MAG_AUTO,AB_MAG_AUTO,AB_MAG_AUTO,AB_MAG_AUTO,AB_MAG_AUTO
,OBJID_A,RA,DEC,NH,ENERGY_SLOPE,ENERGY_SLOPE_ERROR,EXPOSURE_TIME,nufnu_3keV(erg.s-1.cm-2),nufnu_error_3keV(erg.s-1.cm-2),nufnu_0.5keV(erg.s-1.cm-2),nufnu_error_0.5keV(erg.s-1.cm-2),upper_limit_0.5keV(erg.s-1.cm-2),nufnu_1.5keV(erg.s-1.cm-2),nufnu_error_1.5keV(erg.s-1.cm-2),upper_limit_1.5keV(erg.s-1.cm-2),nufnu_4.5keV(erg.s-1.cm-2),nufnu_error_4.5keV(erg.s-1.cm-2),upper_limit_4.5keV(erg.s-1.cm-2),pos_err,OBJID_B,ALPHA_J2000,DELTA_J2000,MAG_AUTO,Reliability,LR,duplicates,duplicates_LR,duplicates_R
235,891.0,-22.71088333333336,0.2479461111111111,4.74e+20,0.8,-999/-999,6320.9,6.393500000000002e-14,1.4664e-14,1.3700200000000001e-14,9.2381e-15,-999.0,1.7592700000000004e-14,1.18628e-14,-999.0,1.8327e-13,4.6841699999999996e-14,-999.0,5.0,2477591.0,-22.71033060426231,0.2470433681781401,15.779125213623047,1.0,0.05675071890038745,,,
236,931.0,27.773079166666665,-0.5734155555555556,2.6e+20,0.8,-999/-999,930.6,1.94322e-13,5.88025e-14,1.14067e-13,6.05486e-14,-999.0,3.3545e-13,1.23511e-13,-999.0,0.0,-2.314e-10,8.44049e-13,5.0,10913699.0,27.774180027367407,-0.5739394529031914,19.085285186767575,0.7271257177954198,0.03480495021387957,10913293;10913510,0.00544927175474642;0.007612260211931547,0.113843163451853;0.1590311187527272
237,935.0,-4.918270833333395,-0.9853325000000001,3.39e+20,0.8,-999/-999,5261.8,1.1225799999999999e-13,2.1072e-14,1.3901400000000004e-13,3.2700200000000004e-14,-999.0,2.28447e-14,1.5287e-14,-999.0,1.0338599999999999e-13,3.8949000000000004e-14,-999.0,5.0,6318227.0,-4.9173802177102175,-0.9856129838623336,18.812631607055664,1.0,0.0280895845823302,,,
238,936.0,-4.855416666666656,-0.7424358333333333,3.41e+20,0.8,-999/-999,5111.9,2.63166e-14,1.05435e-14,2.39808e-14,1.3294799999999998e-14,-999.0,1.6724099999999994e-14,1.3182e-14,-999.0,2.52353e-14,1.98905e-14,-999.0,5.0,6120879.0,-4.855406342837399,-0.7415365700735865,23.92427635192871,0.31071307764233824,0.0049622012878991805,6120778;6120685;6120885,0.003007001063732889;0.004638859192374259;0.003362303545071669,0.18828630697925322;0.29046669669103165;0.2105339186873768
239,944.0,7.059233333333339,-1.1322972222222225,2.38e+20,0.8,-999/-999,58070.4,5.24713e-15,1.49259e-15,3.05016e-15,1.50686e-15,-999.0,5.46199e-15,2.45278e-15,-999.0,5.5514200000000006e-15,3.0864000000000002e-15,-999.0,5.0,15586285.0,7.057866416632656,-1.1313190128518782,24.197717666625977,1.0,0.0033338169728865325,,,
240,962.0,6.801358333333327,-1.076865277777778,2.39e+20,0.361,+0.28/-0.21,27147.0,2.83031e-14,4.2770800000000005e-15,9.83321e-15,2.7516600000000002e-15,-999.0,1.66696e-14,4.6646999999999995e-15,-999.0,3.63757e-14,8.77581e-15,-999.0,5.0,15591796.0,6.801287795389693,-1.0774343252712444,21.07511329650879,0.8119693006599588,0.01338995260095494,15591923,0.0031007602746079056,0.18803069934004132
241,972.0,-16.482095833333346,0.9060852777777778,5.2e+20,0.765,+0.21/-0.17,8489.4,1.73456e-13,1.9849700000000002e-14,1.217e-13,2.21633e-14,-999.0,1.35651e-13,2.68776e-14,-999.0,1.88816e-13,3.8402e-14,-999.0,5.0,1200365.0,-16.481666206266826,0.9058646078269996,20.031896591186523,0.869275092851382,0.024012554511278223,1200336,0.003611099621629957,0.1307249071486179
242,974.0,-16.502529166666704,0.8772963888888891,5.22e+20,0.8,-999/-999,8719.2,4.12065e-14,1.01157e-14,1.87104e-14,9.28642e-15,-999.0,4.67065e-14,1.6349100000000005e-14,-999.0,4.6103800000000004e-14,1.99202e-14,-999.0,5.0,1197772.0,-16.50156273234643,0.8762039585166337,20.362239837646484,0.7945420667495345,0.018955196419909337,1197736,0.004901559833985311,0.20545793325046546
243,976.0,-16.284370833333412,0.7738711111111112,5.06e+20,0.294,+0.10/-0.09,1616.6,1.02214e-12,6.731339999999999e-14,1.59018e-13,-8.36976e-11,2.0938400000000007e-12,9.466399999999999e-13,9.043150000000001e-14,-999.0,1.52231e-12,1.45425e-13,-999.0,5.0,1190106.0,-16.285469959484885,0.7725891765458321,24.463897705078125,1.0,0.0031627289002609496,,,
244,978.0,-16.618050000000096,0.8068855555555556,5.32e+20,0.315,+0.12/-0.11,3584.8,8.88817e-13,6.49216e-14,2.2749699999999997e-13,3.73968e-14,-999.0,5.9691e-13,7.267389999999999e-14,-999.0,1.16666e-12,1.30773e-13,-999.0,5.0,1193428.0,-16.61915218569021,0.8070977648142373,16.248695373535153,1.0,0.04081438267225688,,,
245,1011.0,-19.331945833333407,0.8388261111111112,5.36e+20,0.8,-999/-999,3503.8,3.16686e-14,1.46392e-14,6.26651e-14,-2.89383e-11,1.03575e-13,1.9386900000000003e-14,1.79237e-14,-999.0,8.60174e-14,4.67794e-14,-999.0,5.0,1736667.0,-19.33077371531056,0.8376414830137714,22.316844940185547,0.5902127527598257,0.005348329662866252,1736828,0.0037133682382000078,0.40978724724017423
246,1012.0,-19.50614166666668,0.8085944444444445,5.31e+20,0.8,-999/-999,3417.4,3.4873599999999996e-14,1.4916e-14,1.14782e-14,1.20378e-14,-999.0,5.69924e-14,3.019970000000001e-14,-999.0,2.10804e-14,2.21082e-14,-999.0,5.0,1834988.0,-19.5059792678,0.8085916756767267,23.805009841918945,1.0,0.005580986944373187,,,
247,1057.0,-31.727533333333387,-0.7087258333333333,7.51e+20,0.856,+0.06/-0.05,4436.6,3.39443e-12,1.06456e-13,2.2561e-12,1.3011099999999996e-13,-999.0,3.42835e-12,1.67234e-13,-999.0,3.5568199999999998e-12,2.04576e-13,-999.0,5.0,3730318.0,-31.727741030746646,-0.7085178664215651,17.837966918945312,0.3207082640398492,0.02911249330672144,3730135;3730136;3730460,0.027420232276481996;0.01048870297908281;0.023754197048359404,0.3020660236933284;0.11554536703576027;0.2616803452310622
248,1058.0,-31.752287500000023,-0.5917147222222222,7.38e+20,0.8,-999/-999,4946.7,3.4776199999999994e-14,1.2634399999999999e-14,1.86923e-14,1.35796e-14,-999.0,3.09386e-14,1.8234200000000003e-14,-999.0,4.4817e-14,2.64137e-14,-999.0,5.0,3743389.0,-31.752635682122158,-0.590536392133569,20.532264709472656,0.4816911705257869,0.014895985959164155,3743120;3742978;3742998;3743303,0.002814446257970605;0.005145010054275826;0.0035859125591698364;0.004482994359595802,0.09101068677832268;0.16637407703022083;0.11595757560223702;0.14496649006343262
249,1059.0,-31.675833333333397,-0.6116861111111109,7.42e+20,0.8,-999/-999,4567.5,4.33668e-14,1.4229e-14,4.67015e-14,2.0974799999999998e-14,-999.0,2.57089e-14,1.63496e-14,-999.0,3.72211e-14,2.36743e-14,-999.0,5.0,3741590.0,-31.67468068376064,-0.6104644875143732,17.79221534729004,0.5952486720470933,0.02253057370937884,3741128;3741108,0.008005884950101717;0.0073142326018622765,0.2115122520438136;0.19323907590909317
250,1060.0,-31.64963750000004,-0.6992661111111111,7.54e+20,0.8,-999/-999,4429.8,4.87506e-14,1.5224600000000005e-14,5.2736e-14,2.27825e-14,-999.0,2.8853199999999996e-14,1.7716499999999995e-14,-999.0,4.17289e-14,2.5622500000000003e-14,-999.0,5.0,3731011.0,-31.648123342005988,-0.6996607435574822,24.60845375061035,1.0,0.0031215598302963042,,,
251,1061.0,-31.83643750000005,-0.7485241666666667,7.4e+20,0.8,-999/-999,4951.9,4.7245e-14,1.48529e-14,3.388180000000001e-14,1.77517e-14,-999.0,2.4894e-14,1.64398e-14,-999.0,7.21288e-14,3.40129e-14,-999.0,5.0,3726333.0,-31.83698216172411,-0.7491850122776067,17.34178352355957,1.0,0.03974348848902843,,,
252,1062.0,-31.906095833333378,-0.6779830555555555,7.32e+20,0.8,-999/-999,4947.1,3.42503e-14,1.34036e-14,2.75483e-14,1.7563e-14,-999.0,4.06577e-14,2.12161e-14,-999.0,1.47332e-14,1.58891e-14,-999.0,5.0,3733665.0,-31.90565055860816,-0.6772487741954549,24.25592803955078,0.520122607935201,0.0045470536955987805,3733640,0.004195219042073238,0.47987739206479885
253,1085.0,25.659895833333334,0.08808916666666666,2.87e+20,0.8,-999/-999,879.0,3.8869200000000003e-13,8.143769999999999e-14,2.3088699999999997e-13,8.31499e-14,-999.0,3.33512e-13,1.2010799999999999e-13,-999.0,5.06053e-13,1.82246e-13,-999.0,5.0,11598851.0,25.66029774655037,0.087457100126539,16.454504013061527,1.0,0.030540298550733872,,,
254,1086.0,25.79724166666665,0.011108055555555557,2.82e+20,0.8,-999/-999,1010.4,1.43312e-13,5.2363999999999997e-14,4.24674e-14,3.74957e-14,-999.0,1.23054e-13,7.8688e-14,-999.0,2.80186e-13,1.4505e-13,-999.0,5.0,11591049.0,25.79824684345428,0.012164378552184558,22.721881866455078,0.49910184106545763,0.005752116248635826,11590874;11590881,0.002444602404254058;0.003328216290961446,0.2121142042158145;0.28878395471872775
255,1117.0,13.670887499999992,0.019090555555555555,2.92e+20,0.8,-999/-999,1398.8,4.2697799999999997e-13,7.05177e-14,4.57092e-13,9.77368e-14,-999.0,2.74295e-13,9.16803e-14,-999.0,2.49623e-13,1.06704e-13,-999.0,5.0,8671974.0,13.672586950791091,0.019417629396655242,18.998374938964844,0.5137480278997733,0.02633532943076407,8672012,0.02492584920270761,0.48625197210022675
256,1118.0,13.649654166666664,-0.032966666666666665,2.93e+20,0.8,-999/-999,1553.9,7.97138e-14,3.181359999999999e-14,8.53914e-14,-5.67629e-11,1.5695e-13,1.02423e-13,5.7893e-14,-999.0,1.55317e-13,8.77901e-14,-999.0,5.0,8667480.0,13.650390521065624,-0.03302275666842844,20.657262802124023,0.4947944278945966,0.017880776272587624,8667314;8667455;8667514;8667544,0.0034131598144650334;0.005930240779600572;0.0038185690274421414;0.005095042376221749,0.09444849775902132;0.1641008225307346;0.10566692678806357;0.1409893250275839
257,1121.0,11.475816666666674,-0.8599336111111111,2.29e+20,0.8,-999/-999,3115.3,3.9493e-14,1.623e-14,1.7149e-14,1.4097e-14,-999.0,2.57428e-14,2.1161400000000002e-14,-999.0,7.8602e-14,4.5718400000000004e-14,-999.0,5.0,7747373.0,11.475957943809142,-0.8607793445720041,23.927570343017575,1.0,0.005009108006681279,,,
258,1122.0,11.576083333333347,-0.7362474999999999,2.19e+20,0.8,-999/-999,2753.7,1.1193199999999999e-13,2.6951999999999998e-14,8.60605e-14,3.01631e-14,-999.0,9.75436e-14,3.93838e-14,-999.0,9.93683e-14,5.06639e-14,-999.0,5.0,7759642.0,11.577467050625252,-0.7360914473904724,18.64634132385254,1.0,0.02555037673528656,,,
259,1123.0,11.389116666666665,-0.9694794444444444,2.31e+20,0.8,-999/-999,3061.1,1.69323e-13,3.2484e-14,2.02375e-13,4.65934e-14,-999.0,8.27622e-14,3.598360000000001e-14,-999.0,8.415039999999998e-14,4.52248e-14,-999.0,5.0,7514321.0,11.389509668566273,-0.9690832826083046,18.01985740661621,1.0,0.03237839741745367,,,
260,1223.0,5.504358333333329,0.11632333333333332,2.76e+20,1.421,+0.12/-0.11,5896.2,4.2927299999999996e-13,2.43068e-14,7.61294e-13,6.158999999999998e-14,-999.0,7.39112e-13,6.83261e-14,-999.0,3.5653e-13,5.5929e-14,-999.0,5.0,15701006.0,5.503972651619439,0.11611631230931944,18.09370231628418,1.0,0.031444858676060325,,,
261,1224.0,5.373470833333329,0.10682027777777778,2.78e+20,0.8,-999/-999,6053.6,2.08066e-14,8.66943e-15,1.47613e-14,9.36804e-15,-999.0,1.07244e-14,9.752349999999999e-15,-999.0,3.25752e-14,2.0673400000000002e-14,-999.0,5.0,15699515.0,5.374206623788631,0.10693709134529274,21.28249168395996,0.4667855167381553,0.013301695361091053,15699196;15699300;15699408;15699519,0.002556670648050681;0.0024185312621830776;0.008252212303000467;0.0019672659217308207,0.08971915212180315;0.08487153962853285;0.28958813741567146;0.06903565409583722
262,1226.0,5.564345833333333,0.02272416666666667,2.73e+20,0.8,-999/-999,6009.4,4.75163e-14,1.27754e-14,2.80421e-14,1.29047e-14,-999.0,4.08796e-14,1.88124e-14,-999.0,6.211789999999999e-14,2.8586099999999996e-14,-999.0,5.0,15690740.0,5.563969512466959,0.022717363819703736,20.513154983520508,0.7445770941964991,0.018314357727037687,15690654,0.006282635478617386,0.25542290580350085
263,1227.0,5.580670833333329,0.020666388888888887,2.73e+20,0.8,-999/-999,6043.9,2.03857e-14,8.92905e-15,1.2031600000000001e-14,-1.57916e-11,4.7644800000000006e-14,1.75396e-14,-2.30209e-11,6.94563e-14,7.99505e-14,3.5018699999999987e-14,-999.0,5.0,15690577.0,5.580845915547565,0.02211815407705,25.41544532775879,1.0,0.001736534367700114,,,
264,1228.0,5.558591666666672,-0.020212222222222218,2.74e+20,0.8,-999/-999,5860.1,2.5999900000000002e-14,1.00317e-14,7.67684e-15,7.5527e-15,-999.0,2.2360400000000006e-14,1.5531e-14,-999.0,5.09981e-14,2.88393e-14,-999.0,5.0,15686558.0,5.5581617915559445,-0.019796264651947018,21.790264129638672,1.0,0.009656837161526889,,,
265,1229.0,5.299104166666666,0.028336666666666663,2.78e+20,0.8,-999/-999,5987.0,3.55171e-14,1.22473e-14,2.1014e-14,1.28716e-14,-999.0,3.05342e-14,1.8702900000000003e-14,-999.0,4.63737e-14,2.8405e-14,-999.0,5.0,15691141.0,5.298192761402,0.027421747788749524,21.574954986572266,0.6965788279747808,0.008354894333870183,15691175,0.003639289236366992,0.30342117202521923
266,1239.0,-37.156637500000045,0.7075516666666666,3.75e+20,0.836,+0.09/-0.08,10934.2,4.77273e-13,2.48436e-14,3.0811399999999997e-13,2.72613e-14,-999.0,4.834279999999998e-13,3.98623e-14,-999.0,5.038949999999998e-13,5.0389499999999996e-14,-999.0,5.0,4724571.0,-37.1565335769526,0.7077461106142631,23.945016860961914,0.2105234873054777,0.0054563436045103105,4724317;4724365;4724598;4724645;4724760,0.004753171971331554;0.0032418597718259306;0.004086879575708508;0.004121635743306827;0.0042580896705556575,0.18339283807937098;0.1250814966923965;0.15768510981685196;0.1590261158345308;0.16429095227137208
267,1240.0,-37.157200000000046,0.6629672222222223,3.73e+20,0.8,-999/-999,11814.1,2.2303400000000003e-14,6.53476e-15,2.0607e-14,8.513200000000001e-15,-999.0,9.38595e-15,6.76319e-15,-999.0,2.8237299999999998e-14,1.424e-14,-999.0,5.0,4719313.0,-37.15625277522832,0.6638875061361743,20.02029037475586,0.6818095441194321,0.01948784390984025,4719205;4718951,0.006836160560893501;0.002258528698421443,0.23917266256409825;0.07901779331646964
268,1241.0,-37.18721250000005,0.6699438888888889,3.73e+20,0.8,-999/-999,11700.8,3.88676e-14,8.23948e-15,1.43672e-14,6.84101e-15,-999.0,5.23475e-14,1.50799e-14,-999.0,3.9369199999999987e-14,1.6328299999999995e-14,-999.0,5.0,4720074.0,-37.18555494163087,0.6705517374498944,21.393564224243164,0.5544512829136051,0.009941838360361572,4720023;4720071,0.004250353502713114;0.0037387583695911346,0.23704005909123577;0.208508657995159
269,1242.0,-37.227350000000065,0.7019277777777777,3.72e+20,0.8,-999/-999,10653.9,1.7169e-14,5.82241e-15,1.1891e-14,6.72064e-15,-999.0,1.08414e-14,7.35437e-15,-999.0,2.44596e-14,1.38243e-14,-999.0,5.0,4723921.0,-37.22644411412375,0.7016781983823596,21.463890075683594,0.5236228805422992,0.011689410174762294,4723762;4723890,0.005229854711204479;0.005404836311933425,0.23426944112295991;0.24210767833474092
270,1244.0,-37.16190000000006,0.8284508333333334,3.78e+20,0.08800000000000001,+0.28/-0.21,11560.8,9.93511e-14,1.59468e-14,9.10886e-15,4.691040000000001e-15,-999.0,7.012569999999998e-14,1.6973400000000002e-14,-999.0,1.43157e-13,3.10237e-14,-999.0,5.0,4743156.0,-37.16076589467969,0.8287801629080624,18.82723617553711,0.5578353921446547,0.025804665307960054,4742603;4742558;4742672;4742961,0.00475857484618584;0.0047134233281978235;0.009172947147822696;0.0018089553757504894,0.10286905230865076;0.10189298404959056;0.19829726556265037;0.03910530593445346
271,1245.0,-37.252200000000016,0.7433749999999999,3.72e+20,0.8,-999/-999,10955.7,4.0728500000000005e-14,8.80462e-15,3.7642900000000006e-14,1.1237799999999998e-14,-999.0,4.00365e-14,1.35464e-14,-999.0,1.7196700000000003e-14,1.0948299999999997e-14,-999.0,5.0,4730385.0,-37.250970468997544,0.7439209210241082,17.339788436889652,1.0,0.03421755657771966,,,
272,1246.0,-37.179283333333395,0.6210413888888889,3.71e+20,0.8,-999/-999,10935.2,1.87116e-14,6.24668e-15,2.1583e-14,9.12964e-15,-999.0,5.90779e-15,5.69974e-15,-999.0,1.77792e-14,1.18708e-14,-999.0,5.0,4713318.0,-37.17805945510082,0.6217364441266079,21.24526023864746,0.49218596777192614,0.011224587952107618,4713257;4713226,0.004597974396235658;0.006983020677357642,0.20161617403308382;0.30619785819499007
273,1247.0,-37.289479166666695,0.6522430555555556,3.69e+20,0.8,-999/-999,6924.4,4.42949e-14,9.9316e-15,4.08822e-14,1.34922e-14,-999.0,2.79939e-14,1.30071e-14,-999.0,4.2118099999999996e-14,1.95698e-14,-999.0,5.0,4717965.0,-37.28860758569812,0.653197252639681,19.56658744812012,1.0,0.026505935567509978,,,
274,1248.0,-37.29917083333339,0.6679744444444444,3.69e+20,-0.019,+0.23/-0.18,6442.4,1.2435999999999999e-13,2.01861e-14,3.88231e-14,1.0984299999999998e-14,-999.0,5.19307e-14,-3.36773e-11,4.57945e-13,2.3396e-13,4.6958499999999995e-14,-999.0,5.0,4719763.0,-37.299498766638244,0.667770542930491,20.17695617675781,0.7597142375900225,0.03192043308645262,4719502;4719737,0.004121031546270762;0.005974903505527022,0.0980815746070899;0.14220418780288757
275,1285.0,0.7379124999999931,-0.41352333333333335,3e+20,0.8,-999/-999,8050.2,6.51516e-14,1.20626e-14,1.59136e-14,7.87983e-15,-999.0,9.873949999999999e-14,2.36641e-14,-999.0,6.90972e-14,2.39954e-14,-999.0,5.0,7367286.0,0.7382098125710634,-0.4131082686517879,18.50518798828125,0.9298150275667321,0.045470139366753225,7366847,0.003432210045415065,0.07018497243326788
276,1286.0,0.6507000000000005,-0.4564222222222222,3.05e+20,0.28300000000000003,+0.22/-0.17,8312.9,2.04559e-13,2.5619099999999997e-14,3.15267e-14,1.05841e-14,-999.0,1.65562e-13,3.0754e-14,-999.0,2.72023e-13,5.052990000000001e-14,-999.0,5.0,7363334.0,0.6510075575586908,-0.4568566248499847,17.86111068725586,1.0,0.02826275662325321,,,
277,1287.0,0.7483291666666787,-0.2710841666666667,2.94e+20,0.8,-999/-999,7765.7,3.67926e-14,9.54753e-15,1.0953399999999998e-14,7.0452e-15,-999.0,3.15062e-14,1.4128700000000001e-14,-999.0,7.162380000000001e-14,2.6272800000000002e-14,-999.0,5.0,7380928.0,0.7470180126906075,-0.2707576205716052,20.38461685180664,0.40783424691974657,0.01922614993796449,7380738;7380676;7380677;7380982,0.006939526443280736;0.005110832487759959;0.005285673586173526;0.010579885880607227,0.14720453913586315;0.10841341222782717;0.11212222485709493;0.22442557685946815
278,1288.0,0.5477541666666639,-0.3084625,2.95e+20,0.8,-999/-999,7316.2,3.04225e-14,8.858240000000003e-15,1.8118799999999998e-14,9.11632e-15,-999.0,1.30212e-14,9.19271e-15,-999.0,5.91745e-14,2.43866e-14,-999.0,5.0,7377392.0,0.5466935055827983,-0.30798554888093993,23.842180252075195,1.0,0.004621598297769217,,,
279,1289.0,0.5371250000000032,-0.29512055555555555,2.95e+20,0.8,-999/-999,5854.9,4.380680000000001e-14,1.0796e-14,6.52615e-14,1.78121e-14,-999.0,1.8751599999999998e-14,1.1091e-14,-999.0,8.52587e-14,-4.19934e-11,1.8776300000000001e-13,5.0,7378842.0,0.5367845693560572,-0.2951691994821649,18.746864318847656,0.6993576762822803,0.02917721102363861,7378490;7378531,0.0057592012147120114;0.00678360030050063,0.13804409117444116;0.1625982325432785
280,1292.0,0.4799250000000086,-0.35882194444444443,3.04e+20,1.4240000000000002,+0.12/-0.11,1980.4,2.7095100000000004e-13,2.0865299999999998e-14,8.06084e-13,-7.75049e-11,1.66177e-12,9.14936e-13,8.052239999999998e-14,-999.0,4.04152e-13,6.403819999999998e-14,-999.0,5.0,7372531.0,0.4794636007419234,-0.3587841723946507,18.868305206298828,0.5336276756995166,0.0286750523160567,7372343;7372446;7372629,0.0070114257109162685;0.00816005293076331;0.00988953563301434,0.13047895307102955;0.15185430286346763;0.18403906836598619
281,1293.0,0.6832625000000121,-0.5537538888888889,3.08e+20,0.8,-999/-999,7694.0,2.26341e-14,8.61986e-15,1.01697e-14,7.74597e-15,-999.0,4.34713e-14,-2.20525e-11,9.57365e-14,6.58707e-14,2.86446e-14,-999.0,5.0,7353615.0,0.6819378118910617,-0.5548248075972784,19.346460342407227,0.512773508366544,0.018369370823392885,7353423;7353169;7353563,0.0014979840727543624;0.0062811551586954804;0.009675046590876134,0.041815615561817225;0.1753358891975378;0.270074986874101
282,1294.0,-5.994550000000004,0.15812083333333332,3.62e+20,0.8,-999/-999,7976.9,2.7956099999999997e-14,8.35145e-15,0.0,-1.5345e-11,4.25152e-14,6.18819e-14,1.97327e-14,-999.0,1.33149e-14,1.10328e-14,-999.0,5.0,6579161.0,-5.994746792755335,0.1586531588721079,22.95281791687012,0.443558361756437,0.006701583973960035,6579244;6579254,0.003980619212639133;0.004426482731128953,0.2634656140391656;0.29297602420439744
283,1295.0,-5.955516666666711,0.15111611111111112,3.6e+20,0.8,-999/-999,7765.4,3.14324e-14,8.91198e-15,1.65049e-14,8.64367e-15,-999.0,3.41116e-14,1.47308e-14,-999.0,3.42522e-14,1.7938e-14,-999.0,5.0,6578523.0,-5.955303607264455,0.15070904401769006,20.953947067260746,0.8237050410150031,0.015415358492232113,6578318,0.0032992999408845243,0.17629495898499692
284,1296.0,-5.994108333333372,0.17811611111111111,3.62e+20,0.8,-999/-999,8217.6,2.41201e-14,7.785250000000002e-15,1.2676399999999999e-14,-1.43036e-11,4.88417e-14,6.10577e-14,1.97076e-14,-999.0,2.6268299999999998e-14,-2.96401e-11,1.0121e-13,5.0,6581202.0,-5.993637558263117,0.17831183019353442,21.29183006286621,0.6061244474623011,0.013777401816974498,6581160;6581244,0.005195609360530932;0.003757307447089243,0.22857617820232293;0.16529937433537595
285,1297.0,-6.005720833333385,0.03434194444444445,3.62e+20,0.8,-999/-999,8067.9,1.72549e-14,6.9359499999999994e-15,1.0578e-14,7.393940000000003e-15,-999.0,2.1850400000000003e-14,1.25699e-14,-999.0,1.09572e-14,1.0817e-14,-999.0,5.0,6565478.0,-6.0050891535925635,0.033578900674976285,22.582727432250977,1.0,0.007010795425307309,,,
286,1298.0,-6.061650000000101,0.056550833333333335,3.64e+20,0.8,-999/-999,8247.3,2.11893e-14,7.50692e-15,3.11857e-14,1.24013e-14,-999.0,2.68162e-14,-1.89778e-11,7.08577e-14,1.6137000000000005e-14,1.28298e-14,-999.0,5.0,6568112.0,-6.061149475151581,0.05729278719655994,20.519031524658203,0.599424706740361,0.01664084556912128,6568080;6568088,0.005065510501837916;0.006055004750507933,0.18246621750331815;0.21810907575632088
287,1299.0,-5.888008333333347,0.16789138888888888,3.58e+20,0.8,-999/-999,8331.5,1.6540299999999998e-14,6.9271299999999994e-15,2.43035e-14,-1.2706e-11,3.3406699999999994e-14,6.987510000000001e-15,7.14151e-15,-999.0,5.26307e-14,2.42815e-14,-999.0,5.0,6580178.0,-5.889163717120539,0.1677756659817451,21.765155792236328,0.694499251886723,0.008462943243961962,6580275,0.0037227333006433294,0.30550074811327704
288,1301.0,-5.922341666666683,0.2485263888888889,3.6e+20,0.8,-999/-999,7994.1,1.68196e-14,7.073e-15,1.5454599999999995e-14,9.0986e-15,-999.0,7.09673e-15,7.36541e-15,-999.0,2.13746e-14,1.55859e-14,-999.0,5.0,6588549.0,-5.92262286703135,0.2479863307604059,21.252910614013672,0.7451825882740339,0.013790787746388668,6588606,0.004715801059356795,0.254817411725966
289,1303.0,-6.108162500000049,0.23653194444444445,3.66e+20,0.8,-999/-999,8212.7,2.93402e-14,9.2131e-15,2.1630200000000003e-14,1.07642e-14,-999.0,2.96937e-14,1.4777000000000005e-14,-999.0,2.23477e-14,1.5824700000000005e-14,-999.0,5.0,6587072.0,-6.108469451006044,0.2361821503466465,23.8740177154541,1.0,0.005330201728984267,,,
290,1304.0,-5.9181500000000264,-0.015837777777777774,3.6e+20,0.8,-999/-999,7523.8,3.525180000000001e-14,1.0043700000000002e-14,2.88036e-14,1.24599e-14,-999.0,4.96162e-14,1.90763e-14,-999.0,2.6899e-14,-3.8266e-11,9.85648e-14,5.0,6560573.0,-5.917730172364316,-0.014754519540927706,19.16656494140625,1.0,0.029158566639803145,,,
291,1305.0,-6.155454166666742,0.16658166666666666,3.67e+20,0.8,-999/-999,8316.6,2.31527e-14,8.36502e-15,1.42346e-14,8.91397e-15,-999.0,1.95291e-14,1.22295e-14,-999.0,2.938929999999999e-14,1.84041e-14,-999.0,5.0,6580057.0,-6.154876158949322,0.1671107785673853,24.11562919616699,1.0,0.004283956433231979,,,
292,1306.0,-5.9723041666666745,-0.05997166666666667,3.61e+20,0.8,-999/-999,8325.6,3.34247e-14,9.9057e-15,1.02451e-14,7.36253e-15,-999.0,4.23129e-14,1.76095e-14,-999.0,4.24964e-14,2.16933e-14,-999.0,5.0,6556016.0,-5.973151315167228,-0.0598573304472733,20.616382598876953,0.7743352748342561,0.017272012023584117,6555792,0.005033586836394376,0.22566472516574385
293,1312.0,16.500058333333328,-0.5355366666666667,3.78e+20,0.8,-999/-999,10171.4,1.65768e-14,5.833890000000001e-15,2.45529e-14,9.62829e-15,-999.0,8.364700000000001e-15,6.720480000000001e-15,-999.0,0.0,-2.21037e-11,8.32125e-14,5.0,8605167.0,16.498293454950428,-0.5359592188713473,22.189746856689453,0.5936991969392094,0.005420424945589042,8605334,0.003709492988499144,0.4063008030607906
294,1313.0,16.44883333333334,-0.6078569444444444,3.78e+20,0.8,-999/-999,11379.1,1.70179e-14,5.833890000000001e-15,3.93933e-15,3.75224e-15,-999.0,1.60976e-14,8.996540000000002e-15,-999.0,3.2270499999999996e-14,1.5671100000000005e-14,-999.0,5.0,8595314.0,16.44938887661675,-0.6069951355320132,21.923118591308594,0.6607548578666751,0.00979101679189431,8595136,0.00502690951667005,0.33924514213332485
295,1314.0,16.349145833333324,-0.426975,3.63e+20,0.8,-999/-999,9098.3,2.5926999999999997e-14,7.08e-15,1.59014e-14,7.56898e-15,-999.0,4.3755800000000006e-14,1.4771600000000005e-14,-999.0,4.93921e-14,-2.69485e-11,1.08657e-13,5.0,8620494.0,16.348703579255293,-0.4274152775302743,18.717294692993164,0.49025687666494977,0.02737317763941529,8620050;8620432;8620511,0.0037418568118387134;0.004365671209807769;0.020353651677535244,0.06701710183833447;0.07818969211614585;0.36453632938056996
