,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,AB_MAG_AUTO,AB_MAG_AUTO,AB_MAG_AUTO,AB_MAG_AUTO,AB_MAG_AUTO
,OBJID_A,RA,DEC,NH,ENERGY_SLOPE,ENERGY_SLOPE_ERROR,EXPOSURE_TIME,nufnu_3keV(erg.s-1.cm-2),nufnu_error_3keV(erg.s-1.cm-2),nufnu_0.5keV(erg.s-1.cm-2),nufnu_error_0.5keV(erg.s-1.cm-2),upper_limit_0.5keV(erg.s-1.cm-2),nufnu_1.5keV(erg.s-1.cm-2),nufnu_error_1.5keV(erg.s-1.cm-2),upper_limit_1.5keV(erg.s-1.cm-2),nufnu_4.5keV(erg.s-1.cm-2),nufnu_error_4.5keV(erg.s-1.cm-2),upper_limit_4.5keV(erg.s-1.cm-2),pos_err,OBJID_B,ALPHA_J2000,DELTA_J2000,MAG_AUTO,Reliability,LR,duplicates,duplicates_LR,duplicates_R
456,1936.0,38.22900833333333,0.4386830555555556,2.06e+20,0.8,-999/-999,15354.2,2.36605e-14,5.63346e-15,2.17024e-14,6.94577e-15,-999.0,2.06817e-14,8.36062e-15,-999.0,1.26526e-14,8.104989999999998e-15,-999.0,5.0,14543760.0,38.229691447743605,0.4395256019092804,24.6586971282959,1.0,0.0038636624839531015,,,
457,1937.0,38.17498333333333,0.5068197222222223,2.06e+20,0.8,-999/-999,15693.0,1.00195e-14,3.88977e-15,8.615899999999997e-15,4.6620399999999995e-15,-999.0,1.3137100000000001e-14,7.108459999999999e-15,-999.0,5.36027e-15,-1.55911e-11,4.4281499999999997e-14,5.0,14553243.0,38.17509579120911,0.5060554854647801,21.56968307495117,1.0,0.009613993117942832,,,
458,1938.0,38.12121250000001,0.43028222222222223,2.05e+20,0.8,-999/-999,16143.9,1.71086e-14,4.82688e-15,1.46967e-14,5.9008e-15,-999.0,1.86853e-14,8.15921e-15,-999.0,5.7153700000000004e-15,5.596970000000001e-15,-999.0,5.0,14543315.0,38.12123695105637,0.42863756329584735,18.639633178710934,1.0,0.023676157477560585,,,
459,1940.0,38.117975,0.4607280555555556,2.05e+20,0.8,-999/-999,16044.3,1.2276399999999999e-14,4.15648e-15,1.055e-14,5.02029e-15,-999.0,1.61004e-14,7.65981e-15,-999.0,3.51963e-15,-1.66671e-11,4.0691000000000004e-14,5.0,14546717.0,38.11807857990303,0.4605204732812336,20.97811889648437,0.8010791075922638,0.014995439611004642,14546498,0.0037236100669668323,0.19892089240773617
460,1941.0,38.173637499999984,0.3748030555555555,2.06e+20,0.8,-999/-999,15373.3,1.19255e-14,4.15803e-15,9.11647e-15,4.70818e-15,-999.0,6.9501800000000005e-15,5.0543599999999996e-15,-999.0,1.59517e-14,9.76797e-15,-999.0,5.0,14534590.0,38.17425774467753,0.3754374783384495,21.36237144470215,0.4390324441995038,0.013182696193599549,14534195;14534286;14534418;14534595,0.0036468637126766974;0.0024018514060701207;0.006374570981881525;0.004420719303272058,0.12145402320780843;0.07999051771540905;0.21229674398909928;0.14722627088817944
461,1942.0,38.198099999999975,0.3664941666666666,2.06e+20,0.8,-999/-999,15730.9,1.01335e-14,3.88977e-15,3.48557e-15,2.93656e-15,-999.0,5.31464e-15,4.4775199999999994e-15,-999.0,2.43957e-14,1.2179e-14,-999.0,5.0,14533217.0,38.19667948375327,0.36695294884871504,25.26682090759277,1.0,0.002206192489651781,,,
462,1943.0,38.15648333333331,0.5364497222222222,2.05e+20,0.8,-999/-999,15881.5,1.04998e-14,3.88832e-15,4.51319e-15,3.2777099999999998e-15,-999.0,1.3768700000000001e-14,7.19909e-15,-999.0,1.05374e-14,7.65278e-15,-999.0,5.0,14556299.0,38.15628658458152,0.5345279137504166,22.337602615356445,1.0,0.004854673192007306,,,
463,1944.0,38.18529583333333,0.5638425,2.06e+20,0.8,-999/-999,15758.8,1.4486e-14,4.56042e-15,9.9723e-15,4.9527e-15,-999.0,1.52053e-14,7.55164e-15,-999.0,1.1630100000000001e-14,8.34717e-15,-999.0,5.0,14559447.0,38.18642889151157,0.5639703669797408,21.423402786254886,0.6149444620259966,0.012364854808566863,14559382;14559291,0.003976171228747013;0.0037662447360980846,0.19774793275299915;0.1873076052210043
464,1945.0,38.06160833333331,0.4831561111111111,2.05e+20,0.8,-999/-999,9353.3,5.1365999999999994e-14,8.44704e-15,1.60589e-14,6.3894599999999995e-15,-999.0,3.67516e-14,1.19645e-14,-999.0,1.12478e-13,2.61066e-14,-999.0,5.0,14549981.0,38.06177621167055,0.4818059259714608,20.195091247558594,0.5314711274582432,0.025549997113134305,14549922;14549805;14550059;14550193,0.004171986983459456;0.004127594634642684;0.004476614098331661;0.009747909023014149,0.08678242177571462;0.08585900673297706;0.09311903760696476;0.2027684064261005
465,1947.0,38.35560833333332,0.4882547222222222,2.08e+20,0.8,-999/-999,15662.2,5.55846e-14,8.99341e-15,3.5443099999999996e-14,9.44301e-15,-999.0,5.39677e-14,1.43785e-14,-999.0,5.780159999999998e-14,1.839e-14,-999.0,5.0,14550942.0,38.35551119669425,0.4874887393134036,18.153654098510746,0.5717555441044083,0.03095806593118378,14550549;14550850;14550895;14550926,0.004154180045832498;0.012731957631366659;0.003021455284882383;0.0032799742368447944,0.07672234685759691;0.23514283415565945;0.05580238165508065;0.06057689322725489
466,1948.0,38.32732083333332,0.3571013888888889,2.1e+20,0.8,-999/-999,15665.8,1.83495e-14,5.3732e-15,2.45768e-14,8.157559999999998e-15,-999.0,1.06837e-14,6.67906e-15,-999.0,1.90688e-14,-2.15069e-11,5.3821e-14,5.0,14531854.0,38.328161091799785,0.3572127626221173,20.126615524291992,0.862262474798557,0.027722673688762668,14531746,0.004428410811626008,0.13773752520144297
467,1951.0,38.25987916666665,0.27699416666666665,2.08e+20,0.8,-999/-999,14542.4,4.80409e-14,8.456489999999999e-15,4.5955800000000004e-15,3.37102e-15,-999.0,4.897200000000001e-14,1.3766299999999998e-14,-999.0,1.0704600000000001e-13,2.5338e-14,-999.0,5.0,14521759.0,38.25968464182703,0.2765263055608227,18.640878677368164,0.7260912562218239,0.032376446281325605,14521404;14521494,0.0032114117972989378;0.00900219310832222,0.07202081432548439;0.20188792945269168
468,1952.0,38.36792083333333,0.3825444444444444,2.11e+20,0.8,-999/-999,15515.5,2.19023e-14,6.046650000000001e-15,1.57303e-14,6.6585e-15,-999.0,1.43416e-14,7.91865e-15,-999.0,2.9241500000000005e-14,1.4128299999999999e-14,-999.0,5.0,14535614.0,38.36738647898532,0.3820040352619821,20.05342674255371,0.6023288747770599,0.0238492117987744,14535375;14535467;14535576,0.006888927227803924;0.005769579214305139;0.0030872817623983214,0.17398477654332475;0.1457148431323888;0.07797150554722657
469,1954.0,38.286558333333346,0.2630761111111111,2.1e+20,0.8,-999/-999,9703.0,8.978619999999999e-14,1.2224e-14,1.07078e-13,1.6546500000000002e-14,-999.0,7.235060000000002e-14,1.7155099999999995e-14,-999.0,4.49782e-14,-4.89287e-11,1.82991e-13,5.0,14520415.0,38.28744188826483,0.2630335282128067,18.266508102416992,0.4699771633922564,0.032907193819518045,14520208;14519628,0.030438928898931527;0.006672585386422235,0.43472565722493856;0.09529717938280506
470,1958.0,38.35494583333332,0.2637033333333333,2.13e+20,-0.175,+0.19/-0.15,4512.4,3.3836e-13,3.7208e-14,3.815590000000001e-14,1.11072e-14,-999.0,1.5601199999999998e-13,3.132250000000001e-14,-999.0,5.4281e-13,7.721799999999998e-14,-999.0,5.0,14519971.0,38.356163316720036,0.26405879016212386,21.234086990356445,0.33225310457983304,0.01181712770197519,14519863;14519738;14519746;14519918,0.007577876135057233;0.0028406227567636623;0.003889178954378405;0.009441837890474845,0.21306132382519274;0.07986760858284514;0.10934905794770998;0.2654689050644191
471,2072.0,30.31461250000001,0.52658,2.22e+20,1.004,+0.09/-0.08,15329.0,3.93933e-13,1.79264e-14,4.05485e-13,2.7363599999999995e-14,-999.0,3.72836e-13,3.12774e-14,-999.0,3.89104e-13,3.87528e-14,-999.0,5.0,12830795.0,30.314692906956967,0.5264273804942714,18.14528465270996,0.6468132552606308,0.03302174004636514,12830217;12830375;12830404;12830407,0.0035495040648540906;0.003061848794044236;0.0046686058995419446;0.006751274797380832,0.06952590249712878;0.05997395603050863;0.09144630704414092;0.13224057916759077
472,2074.0,30.27564583333333,0.5665969444444445,2.23e+20,1.328,+0.05/-0.04,15407.0,1.0356700000000002e-12,2.39001e-14,1.6340299999999999e-12,5.42299e-14,-999.0,1.55792e-12,5.84389e-14,-999.0,8.92063e-13,5.3276e-14,-999.0,5.0,12833945.0,30.275279096453236,0.5671391016226569,19.63086700439453,0.5390136336517206,0.030342499706023138,12834605,0.02595013894294414,0.4609863663482794
473,2077.0,30.44343749999999,0.5314508333333334,2.21e+20,0.8,-999/-999,14797.5,4.12537e-14,7.01272e-15,3.75887e-15,2.8226500000000002e-15,-999.0,2.8364999999999998e-14,9.37278e-15,-999.0,1.1266600000000001e-13,2.31092e-14,-999.0,5.0,12831054.0,30.44352002477832,0.5315968651358658,18.40179252624512,0.8896835477804381,0.03995859645265558,12830874,0.004954672487006576,0.11031645221956196
474,2078.0,30.436370833333346,0.6261672222222222,2.22e+20,0.8,-999/-999,15205.0,2.06547e-14,5.3964e-15,3.2524099999999995e-15,2.77343e-15,-999.0,3.4341399999999996e-14,1.12345e-14,-999.0,2.24852e-14,1.11e-14,-999.0,5.0,12839691.0,30.437021435784448,0.6276478766766176,20.471412658691406,0.745270547011206,0.014601429324972479,12839288,0.004990689783355748,0.254729452988794
475,2079.0,30.233062499999992,0.4916586111111111,2.23e+20,0.8,-999/-999,15599.4,3.18371e-14,6.47808e-15,2.0685499999999997e-14,6.88425e-15,-999.0,3.117679999999999e-14,1.03758e-14,-999.0,3.17501e-14,1.3091899999999998e-14,-999.0,5.0,12827511.0,30.233395082212557,0.4907789655127759,20.32323265075684,0.8258809947330688,0.022998770825248323,12827590,0.004848789503563586,0.17411900526693122
476,2080.0,30.19706249999999,0.5201055555555556,2.24e+20,0.8,-999/-999,16104.8,2.81226e-14,6.34547e-15,2.13192e-14,7.33185e-15,-999.0,1.83536e-14,8.39255e-15,-999.0,3.50399e-14,1.41688e-14,-999.0,5.0,12830010.0,30.19739623496003,0.5195208848838994,18.16318702697754,1.0,0.0318726412640288,,,
477,2081.0,30.384416666666652,0.3974763888888889,2.21e+20,0.8,-999/-999,10246.4,2.5070500000000002e-14,6.33842e-15,1.08494e-14,5.57993e-15,-999.0,4.9119e-14,1.4316399999999997e-14,-999.0,3.12752e-14,-2.52732e-11,1.65097e-13,5.0,12820861.0,30.3856622568451,0.39812640728920135,16.662803649902347,0.9101657117015542,0.2641531258214263,12820203;12820328,0.008738677459373964;0.017333506709830148,0.03010997717482353;0.05972431112362234
478,2082.0,30.18430833333332,0.6303947222222223,2.25e+20,0.8,-999/-999,15863.8,1.33075e-14,4.7271e-15,5.76625e-15,-8.19032e-12,2.53884e-14,1.73692e-14,8.81325e-15,-999.0,2.6524e-14,1.34585e-14,-999.0,5.0,12839912.0,30.18482455329874,0.629673639990361,20.42904281616211,0.8415394706768416,0.020383113537788818,12839747,0.003838107507725407,0.15846052932315835
479,2084.0,30.14806249999998,0.638595,2.25e+20,0.8,-999/-999,11195.4,3.35894e-14,7.83348e-15,1.45632e-14,6.79209e-15,-999.0,4.38547e-14,1.4404399999999994e-14,-999.0,3.3474e-14,1.56119e-14,-999.0,5.0,12840719.0,30.14797920047488,0.6382465452838552,20.72867584228516,0.4367856450453535,0.01721471015864509,12840643;12840537;12840693,0.010940909159886738;0.004111450734428795;0.007145191668364046,0.2776016569982071;0.10431907621795337;0.181293621738486
480,2165.0,-23.306112500000037,0.8697797222222222,4.51e+20,0.8,-999/-999,4413.6,2.0836799999999998e-13,2.9122000000000006e-14,1.09822e-13,3.011820000000001e-14,-999.0,2.50261e-13,5.13124e-14,-999.0,1.86714e-13,5.4026e-14,-999.0,5.0,2548257.0,-23.30611157293214,0.8698351888933141,21.07301521301269,1.0,0.013966596383623272,,,
481,2166.0,-23.41978333333339,0.8170125,4.49e+20,0.8,-999/-999,4706.0,3.1345e-14,1.19326e-14,4.27365e-14,1.87524e-14,-999.0,2.22836e-14,1.57162e-14,-999.0,2.80984e-14,-4.42573e-11,1.0988699999999997e-13,5.0,2541765.0,-23.420180942373065,0.8174487945382888,19.976675033569336,0.6018045128929168,0.023234170854763567,2541538;2541586;2541639,0.006632709915850862;0.0029957444428726126;0.005744879976321635,0.17179845947677852;0.0775948725032719;0.14880215512703282
482,2168.0,-23.433704166666697,0.7856375,4.49e+20,0.8,-999/-999,4896.6,4.3365e-14,1.3969899999999998e-14,4.59577e-14,2.07351e-14,-999.0,3.595780000000001e-14,2.12409e-14,-999.0,1.78877e-14,1.75743e-14,-999.0,5.0,2537806.0,-23.434701983486892,0.7858918185568872,20.25661849975586,1.0,0.025170629616935922,,,
483,2274.0,17.602520833333326,-0.2619688888888889,3.09e+20,0.8,-999/-999,14843.8,3.2697700000000006e-14,6.2586e-15,2.76577e-14,7.68965e-15,-999.0,2.9543099999999997e-14,9.613890000000001e-15,-999.0,2.2365200000000003e-14,1.01072e-14,-999.0,5.0,9007398.0,17.602097756102573,-0.26214684361662843,18.796770095825195,1.0,0.030772759829308844,,,
484,2275.0,17.632212500000012,-0.2703552777777778,3.08e+20,0.8,-999/-999,15610.1,1.7503900000000006e-14,4.72702e-15,1.1439e-14,5.09735e-15,-999.0,1.6299100000000005e-14,7.26301e-15,-999.0,1.85052e-14,9.7728e-15,-999.0,5.0,9006767.0,17.632119421665,-0.2692723627816826,20.725191116333008,1.0,0.015070468126072567,,,
485,2277.0,17.60437916666666,-0.3918716666666667,3.11e+20,0.8,-999/-999,17399.2,1.70344e-14,4.45344e-15,1.5330000000000003e-14,5.7027500000000014e-15,-999.0,1.30814e-14,6.35728e-15,-999.0,1.31964e-14,7.62784e-15,-999.0,5.0,8994371.0,17.604802432884593,-0.3923058198826995,23.4246768951416,0.6502224850935071,0.004891570395071527,8994444,0.0026313475402688366,0.3497775149064929
486,2278.0,17.606454166666648,-0.4001163888888889,3.12e+20,0.8,-999/-999,17363.1,8.74719e-15,3.4805e-15,3.1480399999999998e-15,2.87985e-15,-999.0,8.95131e-15,5.77756e-15,-999.0,1.35471e-14,8.74388e-15,-999.0,5.0,8993656.0,17.60492106067696,-0.3994090793129867,24.28198051452637,1.0,0.0034963433040843634,,,
487,2279.0,17.706487500000012,-0.18396388888888887,3.06e+20,0.8,-999/-999,16191.5,2.63133e-14,5.83506e-15,3.15106e-15,2.65707e-15,-999.0,2.6969600000000003e-14,9.47512e-15,-999.0,5.4441999999999987e-14,1.65806e-14,-999.0,5.0,9014404.0,17.70795250805589,-0.18312885196277207,22.026344299316406,0.3143075874596452,0.007186051790403221,9014233;9014119;9014195;9014399,0.005079433138960117;0.003411872997323751;0.0037412730978738243;0.0034444880254233846,0.22216711236359526;0.14923042607898654;0.1636379135189078;0.15065696057886513
488,2281.0,17.66661249999998,-0.4095013888888889,3.1e+20,0.8,-999/-999,13089.4,6.949039999999999e-14,8.90368e-15,5.4356500000000007e-14,1.10515e-14,-999.0,6.96195e-14,1.50421e-14,-999.0,4.68281e-14,1.51799e-14,-999.0,5.0,8993038.0,17.66723345690232,-0.4094748570445789,19.48736953735352,0.6105495891008412,0.029228228122948362,8992897,0.018643768918263134,0.3894504108991589
489,2282.0,17.550324999999987,-0.13280194444444446,3.07e+20,0.131,+0.22/-0.17,15236.2,1.13711e-13,1.3991299999999998e-14,4.56669e-15,2.80896e-15,-999.0,9.60385e-14,1.7237700000000005e-14,-999.0,1.60728e-13,2.8848700000000005e-14,-999.0,5.0,9020290.0,17.550682686917884,-0.13238526312244864,19.512256622314453,0.7708472558299306,0.029720530002804373,9019868;9019934,0.003530250964115891;0.005304885902264921,0.09156244077151135;0.13759030339855802
490,2283.0,17.574258333333322,-0.4313286111111112,3.23e+20,0.8,-999/-999,14986.8,1.27056e-14,4.191899999999999e-15,1.72364e-14,6.635209999999999e-15,-999.0,8.11045e-15,5.3499e-15,-999.0,2.3529400000000002e-14,-1.61589e-11,8.09294e-14,5.0,8990943.0,17.574908214758242,-0.4314894216833434,20.12969398498535,1.0,0.02888984883327184,,,
491,2284.0,17.649291666666674,-0.1296261111111111,3.05e+20,0.8,-999/-999,15752.1,2.4778e-14,5.69449e-15,1.66807e-14,6.38707e-15,-999.0,3.17498e-14,1.04243e-14,-999.0,1.20201e-14,7.891249999999997e-15,-999.0,5.0,9020322.0,17.64978446089854,-0.1291164270624724,21.6290283203125,0.5182402530964215,0.00966627783950458,9020171;9020364,0.005091719129469079;0.0038941200399807106,0.2729834434892664;0.20877630341431222
492,2285.0,17.74952916666666,-0.21142166666666667,3.05e+20,0.8,-999/-999,14863.9,1.45834e-14,4.58337e-15,2.90933e-15,2.78717e-15,-999.0,8.30315e-15,5.4951e-15,-999.0,3.77422e-14,1.46344e-14,-999.0,5.0,9011758.0,17.749240911526922,-0.21072057556041585,21.45394515991211,1.0,0.012579208280256679,,,
493,2287.0,17.41129166666667,-0.2923988888888889,3.3e+20,0.8,-999/-999,11220.5,2.65974e-14,6.44276e-15,6.8920100000000005e-15,4.40153e-15,-999.0,1.93686e-14,-1.64023e-11,6.38601e-14,8.77866e-14,2.28741e-14,-999.0,5.0,8832498.0,17.411658793072068,-0.2935332740741461,18.333669662475586,0.8215510975129768,0.031272479011321665,8832422;8832461,0.0033996354009395986;0.003393051717989935,0.08931093034788665;0.08913797213913655
494,2288.0,17.40957499999999,-0.24908805555555555,3.13e+20,0.8,-999/-999,10986.0,5.680419999999998e-14,8.91264e-15,3.070159999999999e-14,8.69628e-15,-999.0,5.810269999999998e-14,1.4249600000000005e-14,-999.0,6.59846e-14,1.86903e-14,-999.0,5.0,8836936.0,17.410755335256102,-0.249826755162466,20.642303466796875,1.0,0.015016965349189011,,,
495,2316.0,-20.581020833333355,-0.9679030555555556,4.36e+20,0.8,-999/-999,6477.7,2.39714e-14,8.98566e-15,9.10207e-15,-1.70378e-11,7.51216e-14,2.9901599999999993e-14,1.58654e-14,-999.0,4.46796e-14,2.3706299999999998e-14,-999.0,5.0,2136595.0,-20.580965639697578,-0.9667592047254568,24.99713134765625,1.0,0.002585028230734565,,,
496,2322.0,-36.981049999999975,0.3852605555555556,3.71e+20,0.8,-999/-999,1485.0,7.41793e-14,2.98137e-14,1.00418e-13,-5.49928e-11,2.2631399999999998e-13,1.40539e-13,6.610839999999998e-14,-999.0,7.04691e-14,5.7789e-14,-999.0,5.0,4679933.0,-36.98265753403581,0.3860054269861222,23.268178939819336,1.0,0.0048481167443506995,,,
497,2323.0,30.09876249999999,0.09544583333333333,2.3e+20,0.8,-999/-999,841.4,1.0215199999999999e-13,5.0061e-14,5.91612e-14,5.05081e-14,-999.0,1.77499e-13,1.07374e-13,-999.0,0.0,-1.98985e-10,8.95864e-13,5.0,12793977.0,30.098305694991964,0.09491266192955553,21.446290969848636,0.736266474893129,0.013018508765615952,12794014,0.00466328065377276,0.26373352510687104
498,2334.0,-9.982091666666749,-0.026031944444444444,3.83e+20,0.8,-999/-999,9619.0,1.9183199999999998e-14,6.698439999999999e-15,2.03517e-14,9.431359999999999e-15,-999.0,6.9078e-15,6.404890000000001e-15,-999.0,2.07615e-14,1.3556799999999998e-14,-999.0,5.0,7113443.0,-9.98089819889043,-0.02525492039248587,21.544715881347656,0.40816054389908796,0.008128282380284962,7113451;7113324,0.006232768426192412;0.0055533738035960754,0.31297758023295574;0.27886187586795624
499,2335.0,-9.98625833333341,0.05494611111111111,3.86e+20,0.8,-999/-999,9658.3,1.9415999999999998e-14,6.70502e-15,2.88396e-14,1.1159399999999999e-14,-999.0,9.77764e-15,7.74018e-15,-999.0,2.09893e-14,-2.53394e-11,9.68779e-14,5.0,7122218.0,-9.986195210563723,0.055917730048247724,19.208383560180664,0.8239530355221718,0.025540982320277482,7121875,0.005457122206506796,0.17604696447782817
500,2336.0,-10.043133333333401,0.06606222222222223,3.84e+20,0.8,-999/-999,9619.8,3.380330000000001e-14,8.5542e-15,1.0457500000000001e-14,6.5640600000000004e-15,-999.0,7.09538e-15,6.32298e-15,-999.0,9.595689999999999e-14,2.80639e-14,-999.0,5.0,7123799.0,-10.042661907856882,0.06487603802367102,17.80181121826172,0.8086074702128488,0.025618356626359386,7123098,0.006063711088914004,0.1913925297871512
501,2337.0,-10.097200000000043,0.001318888888888889,3.8e+20,0.8,-999/-999,9566.6,5.2225e-14,1.0393700000000003e-14,2.82362e-14,1.01466e-14,-999.0,5.486900000000002e-14,1.66007e-14,-999.0,5.77436e-14,2.07499e-14,-999.0,5.0,7116422.0,-10.09721383383868,0.0013238969910949294,19.682086944580078,1.0,0.026910644791183387,,,
502,2338.0,-10.06377500000002,0.11074111111111112,3.85e+20,0.8,-999/-999,9590.6,1.61007e-14,6.417449999999999e-15,8.54238e-15,6.32798e-15,-999.0,5.79192e-15,6.1871499999999996e-15,-999.0,3.48214e-14,1.8290400000000004e-14,-999.0,5.0,7127855.0,-10.06346620397818,0.11155788091292547,22.896934509277344,0.5543487268103652,0.006585422164452969,7127792,0.005294143614194068,0.4456512731896349
503,2339.0,-10.08484583333336,-0.12672666666666665,3.74e+20,0.8,-999/-999,9287.0,1.78916e-14,7.1055e-15,1.10286e-14,7.60545e-15,-999.0,3.01238e-14,1.47946e-14,-999.0,3.88411e-14,-2.69535e-11,1.4974200000000002e-13,5.0,7299415.0,-10.085048388750463,-0.12627104195767788,20.645681381225586,0.5290933878508378,0.018687432892623337,7299128;7299198;7299290;7299384,0.003465840866512164;0.0023043246281917555;0.006686038094793377;0.004176088393919026,0.09812762921217813;0.06524186233837208;0.18930040135530837;0.11823671924330358
504,2412.0,28.981366666666673,0.43742,2.73e+20,0.8,-999/-999,4067.6,4.9343300000000006e-14,1.5110699999999998e-14,3.27604e-14,1.6433700000000005e-14,-999.0,7.959650000000002e-14,3.06438e-14,-999.0,0.0,-5.92086e-11,1.59632e-13,5.0,12674262.0,28.98274527611359,0.4377018141560372,18.935302734375,1.0,0.02508815265282762,,,
505,2413.0,28.9401125,0.5898227777777778,2.64e+20,0.8,-999/-999,4007.1,5.05172e-14,1.5063399999999995e-14,2.9705700000000005e-14,1.62343e-14,-999.0,6.534439999999998e-14,2.81353e-14,-999.0,3.31228e-14,2.4687200000000002e-14,-999.0,5.0,12431116.0,28.940973810224317,0.5900854754063939,20.58504676818848,0.6808726980799134,0.016426094753452154,12431213,0.007698965334541327,0.31912730192008665
506,2414.0,28.88998749999999,0.5798630555555555,2.66e+20,0.8,-999/-999,4062.4,5.03037e-14,1.50733e-14,2.22022e-14,1.3170400000000001e-14,-999.0,4.87448e-14,2.3380500000000002e-14,-999.0,7.41237e-14,3.555350000000001e-14,-999.0,5.0,12429984.0,28.890576526109015,0.5798251433602866,20.56194877624512,1.0,0.01710857659732559,,,
507,2419.0,16.99867499999999,0.9252677777777776,2.55e+20,0.8,-999/-999,12444.4,1.85108e-14,5.59691e-15,1.80601e-14,7.40773e-15,-999.0,1.06597e-14,6.955509999999999e-15,-999.0,1.62277e-14,1.05887e-14,-999.0,5.0,9497415.0,17.000298238380573,0.9255826616361268,20.462966918945312,0.7778160400293377,0.014678625441216642,9497257,0.004192964608100154,0.22218395997066243
508,2421.0,16.84407083333332,-0.3157902777777778,3.53e+20,0.8,-999/-999,1544.7,1.79658e-13,3.24599e-14,0.0,-5.94263e-11,4.36775e-13,3.64741e-13,7.44873e-14,-999.0,1.37393e-13,5.6100699999999996e-14,-999.0,5.0,8829510.0,16.844491308928095,-0.3156412751341011,23.169330596923828,1.0,0.007156186086357584,,,
509,2422.0,16.770295833333336,-0.3878025000000001,3.69e+20,0.8,-999/-999,3656.2,1.0021e-13,2.41196e-14,1.3866500000000002e-13,3.92595e-14,-999.0,6.33323e-14,3.0124099999999996e-14,-999.0,7.62398e-14,-9.16173e-11,6.29667e-13,5.0,8820847.0,16.771216803773395,-0.3863117119520374,22.62957000732422,0.35401360566912,0.005400059441910268,8820661;8820672,0.005166741691707482;0.004687017802814462,0.33871791144493263;0.30726848288594744
510,2423.0,16.730216666666678,-0.4201208333333333,3.7e+20,0.8,-999/-999,2975.7,9.81803e-14,2.55456e-14,9.05981e-14,3.41282e-14,-999.0,4.13535e-14,2.6713e-14,-999.0,1.24425e-13,5.69246e-14,-999.0,5.0,8816942.0,16.731331009875714,-0.41870325300089306,20.73525047302246,1.0,0.01142143267532853,,,
511,2424.0,-30.037041666666713,0.29364416666666665,3.98e+20,0.8,-999/-999,5782.4,2.07798e-14,8.73581e-15,7.764069999999998e-15,7.27197e-15,-999.0,3.1333e-14,1.69278e-14,-999.0,1.5670699999999998e-14,1.46774e-14,-999.0,5.0,3180098.0,-30.03814330298837,0.29287510818935697,21.27505874633789,0.28709868642006725,0.011345457358146231,3179954;3179713;3179784;3180004;3180011;3180029,0.0057468887788383535;0.003701125442642934;0.005413564580402884;0.0037754801373169047;0.005123533756885908;0.004411571916165401,0.14542597687540926;0.09365759522208418;0.13699115256626557;0.0955391531440074;0.129651874313788;0.11163556145837845
512,2425.0,-29.969358333333393,0.2471525,4e+20,0.8,-999/-999,6044.8,5.2132500000000005e-14,1.3040299999999999e-14,4.87219e-14,1.82808e-14,-999.0,5.45669e-14,2.25178e-14,-999.0,1.63676e-14,1.44297e-14,-999.0,5.0,3174183.0,-29.96980263958073,0.24733586563094345,19.48402214050293,0.8609256498643081,0.0298550384926907,3173868,0.004822797505570243,0.1390743501356919
513,2428.0,38.30667083333333,0.9254041666666666,2.06e+20,0.8,-999/-999,9506.3,3.298259999999999e-14,7.10889e-15,2.43137e-14,8.04843e-15,-999.0,2.47125e-14,9.911750000000001e-15,-999.0,3.78125e-14,1.51659e-14,-999.0,5.0,14600746.0,38.30618859667682,0.9251054537861,19.988088607788086,1.0,0.023231193012180008,,,
514,2430.0,38.49950416666667,0.8268738888888889,2.07e+20,0.8,-999/-999,13133.9,2.6513999999999998e-14,6.3064599999999995e-15,1.7109e-14,6.6303e-15,-999.0,3.0414e-14,1.1021e-14,-999.0,1.99453e-14,1.0962899999999998e-14,-999.0,5.0,14589504.0,38.49822525284024,0.8254680076481469,22.71053123474121,1.0,0.004796179039605043,,,
515,2507.0,30.63919166666668,-0.11063333333333332,2.32e+20,0.8,-999/-999,4002.9,3.0113e-14,1.2186e-14,1.0475499999999999e-14,9.36152e-15,-999.0,3.139390000000001e-14,1.9581499999999998e-14,-999.0,4.79068e-14,2.98812e-14,-999.0,5.0,11575484.0,30.63828748161023,-0.11067508468137616,25.11090469360352,1.0,0.0025631273497318083,,,
516,2509.0,30.561224999999983,-0.2680272222222222,2.39e+20,0.8,-999/-999,3806.7,3.938880000000001e-14,1.49303e-14,1.3744999999999999e-14,1.17984e-14,-999.0,8.199450000000002e-14,3.4273800000000006e-14,-999.0,6.251519999999998e-14,-5.91768e-11,2.0655300000000005e-13,5.0,11554425.0,30.562823312890334,-0.268700152668504,23.195178985595703,0.5145386046397474,0.00501196042779676,11554626,0.004728728380783246,0.48546139536025257
517,2511.0,30.641674999999992,0.049438888888888886,2.27e+20,1.209,+0.17/-0.14,2913.2,4.80732e-13,3.9158e-14,3.82867e-13,5.79203e-14,-999.0,9.65824e-13,1.0694400000000001e-13,-999.0,4.36036e-13,8.427710000000001e-14,-999.0,5.0,12790250.0,30.642986047829503,0.05053775548848928,18.179929733276367,1.0,0.023565617736262125,,,
