,ID,RA,DEC,countrates_0.3-10keV(ph.s-1),countrates_error_0.3-10keV(ph.s-1),exposure_time(s),countrates_0.3-1keV(ph.s-1),countrates_error_0.3-1keV(ph.s-1),upper_limit_0.3-1keV(ph.s-1),countrates_1-2keV(ph.s-1),countrates_error_1-2keV(ph.s-1),upper_limit_1-2keV(ph.s-1),countrates_2-10keV(ph.s-1),countrates_error_2-10keV(ph.s-1),upper_limit_2-10keV(ph.s-1)
1363,1775,324.08018749999997,0.69202,0.002467,0.00047000000000000004,16865.3,0.0008582,0.0002761,-999.0,0.0009652999999999999,0.00029380000000000004,-999.0,0.0006436,0.00024090000000000003,-999.0
1364,1776,324.09746666666666,0.5840463888888889,0.000788,0.00029,17021.3,0.00029560000000000003,0.0001776,-999.0,0.0004926,0.00023080000000000003,-999.0,0.0002055,-0.2897,0.8279
1365,1777,324.26289583333335,0.6059238888888888,0.001857,0.00041,17502.4,0.0009777000000000002,0.0003018,-999.0,0.0006843,0.00025059999999999997,-999.0,0.0001955,0.0001367,-999.0
1366,1778,324.2510291666666,0.5904488888888889,0.0017640000000000002,0.0004,17212.8,0.0005427,0.00022,-999.0,0.000407,0.0001933,-999.0,0.0008141,0.0002667,-999.0
1367,1779,324.2796625,0.6800841666666666,0.0007128999999999999,0.00026000000000000003,17812.9,8.915e-05,9.043e-05,-999.0,0.0003565,0.0001865,-999.0,0.0002674,0.00015830000000000003,-999.0
1368,1780,324.17335833333334,0.5399202777777777,0.001224,0.00036,13303.2,0.00015309999999999998,-0.3596,1.101,0.000204,0.0001494,-999.0,0.0010199999999999999,0.00032599999999999996,-999.0
1369,1781,324.131375,0.5307527777777779,0.01335,0.001,13352.9,0.0037869999999999996,0.0005417000000000001,-999.0,0.004869,0.0006082999999999999,-999.0,0.0046890000000000005,0.0006,-999.0
1370,1782,324.1152208333333,0.5232952777777778,0.002034,0.00045999999999999996,12378.9,0.001454,0.0003881,-999.0,0.0005813,0.0002444,-999.0,0.0007145,-0.4595,0.9454
1371,1783,324.3086375,0.590175,0.0008988999999999999,0.00031,17245.4,0.0001123,0.00011159999999999999,-999.0,0.00044950000000000003,0.000217,-999.0,0.00033710000000000006,0.00019219999999999998,-999.0
1372,1784,324.1404416666667,0.5069180555555556,0.00447,0.0007099999999999999,7631.7,0.00044699999999999997,0.0002185,-999.0,0.002235,0.0004915,-999.0,0.0017879999999999999,0.0004369,-999.0
1373,1785,334.7731041666666,-1.0119488888888888,0.002097,0.0006900000000000001,6591.6,0.0005245,0.00034500000000000004,-999.0,0.001049,0.0004875,-999.0,0.0005245,0.00034500000000000004,-999.0
1374,1786,334.77842083333326,-1.1024141666666667,0.001693,0.00063,6493.0,0.001693,0.00063,-999.0,0.0008467,-0.6294,0.7342,0.00042330000000000004,-0.6294,0.7342
1375,1787,334.87794166666663,-0.9710275,0.005601,0.0011,4418.1,0.002489,0.000715,-999.0,0.002489,0.000715,-999.0,0.0006223,0.0003685,-999.0
1376,1788,334.7588458333333,-1.1910313888888888,0.001871,0.0006799999999999999,6870.3,0.001871,0.0006799999999999999,-999.0,0.0008317,-0.6793,0.734,0.0002079,-0.6793,0.734
1377,1789,334.9075958333333,-0.9924930555555556,0.007019,0.0013,4234.7,0.001755,0.000637,-999.0,0.0026320000000000002,0.00078,-999.0,0.0026320000000000002,0.00078,-999.0
1378,1790,334.6235583333333,-1.1228080555555555,0.00424,0.001,6553.9,0.00424,0.001,-999.0,0.00159,-0.999,0.4406,0.00159,-0.999,0.4406
1379,1791,334.61285833333335,-1.1466666666666667,0.002097,0.0007599999999999999,6822.8,0.002097,0.0007599999999999999,-999.0,0.0007866,-0.7592,1.3230000000000002,0.0007866,-0.7592,1.3230000000000002
1380,1793,18.249474999999997,-0.25342694444444447,0.001501,0.00045999999999999996,9980.0,0.0008577,0.0003513,-999.0,0.00042889999999999996,0.00024249999999999999,-999.0,0.0002144,0.0001756,-999.0
1381,1794,18.2266375,-0.3336247222222222,0.001391,0.00045,9065.0,0.00019869999999999998,0.0001742,-999.0,0.0007949,0.0003411,-999.0,0.0003975,0.0002395,-999.0
1382,1795,18.278229166666666,-0.25338333333333335,0.0018579999999999998,0.0005,9940.5,0.00046449999999999996,0.0002466,-999.0,0.0006194,0.0002877,-999.0,0.0007744,0.00032189999999999996,-999.0
1383,1796,18.23879583333333,-0.3448383333333333,0.0022660000000000002,0.00056,9292.3,0.0002832,0.000202,-999.0,0.0016989999999999998,0.00048660000000000006,-999.0,0.0002832,0.000202,-999.0
1384,1797,18.12617083333333,-0.24137833333333333,0.0011070000000000001,0.00039,11189.7,0.000692,0.00030869999999999997,-999.0,0.0004152,0.0002383,-999.0,0.0001383,-0.3896,0.826
1385,1798,18.094862499999998,-0.2756461111111111,0.0011539999999999999,0.00041,10536.0,0.0007215,-0.4096,2.206,0.00043289999999999995,-0.4096,2.206,0.0011539999999999999,0.00041,-999.0
1386,1799,18.092399999999998,-0.2440788888888889,0.001029,0.00039,10481.6,0.000147,0.00014419999999999998,-999.0,0.000147,0.00014419999999999998,-999.0,0.0007355,0.0003259,-999.0
1387,1800,18.178949999999997,-0.39578222222222226,0.001995,0.00054,9086.6,0.00024940000000000004,0.0001916,-999.0,0.0009976000000000002,0.0003832,-999.0,0.0007481,0.000331,-999.0
1388,1801,18.279658333333334,-0.3906744444444445,0.003739,0.0007099999999999999,9367.2,0.001979,0.0005352,-999.0,0.001759,0.0005025,-999.0,0.001402,-0.7093,0.3888
1389,1802,18.227129166666664,-0.13374444444444444,0.001376,0.00045999999999999996,9659.0,0.0011,0.000414,-999.0,0.0002751,0.0002037,-999.0,0.0005158,-0.4595,1.3230000000000002
1390,1803,18.372537499999996,-0.3319863888888889,0.0030329999999999997,0.00067,9282.3,0.001213,0.00040810000000000005,-999.0,0.0009097000000000002,0.00035329999999999997,-999.0,0.0009097000000000002,0.00035329999999999997,-999.0
1391,1804,18.361083333333333,-0.4330902777777778,0.004607,0.0009199999999999999,6306.4,0.0007678,0.0003614,-999.0,0.002303,0.0006309,-999.0,0.001536,0.0005126,-999.0
1392,1805,18.214299999999994,-0.48908222222222225,0.0026620000000000003,0.00072,7233.3,0.001521,0.0005262,-999.0,0.0013310000000000002,-0.7193,0.9435,0.001141,0.0004542,-999.0
1393,1817,41.56074583333333,1.2446919444444444,0.0127,0.0008300000000000001,16287.4,0.005324000000000001,0.0005316,-999.0,0.005188,0.0005316,-999.0,0.002184,0.0003451,-999.0
1394,1818,41.61994166666666,1.2133430555555555,0.0005737,0.00021,22363.3,0.0003188,0.0001575,-999.0,0.00012749999999999998,9.75e-05,-999.0,0.00012749999999999998,9.75e-05,-999.0
1395,1819,41.61760833333333,1.304387777777778,0.0009289999999999999,0.00025,22531.8,0.00011619999999999999,9.028e-05,-999.0,0.0002065,-0.2497,0.8264,0.0008131999999999999,0.00023609999999999997,-999.0
1396,1820,41.66470833333333,1.3026008333333334,0.0008374000000000001,0.00025,22350.3,0.000533,0.0002035,-999.0,0.00015230000000000002,0.0001047,-999.0,0.00015230000000000002,0.0001047,-999.0
1397,1821,41.655699999999996,1.3128222222222223,0.0005846,0.00022,22146.5,0.00023380000000000002,0.00013619999999999998,-999.0,0.00023380000000000002,0.00013619999999999998,-999.0,0.00011690000000000001,9.952e-05,-999.0
1398,1822,41.69120416666666,1.1769808333333334,0.0008449999999999999,0.00026000000000000003,22585.3,8.45e-05,8.244e-05,-999.0,0.00042259999999999997,0.0001839,-999.0,0.00033810000000000003,0.0001649,-999.0
1399,1823,41.666549999999994,1.3356308333333333,0.001056,0.00028,22070.9,0.0001409,0.00010229999999999999,-999.0,0.0005632999999999999,0.00020459999999999999,-999.0,0.00035210000000000005,0.0001615,-999.0
1400,1824,41.653008333333325,1.0785974999999999,0.0006163,0.00022999999999999998,22092.3,0.00020540000000000003,0.0001314,-999.0,0.00020540000000000003,0.0001314,-999.0,0.00020540000000000003,0.0001314,-999.0
1401,1825,41.73654166666666,1.2799327777777778,0.0017530000000000002,0.00036,22118.7,0.0008763999999999999,0.00025529999999999997,-999.0,0.0005478,0.0002029,-999.0,0.0003286,0.0001571,-999.0
1402,1826,41.54810416666666,1.390006111111111,0.03514,0.0018,2823.7,0.01171,0.001029,-999.0,0.02343,0.0014789999999999998,-999.0,0.006589,-1.798,1.101
1403,1827,41.75225416666666,1.1714011111111111,0.0013369999999999999,0.00033999999999999997,20542.8,0.00036439999999999997,0.00018,-999.0,0.0006074,0.0002333,-999.0,0.00036439999999999997,0.00018,-999.0
1404,1828,41.75651666666666,1.1455644444444444,0.006792,0.00072,21132.6,0.002491,0.00043860000000000004,-999.0,0.00283,0.00046339999999999993,-999.0,0.001471,0.0003393,-999.0
1405,1829,41.75227083333333,1.1118791666666668,0.0017230000000000001,0.0004,19286.1,0.00017230000000000001,0.0001236,-999.0,0.0006894000000000001,0.0002545,-999.0,0.0008617000000000001,0.0002836,-999.0
1406,1830,41.76463749999999,1.094058611111111,0.00218,0.00045999999999999996,20005.4,0.0009339000000000001,0.00030439999999999997,-999.0,0.0006228,0.0002503,-999.0,0.0006228,0.0002503,-999.0
1407,1831,41.81059583333332,1.2858344444444443,0.0022199999999999998,0.00049,16216.2,0.0005549,0.00024130000000000004,-999.0,0.0005549,0.00024130000000000004,-999.0,0.0011099999999999999,0.0003437,-999.0
1408,1832,16.903604166666664,-0.3175427777777778,0.01277,0.0033,1493.7,0.005109000000000001,0.0021,-999.0,0.005109000000000001,0.0021,-999.0,0.002554,0.0015,-999.0
1409,1849,58.36489999999999,0.07678138888888889,0.00012509999999999998,3.7e-05,259521.0,3.574e-05,2e-05,-999.0,3.574e-05,2e-05,-999.0,5.361e-05,2.4e-05,-999.0
1410,1888,58.324570833333325,-0.13444638888888888,0.00013000000000000002,3.9e-05,258429.0,4.874e-05,2.388e-05,-999.0,2.437e-05,1.671e-05,-999.0,5.686e-05,2.547e-05,-999.0
1411,1935,38.229008333333326,0.4386830555555556,0.0017640000000000002,0.00042,15354.2,0.0009408,0.0003011,-999.0,0.000588,0.00023769999999999998,-999.0,0.0002351,0.0001506,-999.0
1412,1936,38.17498333333333,0.5068197222222223,0.0007469999999999999,0.00029,15693.0,0.00037349999999999997,0.00020209999999999998,-999.0,0.00037349999999999997,0.00020209999999999998,-999.0,9.96e-05,-0.2897,1.101
1413,1937,38.1212125,0.43028222222222223,0.001276,0.00036,16143.9,0.0006376,0.000256,-999.0,0.0005313,0.00023199999999999997,-999.0,0.0001062,0.00010400000000000001,-999.0
1414,1938,38.25515833333332,0.42175972222222224,0.005767,0.00072,15350.8,0.0031579999999999998,0.0005336000000000001,-999.0,0.0021969999999999997,0.00044889999999999996,-999.0,0.000412,0.00019480000000000002,-999.0
1415,1939,38.11797499999999,0.46072805555555557,0.0009156,0.00031,16044.3,0.0004577,0.00021779999999999998,-999.0,0.0004578,0.00021779999999999998,-999.0,6.54e-05,-0.3097,0.8258
1416,1940,38.17363749999999,0.37480305555555554,0.0008891,0.00031,15373.3,0.0003952,0.0002041,-999.0,0.0001976,0.0001437,-999.0,0.0002964,0.0001815,-999.0
1417,1941,38.19809999999999,0.3664941666666666,0.0007555,0.00029,15730.9,0.0001511,0.0001273,-999.0,0.0001511,0.0001273,-999.0,0.0004533,0.0002263,-999.0
1418,1942,38.15648333333333,0.5364497222222222,0.0007831,0.00029,15881.5,0.00019580000000000002,0.0001422,-999.0,0.00039150000000000003,0.00020469999999999996,-999.0,0.00019580000000000002,0.0001422,-999.0
1419,1943,38.18529583333333,0.5638425,0.00108,0.00033999999999999997,15758.8,0.00043230000000000005,0.0002147,-999.0,0.00043230000000000005,0.0002147,-999.0,0.0002161,0.0001551,-999.0
1420,1944,38.061608333333325,0.4831561111111111,0.003831,0.00063,9353.3,0.0006967000000000001,0.00027719999999999996,-999.0,0.001045,0.0003402,-999.0,0.00209,0.0004851,-999.0
1421,1945,38.31107916666666,0.56506,0.0008288999999999999,0.00032,15922.3,0.0003685,0.00021519999999999997,-999.0,0.0002764,0.0001821,-999.0,0.00018419999999999998,0.000149,-999.0
1422,1946,38.35560833333333,0.4882547222222222,0.004141,0.00067,15662.2,0.001534,0.00040869999999999996,-999.0,0.001534,0.00040869999999999996,-999.0,0.001074,0.00034169999999999996,-999.0
1423,1947,38.327320833333324,0.35710138888888887,0.001366,0.0004,15665.8,0.001062,0.0003525,-999.0,0.0003036,0.0001898,-999.0,0.0003543,-0.3996,0.732
1424,1948,38.19287083333333,0.27945277777777777,0.00135,0.0004,14773.3,0.0007499,0.0002984,-999.0,0.0004499,0.0002286,-999.0,0.00015,0.00013330000000000001,-999.0
1425,1949,38.328537499999996,0.33277999999999996,0.000868,0.00033999999999999997,15859.9,0.00037200000000000004,0.0002245,-999.0,0.00037200000000000004,0.0002245,-999.0,0.000124,0.0001283,-999.0
1426,1950,38.25987916666666,0.27699416666666665,0.0035789999999999997,0.00063,14542.4,0.0001989,0.0001459,-999.0,0.001392,0.0003913,-999.0,0.001989,0.0004708,-999.0
1427,1951,38.36792083333332,0.3825444444444444,0.0016300000000000002,0.00045,15515.5,0.0006792,0.0002875,-999.0,0.00040750000000000004,0.000225,-999.0,0.0005433,0.0002625,-999.0
1428,1952,38.01839583333333,0.5511805555555556,0.1504,0.0044,1282.9,0.09401,0.0035039999999999997,-999.0,0.037610000000000005,0.0022,-999.0,0.0188,0.0015480000000000001,-999.0
1429,1953,38.28655833333333,0.2630761111111111,0.006684000000000001,0.00091,9703.0,0.004627,0.000715,-999.0,0.0020559999999999997,0.0004875,-999.0,0.0008357000000000001,-0.9091,0.5086
1430,1954,38.39155833333332,0.5336383333333333,0.001786,0.0005,14892.6,0.0002551,0.0001905,-999.0,0.0005101,0.0002698,-999.0,0.0010199999999999999,0.000381,-999.0
1431,1955,38.394616666666664,0.5490511111111112,0.0014990000000000001,0.00047999999999999996,13847.8,0.0014990000000000001,0.00047999999999999996,-999.0,0.0004282,-0.4795,0.6616,0.0008564,-0.4795,0.6616
1432,1956,38.400791666666656,0.5521066666666667,0.001691,0.0005200000000000001,13232.9,0.001449,0.0004784,-999.0,0.00048310000000000003,-0.5195,0.9454,0.00024150000000000002,0.00019409999999999997,-999.0
1433,1957,38.35494583333333,0.26370333333333335,0.01455,0.0016,4512.4,0.002079,0.0006052000000000001,-999.0,0.004158,0.0008347999999999999,-999.0,0.008316,0.001183,-999.0
1434,2199,39.56447916666666,-1.3069405555555555,0.00027,6.4e-05,135960.0,5.4e-05,2.885e-05,-999.0,6.75e-05,3.245e-05,-999.0,0.0001485,4.777e-05,-999.0
1435,2200,39.53990833333333,-1.300531388888889,0.0002037,5.7e-05,142395.0,8.336e-05,3.664e-05,-999.0,2.778e-05,2.117e-05,-999.0,9.261e-05,3.827e-05,-999.0
1436,2201,39.54581666666666,-1.3176688888888888,0.00041260000000000005,7.4e-05,134236.0,5.894e-05,2.775e-05,-999.0,0.0001965,5.139e-05,-999.0,0.00015719999999999997,4.625e-05,-999.0
1437,2202,39.51476666666666,-1.2757138888888888,0.0004203,7.1e-05,159090.0,0.00013680000000000002,4.045e-05,-999.0,0.00014659999999999999,4.21e-05,-999.0,0.00013680000000000002,4.045e-05,-999.0
1438,2203,39.522570833333326,-1.2586372222222222,0.0004146,7.1e-05,156136.0,5.056e-05,2.477e-05,-999.0,0.0001921,4.788e-05,-999.0,0.0001719,4.541e-05,-999.0
1439,2204,39.569558333333326,-1.3507366666666667,0.000755,9.2e-05,149983.0,8.825e-05,3.22e-05,-999.0,0.0003138,6.072e-05,-999.0,0.00035299999999999996,6.44e-05,-999.0
1440,2205,39.58723333333333,-1.3483977777777778,0.0003887,7e-05,152220.0,0.0001196,3.826e-05,-999.0,0.0001495,4.314e-05,-999.0,0.0001196,3.826e-05,-999.0
1441,2206,39.5447375,-1.3792952777777778,0.0002816,6.1e-05,157708.0,1.942e-05,1.632e-05,-999.0,8.737e-05,3.437e-05,-999.0,0.00017480000000000002,4.811e-05,-999.0
1442,2207,39.55547083333333,-1.3777636111111111,0.00023799999999999998,5.9e-05,150815.0,3.399e-05,2.269e-05,-999.0,5.098e-05,2.723e-05,-999.0,0.000153,4.765e-05,-999.0
1443,2208,39.54747083333333,-1.3962925,0.00019240000000000001,5.5e-05,158454.0,6.123e-05,3.106e-05,-999.0,6.123e-05,3.106e-05,-999.0,6.997e-05,3.365e-05,-999.0
1444,2005,39.540770833333326,-1.200083888888889,0.00023530000000000003,6e-05,146528.0,6.14e-05,3.064e-05,-999.0,6.14e-05,3.064e-05,-999.0,0.00011259999999999999,4.149e-05,-999.0
1445,2211,39.48739166666666,-1.3783750000000001,0.0004471,7.7e-05,139657.0,0.0001405,4.492e-05,-999.0,0.0001916,5.262e-05,-999.0,0.00011499999999999999,4.043e-05,-999.0
1446,2212,39.655249999999995,-1.336151111111111,0.00021869999999999998,5.7e-05,159614.0,6.875e-05,-0.05694,0.3008,4.97e-05,2.749e-05,-999.0,0.000169,5.029e-05,-999.0
1447,2213,39.65925416666666,-1.2560072222222223,0.00045549999999999996,7.5e-05,159379.0,0.0001889,4.687e-05,-999.0,0.0001111,3.625e-05,-999.0,0.00015549999999999999,4.25e-05,-999.0
1448,2009,39.47609166666666,-1.2224972222222223,0.0002965,6.4e-05,157930.0,0.0001026,3.745e-05,-999.0,0.0001255,4.153e-05,-999.0,6.845e-05,3.064e-05,-999.0
1449,2215,39.63679166666666,-1.380155,0.0003125,6.6e-05,159420.0,2.084e-05,1.716e-05,-999.0,5.209e-05,2.706e-05,-999.0,0.0002396,5.742e-05,-999.0
1450,2216,39.673087499999994,-1.3117261111111111,0.0003215,6.6e-05,160077.0,2.679e-05,1.928e-05,-999.0,4.018e-05,2.373e-05,-999.0,0.0002545,5.858e-05,-999.0
1451,2219,39.67923333333333,-1.30668,0.000323,6.6e-05,160312.0,0.0001146,4.026e-05,-999.0,9.378e-05,3.63e-05,-999.0,0.0001146,4.026e-05,-999.0
1452,2218,39.60494583333333,-1.4084383333333332,0.0002802,6.4e-05,153245.0,0.0001911,5.321e-05,-999.0,7.644e-05,3.38e-05,-999.0,1.274e-05,1.366e-05,-999.0
1453,2217,39.630445833333326,-1.2063972222222221,0.00019350000000000001,5.7e-05,146546.0,3.224e-05,2.313e-05,-999.0,1.612e-05,1.652e-05,-999.0,0.000145,4.957e-05,-999.0
1454,2223,39.67134166666666,-1.2418730555555557,0.00032669999999999997,6.7e-05,159009.0,0.0001239,4.128e-05,-999.0,9.011e-05,3.519e-05,-999.0,0.0001127,3.925e-05,-999.0
1455,2220,39.66430833333333,-1.3664005555555556,0.002534,0.00015,159736.0,0.0009835,9.167e-05,-999.0,0.0009238999999999999,9.167e-05,-999.0,0.0006261,7.5e-05,-999.0
1456,2221,39.683412499999996,-1.2893849999999998,0.00020580000000000002,5.7e-05,160053.0,0.0001574,4.95e-05,-999.0,2.421e-05,1.95e-05,-999.0,2.421e-05,1.95e-05,-999.0
1457,2018,39.59729999999999,-1.175101388888889,0.00027489999999999996,6.3e-05,156358.0,0.0001145,4.04e-05,-999.0,0.00010309999999999999,3.835e-05,-999.0,5.726e-05,2.876e-05,-999.0
1458,2225,39.64351666666666,-1.193331388888889,0.0006922,9.1e-05,153184.0,0.00020659999999999998,5.014e-05,-999.0,0.000279,5.757e-05,-999.0,0.00020659999999999998,5.014e-05,-999.0
1459,2020,39.571949999999994,-1.169288888888889,0.0002096,5.8e-05,156066.0,5.241e-05,2.9e-05,-999.0,8.388e-05,3.66e-05,-999.0,7.335e-05,3.452e-05,-999.0
1460,2021,39.43567916666666,-1.3550119444444446,0.0002,5.7e-05,159542.0,3.001e-05,2.198e-05,-999.0,0.0001,4.052e-05,-999.0,7e-05,3.365e-05,-999.0
1461,2227,39.6832,-1.3495352777777776,0.0003234,6.7e-05,160113.0,8.389e-05,3.42e-05,-999.0,8.389e-05,3.42e-05,-999.0,0.0001557,4.676e-05,-999.0
1462,2228,39.63845416666666,-1.4078116666666667,0.0002816,6.4e-05,160013.0,5.28e-05,2.768e-05,-999.0,0.0001584,4.843e-05,-999.0,7.04e-05,3.2e-05,-999.0
1463,2024,39.49228333333333,-1.1754916666666668,0.00022789999999999998,5.9e-05,149880.0,0.0001302,4.465e-05,-999.0,1.628e-05,1.595e-05,-999.0,8.14e-05,3.508e-05,-999.0
1464,2025,39.416687499999995,-1.2572405555555555,0.000359,7.2e-05,159050.0,0.0001274,4.464e-05,-999.0,0.0001505,4.896e-05,-999.0,8.104e-05,3.6e-05,-999.0
1465,2231,39.43608749999999,-1.3872166666666665,0.001407,0.00011999999999999999,159623.0,0.0005377000000000001,7.371e-05,-999.0,0.0004136,6.514e-05,-999.0,0.000455,6.857e-05,-999.0
1466,2232,39.705837499999994,-1.322186388888889,0.0005219,8.2e-05,158571.0,6.365e-05,2.938e-05,-999.0,0.0002928,6.218e-05,-999.0,0.0001655,4.715e-05,-999.0
1467,2233,39.41952083333333,-1.362308888888889,0.0001598,5.3e-05,160029.0,6.144e-05,3.274e-05,-999.0,1.228e-05,1.481e-05,-999.0,8.601e-05,3.897e-05,-999.0
1468,2234,39.68022499999999,-1.2092655555555556,0.0001964,5.8e-05,157679.0,0.0001419,4.941e-05,-999.0,4.365e-05,2.721e-05,-999.0,1.091e-05,1.36e-05,-999.0
1469,2235,39.41505833333333,-1.3585844444444446,0.00015959999999999998,5.4e-05,160228.0,5.631e-05,3.185e-05,-999.0,6.57e-05,3.462e-05,-999.0,3.754e-05,2.631e-05,-999.0
1470,2031,39.6173,-1.1601869444444444,0.0001835,5.8e-05,141585.0,6.551e-05,3.48e-05,-999.0,2.621e-05,2.175e-05,-999.0,9.175e-05,4.133e-05,-999.0
1471,2032,39.43455833333333,-1.1993936111111112,0.0002234,6.1e-05,142865.0,3.351e-05,2.336e-05,-999.0,4.468e-05,2.726e-05,-999.0,0.0001452,4.867e-05,-999.0
1472,2237,39.538866666666664,-1.1413933333333333,0.0003477,6.8e-05,147511.0,3.162e-05,2.033e-05,-999.0,4.742e-05,2.524e-05,-999.0,0.00026869999999999997,6.029e-05,-999.0
1473,2239,39.49496666666666,-1.1530775,0.0003045,6.6e-05,143168.0,0.0001171,4.114e-05,-999.0,9.37e-05,3.6e-05,-999.0,9.37e-05,3.6e-05,-999.0
1474,2238,39.681887499999995,-1.3980372222222222,0.0001797,5.6e-05,158698.0,1.123e-05,1.382e-05,-999.0,7.86e-05,3.709e-05,-999.0,8.984e-05,4e-05,-999.0
1475,2240,39.4304375,-1.4031572222222222,0.0002556,6.3e-05,158980.0,5.382e-05,2.925e-05,-999.0,8.075e-05,3.525e-05,-999.0,0.00012109999999999999,4.35e-05,-999.0
1476,2037,39.3906,-1.2794294444444443,0.0003633,7.3e-05,150974.0,0.00012109999999999999,4.194e-05,-999.0,0.000173,5.048e-05,-999.0,6.921e-05,3.184e-05,-999.0
1477,2242,39.45786249999999,-1.4344066666666666,0.0001673,5.6e-05,158676.0,7.875e-05,3.802e-05,-999.0,4.921e-05,3.042e-05,-999.0,3.937e-05,2.696e-05,-999.0
1478,2243,39.456604166666665,-1.1619163888888888,0.00030060000000000004,6.7e-05,137383.0,2.147e-05,1.813e-05,-999.0,8.587e-05,3.626e-05,-999.0,0.0001932,5.36e-05,-999.0
1479,2244,39.39263333333333,-1.3426958333333332,0.00017380000000000002,5.5e-05,158403.0,7.9e-05,3.723e-05,-999.0,1.58e-05,1.692e-05,-999.0,7.9e-05,3.723e-05,-999.0
1480,2246,39.48959166666666,-1.4585424999999999,0.0007436,9.7e-05,142161.0,0.0002124,5.026e-05,-999.0,0.000354,6.525e-05,-999.0,0.0001771,4.585e-05,-999.0
1481,2247,39.70114999999999,-1.3943391666666667,0.0001751,5.6e-05,157250.0,8.238e-05,3.824e-05,-999.0,6.177e-05,3.346e-05,-999.0,3.09e-05,2.39e-05,-999.0
1482,2251,39.381474999999995,-1.2950249999999999,0.0006343,8.9e-05,150366.0,0.0002499,5.562e-05,-999.0,0.0002499,5.562e-05,-999.0,0.0001346,4.079e-05,-999.0
1483,2248,39.691741666666665,-1.4040527777777776,0.0002073,5.9e-05,158139.0,0.00014350000000000002,4.903e-05,-999.0,4.784e-05,2.825e-05,-999.0,1.595e-05,1.662e-05,-999.0
1484,2249,39.38710833333333,-1.3392327777777777,0.001003,0.00011,153980.0,0.0001871,4.738e-05,-999.0,0.0003875,6.854e-05,-999.0,0.0004276,7.192e-05,-999.0
1485,2046,39.38520416666666,-1.3282802777777778,0.00017749999999999998,5.7e-05,151780.0,1.268e-05,1.555e-05,-999.0,5.072e-05,3.035e-05,-999.0,0.0001141,4.59e-05,-999.0
1486,2250,39.45856666666666,-1.4443425,0.0009013,0.0001,158549.0,0.0003167,5.769e-05,-999.0,0.0003411,6e-05,-999.0,0.00024359999999999999,5.077e-05,-999.0
1487,2252,39.726587499999994,-1.2512002777777778,0.0001795,5.8e-05,149759.0,2.564e-05,2.203e-05,-999.0,6.408e-05,3.451e-05,-999.0,8.973e-05,4.111e-05,-999.0
1488,2254,39.49795416666666,-1.4691197222222223,0.0003208,7.2e-05,144039.0,4.376e-05,2.736e-05,-999.0,0.00014580000000000002,5.04e-05,-999.0,0.00013130000000000002,4.752e-05,-999.0
1489,2257,39.63929583333333,-1.1360416666666666,0.001192,0.00013000000000000002,137450.0,0.0001727,4.94e-05,-999.0,0.000361,7.193e-05,-999.0,0.0006591,9.533e-05,-999.0
1490,2255,39.37515,-1.287541111111111,0.00019930000000000002,5.9e-05,143890.0,8.307e-05,3.831e-05,-999.0,4.982e-05,2.912e-05,-999.0,6.643e-05,3.371e-05,-999.0
1491,2256,39.57666249999999,-1.4830072222222224,0.001577,0.00013000000000000002,149689.0,0.0007028,8.667e-05,-999.0,0.0006171,8.233e-05,-999.0,0.0002571,5.287e-05,-999.0
1492,2258,39.68062916666666,-1.1641247222222222,0.0003404,7.5e-05,144419.0,5.375e-05,3.015e-05,-999.0,0.0001075,4.175e-05,-999.0,0.0001792,5.412e-05,-999.0
1493,2259,39.56825416666666,-1.483133888888889,0.00031860000000000005,7e-05,148140.0,0.00015930000000000002,4.926e-05,-999.0,9.102e-05,3.716e-05,-999.0,6.826e-05,3.284e-05,-999.0
1494,2055,39.37170833333333,-1.3179425,0.0002056,6.1e-05,140390.0,0.0001028,4.27e-05,-999.0,1.713e-05,1.754e-05,-999.0,8.571e-05,3.889e-05,-999.0
1495,2261,39.545674999999996,-1.4906641666666667,0.0005531000000000001,8.6e-05,153195.0,0.0001901,5.088e-05,-999.0,0.0001383,4.3e-05,-999.0,0.0002247,5.518e-05,-999.0
1496,2057,39.37042083333333,-1.2539536111111111,0.0005837999999999999,9.1e-05,132967.0,4.865e-05,2.654e-05,-999.0,0.00024330000000000003,5.915e-05,-999.0,0.00029189999999999994,6.446e-05,-999.0
1497,2264,39.374445833333326,-1.351185,0.0002085,6e-05,140701.0,0.00011909999999999998,4.552e-05,-999.0,1.489e-05,1.586e-05,-999.0,7.448e-05,3.586e-05,-999.0
1498,2265,39.379412499999994,-1.2250916666666667,0.0005122999999999999,8.5e-05,131489.0,0.00025610000000000005,6.071e-05,-999.0,0.0001921,5.204e-05,-999.0,6.403e-05,3.036e-05,-999.0
1499,2268,39.646649999999994,-1.4744016666666668,0.0016530000000000002,0.00015,150700.0,0.0004276,7.417e-05,-999.0,0.0007269,0.0001,-999.0,0.0004989,8.083e-05,-999.0
1500,2061,39.40636249999999,-1.1783750000000002,0.0004832,8.7e-05,109855.0,3.451e-05,2.294e-05,-999.0,0.0001726,5.141e-05,-999.0,0.0002761,6.485e-05,-999.0
1501,2262,39.43385416666666,-1.4441058333333334,0.0004899,8.2e-05,158238.0,0.0002375,5.603e-05,-999.0,0.00010390000000000002,3.69e-05,-999.0,0.0001485,4.442e-05,-999.0
