RA;DEC;NH;ENERGY_SLOPE;ENERGY_SLOPE_ERROR;nufnu_5keV(erg.s-1.cm-2);nufnu_error_5keV(erg.s-1.cm-2);nufnu_0.5keV(erg.s-1.cm-2);nufnu_error_0.5keV(erg.s-1.cm-2);upper_limit_0.5keV(erg.s-1.cm-2);nufnu_1.5keV(erg.s-1.cm-2);nufnu_error_1.5keV(erg.s-1.cm-2);upper_limit_1.5keV(erg.s-1.cm-2);nufnu_4.5keV(erg.s-1.cm-2);nufnu_error_4.5keV(erg.s-1.cm-2);upper_limit_4.5keV(erg.s-1.cm-2)
02:31:14.447;-01:06:18.962;2.50E+20;0.8;-999/-999;1.75369e-14;6.18772e-15;9.25144e-15;5.54895e-15;-9.990E+02;1.64379e-14;-1.44826e-11;3.88938e-11;4.17161e-14;1.80307e-14;-9.990E+02
02:31:07.156;-01:12:56.160;2.53E+20;0.8;-999/-999;2.10001e-14;6.7986e-15;9.50337e-15;5.75614e-15;-9.990E+02;7.01741e-15;5.88557e-15;-9.990E+02;4.27686e-14;1.82579e-14;-9.990E+02
23:36:01.308;+00:09:29.235;3.62E+20;0.8;-999/-999;3.07916e-14;9.25002e-15;0;-1.5345e-11;2.15309e-11;6.15594e-14;1.97327e-14;-9.990E+02;1.32447e-14;1.10328e-14;-9.990E+02
23:36:10.676;+00:09:04.018;3.60E+20;0.8;-999/-999;3.917e-14;1.03409e-14;1.85741e-14;9.05441e-15;-9.990E+02;3.84033e-14;1.5433e-14;-9.990E+02;3.85466e-14;1.87904e-14;-9.990E+02
23:36:01.414;+00:10:41.218;3.62E+20;0.8;-999/-999;2.64018e-14;8.6229e-15;1.25254e-14;-1.43036e-11;2.86645e-11;6.03411e-14;1.97076e-14;-9.990E+02;2.59553e-14;-2.96401e-11;5.93989e-11
23:35:45.204;+00:03:23.583;3.64E+20;0.8;-999/-999;2.43792e-14;8.47152e-15;3.24112e-14;1.26359e-14;-9.990E+02;5.56969e-14;-1.93362e-11;4.73818e-11;1.67683e-14;1.30726e-14;-9.990E+02
23:36:26.878;+00:10:04.409;3.58E+20;0.8;-999/-999;1.84753e-14;7.67193e-15;2.45112e-14;-1.2706e-11;2.85527e-11;7.04481e-15;7.14151e-15;-9.990E+02;5.30785e-14;2.42815e-14;-9.990E+02
23:36:24.075;+00:02:44.123;3.59E+20;0.616;+0.26/-0.20;1.74557e-13;2.37492e-14;6.59584e-14;1.73237e-14;-9.990E+02;1.17467e-13;2.75459e-14;-9.990E+02;1.66142e-13;3.92714e-14;-9.990E+02
23:36:35.113;+00:04:46.678;3.58E+20;0.8;-999/-999;2.01192e-14;8.14164e-15;1.33419e-14;8.49832e-15;-9.990E+02;9.20446e-15;8.27685e-15;-9.990E+02;2.77288e-14;1.76622e-14;-9.990E+02
23:35:34.041;+00:14:11.515;3.66E+20;0.8;-999/-999;3.26518e-14;1.00467e-14;2.17373e-14;1.05997e-14;-9.990E+02;2.98407e-14;1.45511e-14;-9.990E+02;2.24557e-14;1.55819e-14;-9.990E+02
23:36:19.644;-00:00:57.016;3.60E+20;0.8;-999/-999;3.78382e-14;1.11243e-14;2.78937e-14;1.24599e-14;-9.990E+02;4.804e-14;1.90763e-14;-9.990E+02;2.60628e-14;-3.8266e-11;3.95446e-11
23:35:22.691;+00:09:59.694;3.67E+20;0.8;-999/-999;2.61298e-14;9.10774e-15;1.4496e-14;8.76239e-15;-9.990E+02;1.98877e-14;1.20215e-14;-9.990E+02;2.99288e-14;1.80911e-14;-9.990E+02
23:36:06.647;-00:03:35.898;3.61E+20;0.8;-999/-999;3.6236e-14;1.09711e-14;1.00266e-14;7.36253e-15;-9.990E+02;4.14172e-14;1.76095e-14;-9.990E+02;4.15954e-14;2.16933e-14;-9.990E+02
02:27:39.812;-00:15:44.871;2.47E+20;0.8;-999/-999;2.51166e-14;6.7842e-15;1.44392e-14;6.39624e-15;-9.990E+02;3.21321e-14;1.17204e-14;-9.990E+02;8.15334e-15;7.22707e-15;-9.990E+02
02:27:52.126;-00:13:19.361;2.44E+20;0.8;-999/-999;1.34787e-14;5.1204e-15;5.32084e-15;4.04175e-15;-9.990E+02;1.18613e-14;7.50826e-15;-9.990E+02;1.80774e-14;1.14431e-14;-9.990E+02
02:27:29.075;-00:17:26.153;2.49E+20;0.8;-999/-999;2.91481e-14;7.24176e-15;1.77418e-14;7.09148e-15;-9.990E+02;3.15499e-14;1.1582e-14;-9.990E+02;1.60108e-14;1.02592e-14;-9.990E+02
02:27:39.850;-00:18:15.989;2.47E+20;0.8;-999/-999;1.33905e-14;5.12584e-15;7.05636e-15;4.60415e-15;-9.990E+02;5.23106e-15;4.91649e-15;-9.990E+02;2.39161e-14;1.28978e-14;-9.990E+02
02:27:47.670;-00:09:34.774;2.34E+20;0.8;-999/-999;2.02144e-14;6.15287e-15;1.81533e-14;7.29341e-15;-9.990E+02;6.7898e-15;5.45583e-15;-9.990E+02;2.07238e-14;1.19422e-14;-9.990E+02
02:27:12.620;-00:11:31.071;2.52E+20;0.8;-999/-999;3.2547e-14;7.70253e-15;2.57912e-14;8.62018e-15;-9.990E+02;2.72247e-14;1.07831e-14;-9.990E+02;1.65826e-14;1.04483e-14;-9.990E+02
02:27:57.784;-00:20:17.127;2.45E+20;0.8;-999/-999;1.62713e-14;5.87574e-15;7.34045e-15;4.98722e-15;-9.990E+02;1.6354e-14;9.04981e-15;-9.990E+02;1.6613e-14;1.12872e-14;-9.990E+02
02:28:09.954;-00:15:24.558;2.29E+20;0.8;-999/-999;1.4995e-14;5.5426e-15;1.0077e-14;5.6576e-15;-9.990E+02;1.00834e-14;6.83513e-15;-9.990E+02;1.5392e-14;1.04336e-14;-9.990E+02
02:28:04.982;-00:07:04.548;2.30E+20;0.8;-999/-999;1.43272e-14;5.54445e-15;9.63604e-15;-8.69077e-12;3.87511e-11;2.52915e-14;1.14535e-14;-9.990E+02;1.28673e-14;1.01646e-14;-9.990E+02
01:14:27.388;-01:16:33.732;4.68E+20;0.646;+0.26/-0.19;6.48977e-13;8.6504e-14;3.52924e-13;7.4657e-14;-9.990E+02;3.30727e-13;8.48394e-14;-9.990E+02;6.18332e-13;1.42216e-13;-9.990E+02
01:14:27.202;-01:16:33.922;4.68E+20;0.683;+0.29/-0.21;6.446e-13;9.58443e-14;3.59396e-13;8.58497e-14;-9.990E+02;3.69526e-13;1.01189e-13;-9.990E+02;6.18259e-13;1.62752e-13;-9.990E+02
02:25:08.082;+00:17:08.013;2.89E+20;0.652;+0.39/-0.26;1.0714e-13;2.04006e-14;2.90296e-14;1.2254e-14;-9.990E+02;9.83537e-14;2.63607e-14;-9.990E+02;1.02102e-13;3.53047e-14;-9.990E+02
02:25:34.656;+00:18:22.272;2.84E+20;0.8;-999/-999;4.79388e-14;1.28285e-14;4.19936e-14;1.5625e-14;-9.990E+02;2.0264e-14;1.29224e-14;-9.990E+02;4.61355e-14;2.414e-14;-9.990E+02
02:25:09.745;+00:19:05.284;2.90E+20;0.810;+0.35/-0.24;1.15492e-13;1.96287e-14;8.58576e-14;2.18286e-14;-9.990E+02;7.40467e-14;2.3996e-14;-9.990E+02;1.12112e-13;3.63316e-14;-9.990E+02
02:25:08.834;+00:10:54.021;2.87E+20;0.8;-999/-999;2.16478e-14;8.86704e-15;1.58309e-14;-1.42451e-11;2.70446e-11;2.5151e-14;1.44187e-14;-9.990E+02;3.81628e-14;2.18781e-14;-9.990E+02
02:25:45.962;+00:12:17.115;2.77E+20;0.8;-999/-999;2.33111e-14;9.1416e-15;1.69674e-14;-1.4623e-11;2.68356e-11;2.71361e-14;1.50933e-14;-9.990E+02;4.12167e-14;2.29251e-14;-9.990E+02
02:25:56.426;+00:13:48.459;2.74E+20;0.8;-999/-999;9.74993e-14;1.8264e-14;7.7961e-14;1.9915e-14;-9.990E+02;9.46401e-14;2.70765e-14;-9.990E+02;2.87585e-14;1.85114e-14;-9.990E+02
02:25:05.294;+00:05:38.697;2.85E+20;0.8;-999/-999;6.69329e-14;1.5278e-14;3.58646e-14;1.42108e-14;-9.990E+02;6.22048e-14;2.2425e-14;-9.990E+02;6.29377e-14;2.77939e-14;-9.990E+02
02:24:51.255;+00:21:21.399;2.93E+20;0.8;-999/-999;2.55844e-14;1.02644e-14;6.87429e-15;6.75819e-15;-9.990E+02;1.97846e-14;1.36932e-14;-9.990E+02;4.49998e-14;2.52753e-14;-9.990E+02
02:25:16.430;+00:04:21.138;2.84E+20;-0.253;+0.35/-0.23;1.967e-13;4.98894e-14;1.62769e-14;9.3421e-15;-9.990E+02;5.48699e-14;-4.17027e-11;5.01646e-11;2.28749e-13;6.48991e-14;-9.990E+02
02:24:38.896;+00:16:54.292;2.91E+20;0.8;-999/-999;3.09089e-14;1.14818e-14;1.66049e-14;1.06293e-14;-9.990E+02;2.39159e-14;-2.66198e-11;7.83814e-11;7.25898e-14;3.29861e-14;-9.990E+02
02:25:01.065;+00:25:06.029;2.93E+20;0.8;-999/-999;1.66988e-13;2.6044e-14;1.79477e-13;3.50013e-14;-9.990E+02;1.07577e-13;3.27243e-14;-9.990E+02;3.26316e-14;2.17616e-14;-9.990E+02
23:17:19.480;-00:12:02.158;3.60E+20;0.8;-999/-999;2.322e-14;8.6174e-15;1.9263e-14;1.0102e-14;-9.990E+02;8.84853e-15;7.92427e-15;-9.990E+02;2.66562e-14;1.7091e-14;-9.990E+02
23:17:59.569;-00:07:36.227;3.64E+20;0.214;+0.28/-0.20;2.88927e-13;4.31648e-14;4.41632e-14;1.37645e-14;-9.990E+02;1.16744e-13;2.95709e-14;-9.990E+02;2.64478e-13;5.99708e-14;-9.990E+02
23:17:29.791;-00:17:48.993;3.60E+20;0.8;-999/-999;2.16532e-14;5.95384e-15;8.98162e-15;4.84565e-15;-9.990E+02;2.47508e-14;9.50411e-15;-9.990E+02;1.86394e-14;1.00561e-14;-9.990E+02
23:17:36.583;-00:14:16.707;3.61E+20;0.868;+0.46/-0.29;3.08416e-14;6.43725e-15;2.39533e-14;7.59212e-15;-9.990E+02;2.42613e-14;8.935e-15;-9.990E+02;3.00618e-14;1.21126e-14;-9.990E+02
23:17:32.356;-00:22:08.503;3.59E+20;0.8;-999/-999;2.42291e-14;6.10818e-15;1.8545e-14;6.95664e-15;-9.990E+02;2.13087e-14;8.75775e-15;-9.990E+02;1.28396e-14;8.16233e-15;-9.990E+02
23:17:50.812;-00:17:56.132;3.61E+20;0.8;-999/-999;1.54066e-14;5.01536e-15;4.26402e-15;3.49655e-15;-9.990E+02;1.17373e-14;6.64968e-15;-9.990E+02;2.65164e-14;1.24301e-14;-9.990E+02
23:17:19.584;-00:12:00.474;3.60E+20;0.8;-999/-999;1.56241e-14;5.17044e-15;1.11081e-14;5.66193e-15;-9.990E+02;1.02063e-14;6.38384e-15;-9.990E+02;1.53701e-14;9.61371e-15;-9.990E+02
23:17:06.278;-00:22:59.509;3.57E+20;-0.181;+0.45/-0.29;4.2215e-14;1.43161e-14;8.37127e-15;-6.61873e-12;2.20624e-11;6.18006e-15;5.24219e-15;-9.990E+02;5.30539e-14;1.97938e-14;-9.990E+02
23:18:00.136;-00:13:32.879;3.63E+20;0.8;-999/-999;1.39657e-14;4.86173e-15;7.73312e-15;4.6404e-15;-9.990E+02;1.59542e-14;7.8015e-15;-9.990E+02;8.00633e-15;6.76006e-15;-9.990E+02
23:17:59.569;-00:07:36.227;3.64E+20;0.335;+0.14/-0.12;4.81737e-13;3.81682e-14;1.06466e-13;1.7036e-14;-9.990E+02;2.11396e-13;3.0059e-14;-9.990E+02;4.458e-13;5.76292e-14;-9.990E+02
23:16:45.014;-00:11:32.364;3.60E+20;1.218;+0.33/-0.23;5.46747e-14;7.73091e-15;4.88489e-14;1.33455e-14;-9.990E+02;1.1976e-13;2.2772e-14;-9.990E+02;5.51831e-14;1.86011e-14;-9.990E+02
23:17:12.517;-00:05:05.328;3.61E+20;0.307;+0.13/-0.11;5.73143e-13;4.48864e-14;8.09991e-14;1.53369e-14;-9.990E+02;3.0345e-13;3.67892e-14;-9.990E+02;5.29513e-13;6.45482e-14;-9.990E+02
23:16:53.392;-00:07:55.650;3.60E+20;0.398;+0.29/-0.22;1.36445e-13;2.18965e-14;2.53495e-14;8.88298e-15;-9.990E+02;7.91131e-14;1.96251e-14;-9.990E+02;1.2726e-13;3.15685e-14;-9.990E+02
23:16:53.980;-00:26:19.708;3.56E+20;0.476;+0.42/-0.27;8.2856e-14;1.67904e-14;2.13778e-14;8.79612e-15;-9.990E+02;4.88884e-14;1.6465e-14;-9.990E+02;7.77741e-14;2.61933e-14;-9.990E+02
23:20:04.298;-00:01:33.715;3.83E+20;0.8;-999/-999;2.12466e-14;7.41895e-15;2.03517e-14;9.43136e-15;-9.990E+02;6.9078e-15;6.40489e-15;-9.990E+02;2.07615e-14;1.35568e-14;-9.990E+02
23:20:03.298;+00:03:17.806;3.86E+20;0.8;-999/-999;2.13458e-14;7.426e-15;2.86276e-14;1.11594e-14;-9.990E+02;9.70577e-15;7.74018e-15;-9.990E+02;2.08328e-14;-2.53394e-11;7.11877e-11
23:19:49.648;+00:03:57.824;3.84E+20;0.8;-999/-999;3.74381e-14;9.474e-15;1.04575e-14;6.56406e-15;-9.990E+02;7.09538e-15;6.32298e-15;-9.990E+02;9.59569e-14;2.80639e-14;-9.990E+02
23:19:36.672;+00:00:04.748;3.80E+20;0.768;+0.41/-0.27;6.06455e-14;1.20041e-14;2.81977e-14;1.00762e-14;-9.990E+02;5.53381e-14;1.66446e-14;-9.990E+02;5.85613e-14;2.09264e-14;-9.990E+02
23:19:44.694;+00:06:38.668;3.85E+20;0.8;-999/-999;1.78326e-14;7.10775e-15;8.54238e-15;6.32798e-15;-9.990E+02;5.79192e-15;6.18715e-15;-9.990E+02;3.48214e-14;1.82904e-14;-9.990E+02
23:19:39.637;-00:07:36.216;3.74E+20;0.8;-999/-999;1.99885e-14;7.8695e-15;1.11205e-14;7.60545e-15;-9.990E+02;3.0375e-14;1.47946e-14;-9.990E+02;3.91595e-14;-2.69535e-11;1.1893e-10
23:18:56.740;+00:14:38.774;3.82E+20;0.961;+0.01/-0.01;3.47213e-11;1.19117e-13;3.099e-11;1.65908e-13;-9.990E+02;3.34823e-11;1.94268e-13;-9.990E+02;3.41439e-11;2.375e-13;-9.990E+02
23:19:10.483;+00:18:58.874;3.87E+20;0.090;+0.30/-0.22;7.15058e-14;1.14827e-14;1.42436e-14;4.12474e-15;-9.990E+02;1.45431e-14;5.43384e-15;-9.990E+02;6.47033e-14;1.47282e-14;-9.990E+02
23:18:33.200;+00:16:45.404;3.81E+20;0.260;+0.42/-0.27;3.91268e-14;7.97904e-15;6.81801e-15;3.05004e-15;-9.990E+02;1.64834e-14;5.89893e-15;-9.990E+02;3.5949e-14;1.12604e-14;-9.990E+02
23:18:39.398;+00:20:37.898;3.84E+20;0.261;+0.38/-0.25;4.51371e-14;8.5666e-15;7.88246e-15;3.11956e-15;-9.990E+02;1.9031e-14;6.34118e-15;-9.990E+02;4.14814e-14;1.20891e-14;-9.990E+02
23:19:16.716;+00:18:02.906;3.87E+20;0.438;+0.23/-0.18;7.36276e-14;9.56202e-15;2.84548e-14;5.85906e-15;-9.990E+02;2.4638e-14;6.72181e-15;-9.990E+02;6.87987e-14;1.41662e-14;-9.990E+02
23:18:56.489;+00:22:29.159;3.88E+20;-0.374;+0.48/-0.30;6.16266e-14;1.34949e-14;3.38764e-15;1.93524e-15;-9.990E+02;1.01845e-14;4.90136e-15;-9.990E+02;5.31193e-14;1.45535e-14;-9.990E+02
23:19:12.958;+00:20:51.730;3.88E+20;1.078;+0.35/-0.24;2.31983e-14;3.6499e-15;2.16816e-14;5.65913e-15;-9.990E+02;3.24992e-14;7.73273e-15;-9.990E+02;2.30879e-14;7.84718e-15;-9.990E+02
23:19:21.250;+00:14:55.039;3.86E+20;0.998;+0.46/-0.29;1.3452e-14;3.25161e-15;2.05662e-14;6.21292e-15;-9.990E+02;1.69165e-14;-9.52877e-12;2.59577e-11;1.90191e-14;8.20502e-15;-9.990E+02
23:18:29.060;+00:12:49.578;3.78E+20;0.312;+0.47/-0.30;3.24053e-14;7.28208e-15;1.16238e-14;4.06129e-15;-9.990E+02;6.15321e-15;3.76112e-15;-9.990E+02;2.99832e-14;1.0476e-14;-9.990E+02
23:19:04.548;+00:23:35.280;3.90E+20;1.373;+0.45/-0.28;1.37515e-14;2.31805e-15;1.83645e-14;5.50579e-15;-9.990E+02;3.70283e-14;8.53082e-15;-9.990E+02;1.40568e-14;6.10595e-15;-9.990E+02
23:18:21.740;+00:13:57.520;3.78E+20;0.311;+0.27/-0.20;6.81299e-14;1.00933e-14;1.62691e-14;4.44682e-15;-9.990E+02;2.58345e-14;7.06132e-15;-9.990E+02;6.30014e-14;1.42448e-14;-9.990E+02
23:18:49.720;+00:06:31.924;3.76E+20;0.8;-999/-999;2.3655e-14;4.88219e-15;1.48204e-14;4.93049e-15;-9.990E+02;2.69585e-14;7.76344e-15;-9.990E+02;1.01341e-14;5.83329e-15;-9.990E+02
23:18:15.765;+00:15:43.110;3.79E+20;0.772;+0.06/-0.05;6.27339e-13;2.12602e-14;3.43875e-13;1.97125e-14;-9.990E+02;5.07417e-13;2.80699e-14;-9.990E+02;6.06192e-13;3.73556e-14;-9.990E+02
23:18:15.662;+00:17:08.056;3.80E+20;0.8;-999/-999;2.97107e-14;5.5195e-15;4.97169e-14;9.23615e-15;-9.990E+02;2.48634e-14;-1.25574e-11;3.96076e-11;2.95464e-14;-1.88719e-11;5.95245e-11
23:18:58.163;+00:06:19.888;3.77E+20;1.344;+0.15/-0.12;7.78007e-14;5.18198e-15;1.51307e-13;1.48946e-14;-9.990E+02;1.37853e-13;1.54513e-14;-9.990E+02;7.91769e-14;1.3364e-14;-9.990E+02
23:19:14.869;+00:07:15.680;3.80E+20;0.260;+0.14/-0.12;2.64348e-13;2.12731e-14;2.87667e-14;6.27407e-15;-9.990E+02;1.39133e-13;1.73925e-14;-9.990E+02;2.4279e-13;2.89688e-14;-9.990E+02
23:19:40.214;+00:10:09.259;3.86E+20;0.883;+0.10/-0.09;2.78075e-13;1.55507e-14;1.895e-13;1.73826e-14;-9.990E+02;2.67403e-13;2.38353e-14;-9.990E+02;2.71787e-13;2.9437e-14;-9.990E+02
23:18:56.736;+00:14:38.679;3.82E+20;0.958;+0.01/-0.01;3.35839e-11;1.15807e-13;2.9769e-11;1.60343e-13;-9.990E+02;3.22797e-11;1.90743e-13;-9.990E+02;3.29908e-11;2.3249e-13;-9.990E+02
23:19:10.486;+00:18:58.675;3.87E+20;-0.001;+0.30/-0.22;7.79073e-14;1.2438e-14;1.31267e-14;3.82699e-15;-9.990E+02;1.38298e-14;5.33169e-15;-9.990E+02;6.98552e-14;1.52162e-14;-9.990E+02
23:18:33.200;+00:16:45.404;3.81E+20;0.260;+0.44/-0.28;3.74424e-14;7.97904e-15;6.52157e-15;2.9713e-15;-9.990E+02;1.5774e-14;5.79439e-15;-9.990E+02;3.43918e-14;1.1126e-14;-9.990E+02
23:18:39.358;+00:20:35.993;3.84E+20;0.521;+0.39/-0.26;3.05983e-14;6.02154e-15;9.28727e-15;3.50196e-15;-9.990E+02;1.83168e-14;5.85477e-15;-9.990E+02;2.88552e-14;9.22325e-15;-9.990E+02
23:19:16.743;+00:18:03.341;3.87E+20;0.335;+0.23/-0.18;8.47632e-14;1.06844e-14;2.70431e-14;5.55095e-15;-9.990E+02;2.42254e-14;6.52579e-15;-9.990E+02;7.84158e-14;1.52559e-14;-9.990E+02
23:18:56.535;+00:22:29.058;3.88E+20;-0.373;+0.42/-0.28;7.13272e-14;1.39857e-14;3.92578e-15;2.0899e-15;-9.990E+02;1.17961e-14;5.06705e-15;-9.990E+02;6.15201e-14;1.4941e-14;-9.990E+02
23:19:13.000;+00:20:51.686;3.88E+20;1.078;+0.35/-0.24;2.18994e-14;3.4352e-15;2.04627e-14;5.35862e-15;-9.990E+02;3.06748e-14;7.33978e-15;-9.990E+02;2.17966e-14;7.36358e-15;-9.990E+02
23:18:29.060;+00:12:49.578;3.78E+20;0.311;+0.48/-0.30;3.04201e-14;7.00925e-15;1.08968e-14;3.84938e-15;-9.990E+02;5.76662e-15;3.45476e-15;-9.990E+02;2.81209e-14;9.93391e-15;-9.990E+02
23:19:04.633;+00:23:34.591;3.90E+20;1.141;+0.41/-0.26;1.75945e-14;3.13139e-15;1.70555e-14;5.134e-15;-9.990E+02;2.92694e-14;7.51096e-15;-9.990E+02;1.75841e-14;6.8263e-15;-9.990E+02
23:18:21.740;+00:13:57.520;3.78E+20;0.312;+0.28/-0.20;6.38022e-14;9.52272e-15;1.52515e-14;4.29095e-15;-9.990E+02;2.42111e-14;6.81169e-15;-9.990E+02;5.90113e-14;1.3438e-14;-9.990E+02
23:18:49.536;+00:06:36.235;3.76E+20;0.8;-999/-999;2.24738e-14;4.56721e-15;1.87801e-14;5.53036e-15;-9.990E+02;1.92166e-14;6.50363e-15;-9.990E+02;9.63222e-15;5.47714e-15;-9.990E+02
23:18:15.763;+00:15:43.103;3.79E+20;0.926;+0.06/-0.06;4.83466e-13;1.72809e-14;3.64403e-13;2.15068e-14;-9.990E+02;4.90942e-13;2.82203e-14;-9.990E+02;4.73973e-13;3.3506e-14;-9.990E+02
23:18:58.163;+00:06:19.888;3.77E+20;1.344;+0.15/-0.12;7.27606e-14;4.96902e-15;1.41543e-13;1.40931e-14;-9.990E+02;1.28977e-13;1.45364e-14;-9.990E+02;7.40968e-14;1.25493e-14;-9.990E+02
23:19:14.911;+00:07:16.989;3.80E+20;0.312;+0.12/-0.11;2.48033e-13;1.87734e-14;3.56229e-14;6.44169e-15;-9.990E+02;1.31761e-13;1.56208e-14;-9.990E+02;2.29355e-13;2.6351e-14;-9.990E+02
23:19:40.214;+00:10:09.259;3.86E+20;0.883;+0.10/-0.09;2.85426e-13;1.55507e-14;1.94573e-13;1.73826e-14;-9.990E+02;2.7454e-13;2.38353e-14;-9.990E+02;2.79069e-13;2.9437e-14;-9.990E+02
21:31:22.398;+00:42:26.898;3.75E+20;0.836;+0.09/-0.08;5.17026e-13;2.70144e-14;3.07054e-13;2.72613e-14;-9.990E+02;4.81997e-13;3.98623e-14;-9.990E+02;5.02239e-13;5.03895e-14;-9.990E+02
21:31:22.160;+00:39:46.261;3.73E+20;0.8;-999/-999;2.40888e-14;7.0803e-15;2.19248e-14;8.61033e-15;-9.990E+02;9.98871e-15;6.84213e-15;-9.990E+02;2.25337e-14;1.27561e-14;-9.990E+02
21:31:15.069;+00:40:11.798;3.73E+20;0.858;+0.49/-0.30;3.91108e-14;8.44538e-15;1.42766e-14;6.92571e-15;-9.990E+02;5.11339e-14;1.50081e-14;-9.990E+02;3.80438e-14;1.60738e-14;-9.990E+02
21:31:05.436;+00:42:06.940;3.72E+20;0.8;-999/-999;1.77895e-14;6.44889e-15;1.11276e-14;6.72064e-15;-9.990E+02;1.01455e-14;7.35437e-15;-9.990E+02;2.28894e-14;1.38243e-14;-9.990E+02
21:31:08.096;+00:40:51.153;3.72E+20;0.8;-999/-999;2.24925e-14;7.07805e-15;1.12562e-14;6.45045e-15;-9.990E+02;2.05169e-14;1.03248e-14;-9.990E+02;2.31538e-14;1.32685e-14;-9.990E+02
21:31:21.144;+00:49:42.423;3.78E+20;0.088;+0.29/-0.21;1.57919e-13;2.54091e-14;9.08902e-15;4.69104e-15;-9.990E+02;6.99749e-14;1.69734e-14;-9.990E+02;1.42843e-13;3.10237e-14;-9.990E+02
21:30:59.472;+00:44:36.150;3.72E+20;0.8;-999/-999;4.16976e-14;9.28011e-15;3.47836e-14;1.06922e-14;-9.990E+02;3.69871e-14;1.28935e-14;-9.990E+02;1.58963e-14;1.04195e-14;-9.990E+02
21:31:16.972;+00:37:15.749;3.71E+20;0.8;-999/-999;1.85543e-14;6.60408e-15;1.93235e-14;8.71549e-15;-9.990E+02;5.29083e-15;5.44148e-15;-9.990E+02;1.59176e-14;1.13312e-14;-9.990E+02
21:30:50.525;+00:39:08.075;3.69E+20;0.8;-999/-999;4.74563e-14;1.09998e-14;3.95212e-14;1.34922e-14;-9.990E+02;2.70758e-14;1.30071e-14;-9.990E+02;4.07368e-14;1.95698e-14;-9.990E+02
21:30:48.199;+00:40:04.708;3.69E+20;-0.019;+0.24/-0.18;2.03713e-13;3.39713e-14;3.77824e-14;1.09843e-14;-9.990E+02;5.05293e-14;-3.36773e-11;8.34831e-11;2.27751e-13;4.69585e-14;-9.990E+02
21:31:39.572;+00:55:01.735;3.81E+20;0.8;-999/-999;2.15486e-14;7.41425e-15;5.15504e-15;4.76154e-15;-9.990E+02;3.50583e-14;1.43365e-14;-9.990E+02;1.05344e-14;9.73025e-15;-9.990E+02
01:18:41.287;-00:52:05.513;3.70E+20;0.8;-999/-999;3.21768e-14;1.21036e-14;3.82927e-14;1.77477e-14;-9.990E+02;2.0978e-14;1.51893e-14;-9.990E+02;0;-4.15037e-11;5.08707e-11
01:18:51.092;-01:00:11.999;4.02E+20;0.8;-999/-999;4.68807e-14;1.50869e-14;3.96205e-14;1.82034e-14;-9.990E+02;3.54414e-14;2.00321e-14;-9.990E+02;2.65606e-14;2.12485e-14;-9.990E+02
01:18:52.939;-01:00:01.096;4.02E+20;0.8;-999/-999;9.1951e-14;2.06453e-14;7.76315e-14;2.47273e-14;-9.990E+02;1.04193e-13;3.31876e-14;-9.990E+02;5.20955e-14;-7.01265e-11;8.91832e-11
23:18:56.697;+00:14:38.676;3.82E+20;0.953;+0.00/-0.00;3.77914e-09;0;3.31773e-09;0;-9.990E+02;3.60233e-09;0;-9.990E+02;3.70676e-09;0;-9.990E+02
23:19:16.632;+00:18:02.724;3.87E+20;-0.085;+0.00/-0.00;8.78874e-10;2.34366e-12;1.52713e-10;7.10809e-13;-9.990E+02;9.20369e-11;7.22739e-13;-9.990E+02;7.80803e-10;2.79486e-12;-9.990E+02
23:19:14.829;+00:07:15.025;3.80E+20;0.422;+0.00/-0.00;2.86511e-09;2.98968e-12;3.36595e-10;1.02741e-12;-9.990E+02;2.05946e-09;3.18358e-12;-9.990E+02;2.67664e-09;4.5773e-12;-9.990E+02
23:19:12.983;+00:20:49.569;3.88E+20;0.840;+0.00/-0.00;4.00613e-10;9.59552e-13;3.25061e-10;1.1511e-12;-9.990E+02;2.611e-10;1.19766e-12;-9.990E+02;3.89135e-10;1.78496e-12;-9.990E+02
23:19:40.121;+00:10:09.492;3.86E+20;0.928;+0.00/-0.00;1.23601e-09;1.46179e-12;9.49782e-10;1.82441e-12;-9.990E+02;1.23991e-09;2.38172e-12;-9.990E+02;1.21187e-09;2.86556e-12;-9.990E+02
23:18:58.202;+00:06:21.532;3.77E+20;1.247;+0.00/-0.00;5.70237e-10;8.1096e-13;1.0469e-09;1.9426e-12;-9.990E+02;6.98829e-10;1.75069e-12;-9.990E+02;5.75191e-10;1.85271e-12;-9.990E+02
23:18:15.577;+00:15:41.459;3.79E+20;0.622;+0.00/-0.00;2.25218e-09;2.76584e-12;8.82671e-10;1.89176e-12;-9.990E+02;1.49916e-09;2.95682e-12;-9.990E+02;2.14627e-09;4.42693e-12;-9.990E+02
23:18:56.771;+00:14:39.843;3.82E+20;1.007;+0.02/-0.02;1.0139e-11;1.1871e-13;9.52475e-12;1.70475e-13;-9.990E+02;1.09913e-11;2.08499e-13;-9.990E+02;1.00414e-11;2.36065e-13;-9.990E+02
23:18:22.016;+00:13:57.116;3.78E+20;0.8;-999/-999;2.00152e-14;7.88e-15;5.5783e-15;5.39648e-15;-9.990E+02;7.60003e-15;7.35232e-15;-9.990E+02;4.56913e-14;2.21037e-14;-9.990E+02
