OBJID;RA;DEC;countrates_0.3-10keV(ph.s-1);countrates_error_0.3-10keV(ph.s-1);exposure_time(s);countrates_0.3-1keV(ph.s-1);countrates_error_0.3-1keV(ph.s-1);upper_limit_0.3-1keV(ph.s-1);countrates_1-2keV(ph.s-1);countrates_error_1-2keV(ph.s-1);upper_limit_1-2keV(ph.s-1);countrates_2-10keV(ph.s-1);countrates_error_2-10keV(ph.s-1);upper_limit_2-10keV(ph.s-1)
663;40.04129583333332;-0.9463352777777778;0.0004649;0.00013000000000000002;47222.8;0.0001268;7.15e-05;-999.0;8.455e-05;5.655e-05;-999.0;0.0002536;9.75e-05;-999.0
664;40.02947499999999;-0.9549022222222222;0.000395;0.00013000000000000002;46049.7;9.117e-05;6.217e-05;-999.0;0.0001823;9.043e-05;-999.0;0.00012150000000000001;7.348e-05;-999.0
665;40.11553333333333;-1.0596677777777779;0.0009527999999999998;0.00018;42236.1;0.0003922;0.00011570000000000001;-999.0;0.0003922;0.00011570000000000001;-999.0;0.0001681;7.714e-05;-999.0
666;40.07153749999998;-0.8417488888888889;0.00549;0.00039;47754.1;0.002836;0.0002821;-999.0;0.001927;0.0002323;-999.0;0.0007271;0.00014110000000000001;-999.0
667;40.201337499999994;-0.8143575000000001;0.000825;0.00018;45532.0;0.0003475;0.00011570000000000001;-999.0;0.0003475;0.00011570000000000001;-999.0;0.00013030000000000002;7.071e-05;-999.0
668;40.04334583333332;-0.8590211111111111;0.0007934999999999999;0.00016999999999999999;47531.2;5.29e-05;4.392e-05;-999.0;0.0004761;0.0001346;-999.0;0.0002645;9.917e-05;-999.0
669;40.271179166666656;-0.8592169444444444;0.001446;0.00022;45911.3;0.0005599;0.0001383;-999.0;0.0005599;0.0001383;-999.0;0.0003266;0.0001069;-999.0
670;40.153466666666645;-0.7944672222222222;0.0009072;0.00018999999999999998;47853.4;0.00018140000000000002;8.143e-05;-999.0;0.00036289999999999993;0.00012209999999999999;-999.0;0.00036289999999999993;0.00012209999999999999;-999.0
671;40.03462916666666;-0.8594433333333333;0.0018280000000000002;0.00023999999999999998;45816.8;0.0007075;0.0001533;-999.0;0.0004718;0.00011999999999999999;-999.0;0.0006486;0.0001467;-999.0
672;40.19703333333331;-1.0918430555555554;0.003995;0.00039;20840.8;0.0004699;0.0001322;-999.0;0.0007049;0.0001653;-999.0;0.0028190000000000003;0.0003239;-999.0
673;40.329133333333345;-0.9568938888888888;0.0008169000000000001;0.00018999999999999998;41437.6;0.00022280000000000002;9.88e-05;-999.0;7.426e-05;5.776e-05;-999.0;0.0005199;0.000152;-999.0
674;40.28401249999999;-0.8178405555555556;0.0004194;0.00014;47738.1;0.0001398;8.4e-05;-999.0;0.0001398;8.4e-05;-999.0;0.0001398;8.4e-05;-999.0
675;40.3312875;-0.9210705555555555;0.0004761;0.00015;43197.4;0.000272;0.00011840000000000002;-999.0;0.0002041;0.0001026;-999.0;0.0001587;-0.1498;0.0004492
676;40.04345000000001;-0.7946577777777778;0.005942;0.00045;37618.8;0.002971;0.0003191;-999.0;0.002514;0.0002945;-999.0;0.00045700000000000005;0.0001227;-999.0
677;40.3154375;-0.8430441666666667;0.0005114;0.00016;44286.2;0.0002557;0.00011559999999999999;-999.0;0.0002164;-0.1598;0.0005635;0.0002557;0.00011559999999999999;-999.0
678;40.35358333333335;-0.9657325;0.001031;0.00022999999999999998;30424.4;0.000375;0.00013680000000000002;-999.0;0.0002812;0.00011810000000000001;-999.0;0.000375;0.00013680000000000002;-999.0
679;39.967179166666654;-0.8496591666666667;0.003026;0.00039;18014.1;0.00121;0.0002446;-999.0;0.0009079000000000001;0.00021150000000000002;-999.0;0.0009079000000000001;0.00021150000000000002;-999.0
680;40.22150833333333;-0.6853497222222222;0.01974;0.0011;11349.4;0.001161;0.000275;-999.0;0.009290000000000001;0.0007700000000000001;-999.0;0.009290000000000001;0.0007700000000000001;-999.0
681;40.31004999999999;-0.6966497222222222;0.5367;0.0062;2631.8;0.3303;0.0048850000000000005;-999.0;0.2065;0.0038520000000000004;-999.0;0.2526;-6.194;0.1364
682;40.30429166666667;-0.6938280555555556;0.3049;0.0048;3072.4;0.2078;0.0039689999999999994;-999.0;0.09698999999999999;0.002677;-999.0;0.1435;-4.795;0.09152
683;1.1980125000000044;-0.4175625;0.00325;0.0011;3796.9;0.001625;0.0008067;-999.0;0.0008124;0.0005647;-999.0;0.0008124;0.0005647;-999.0
2352;1.389866666666677;-0.4658055555555556;0.00329;0.0012;3759.7;0.001644;-1.199;0.005435;0.001644;0.0008667;-999.0;0.001644;0.0008667;-999.0
1571;-1.0646458333333726;-0.32589416666666665;0.005927;0.00086;4532.9;0.00395;0.0007193;-999.0;0.0009877;0.0003596;-999.0;0.0009877;0.0003596;-999.0
1574;-1.10287500000004;-0.2536361111111111;0.028260000000000004;0.0018;3866.1;0.0133;0.001232;-999.0;0.00665;0.0008904999999999999;-999.0;0.008313;0.001042;-999.0
1576;-1.1454250000000457;-0.28747805555555556;0.02647;0.0018;3564.5;0.012029999999999999;0.001221;-999.0;0.002407;0.0005463999999999999;-999.0;0.012029999999999999;0.001221;-999.0
1578;-1.110650000000021;-0.20129361111111113;0.01879;0.0016;2681.2;0.0037600000000000003;0.0007111000000000001;-999.0;0.01128;0.0012439999999999999;-999.0;0.0037600000000000003;0.0007111000000000001;-999.0
695;40.78819583333333;0.6178711111111111;0.001108;0.00039;12889.6;0.0003694;0.0002188;-999.0;0.0005541000000000001;-0.3896;0.00244;0.000739;0.0003139;-999.0
796;41.00290000000001;0.7901741666666666;0.001332;0.00043;12665.4;0.0003806;0.0002306;-999.0;0.0005707999999999999;0.0002804;-999.0;0.0003806;0.0002306;-999.0
699;17.718199999999996;-0.4483197222222222;0.01126;0.0048;584.9;0.0;-4.795;-2530.0;0.0;-4.795;-2530.0;0.0;-4.795;-2530.0
700;19.265112499999987;0.0073663888888888885;0.05112;0.0072;1053.3;0.01875;0.004189;-999.0;0.01875;0.004189;-999.0;0.013630000000000001;0.003535;-999.0
701;19.24854583333334;-0.09415666666666667;0.005792;0.0026;1059.5;0.002125;-2.597;0.03823;0.005792;0.0026;-999.0;0.001544;-2.597;0.03823
5989;33.7203375;-0.7887005555555555;0.0002826;6.5e-05;133339.0;0.0001272;4.364e-05;-999.0;7.066e-05;3.25e-05;-999.0;8.48e-05;3.529e-05;-999.0
5639;33.71302083333333;-0.8233566666666666;0.0002215;6e-05;135222.0;0.0001034;4.098e-05;-999.0;5.909e-05;3.073e-05;-999.0;5.909e-05;3.073e-05;-999.0
5641;33.72027916666667;-0.8258616666666666;0.0002185;5.9e-05;133227.0;0.0001176;4.312e-05;-999.0;6.741e-05;-0.05894;0.0001111;0.0001008;4.009e-05;-999.0
2532;33.572683333333316;-0.8186672222222222;0.0001991;6e-05;138830.0;3.514e-05;2.512e-05;-999.0;7.03e-05;3.558e-05;-999.0;9.37e-05;4.116e-05;-999.0
722;33.69559583333333;-0.8613725;0.00015560000000000001;5.2e-05;143911.0;8.376e-05;3.828e-05;-999.0;4.787e-05;2.889e-05;-999.0;2.393e-05;2.022e-05;-999.0
5653;33.61612916666667;-0.875656388888889;0.0002966;6.8e-05;135449.0;6.243e-05;3.144e-05;-999.0;7.807e-05;3.51e-05;-999.0;0.0001561;4.972e-05;-999.0
725;33.620179166666674;-0.8829930555555556;0.00016480000000000002;5.4e-05;145831.0;3.532e-05;2.52e-05;-999.0;8.242e-05;3.816e-05;-999.0;4.71e-05;2.88e-05;-999.0
2546;33.53597083333332;-0.744788611111111;0.00018530000000000003;5.8e-05;138954.0;8.553e-05;3.968e-05;-999.0;2.85e-05;2.289e-05;-999.0;7.128e-05;3.587e-05;-999.0
6026;33.54259166666668;-0.8626377777777777;0.000188;6e-05;139463.0;7.233e-05;3.74e-05;-999.0;7.233e-05;3.74e-05;-999.0;4.34e-05;2.883e-05;-999.0
6025;33.70418749999999;-0.6310241666666667;0.0003326;7.4e-05;131817.0;0.0001051;4.186e-05;-999.0;0.0001401;4.784e-05;-999.0;8.756e-05;3.812e-05;-999.0
2563;33.60847083333334;-0.9104969444444445;0.00027260000000000007;6.6e-05;135188.0;0.0001022;4.079e-05;-999.0;0.0001022;4.079e-05;-999.0;6.816e-05;3.337e-05;-999.0
2575;33.6409625;-0.6054752777777778;0.0002213;6.5e-05;128237.0;5.532e-05;3.25e-05;-999.0;6.913e-05;3.589e-05;-999.0;9.678e-05;4.266e-05;-999.0
5687;33.48917916666667;-0.7878997222222223;0.00033519999999999996;7.5e-05;136986.0;0.0001804;5.556e-05;-999.0;5.156e-05;2.963e-05;-999.0;0.00010309999999999999;4.167e-05;-999.0
2584;33.55707083333334;-0.9126713888888889;0.0002713;7e-05;129905.0;0.00011630000000000001;4.538e-05;-999.0;9.69e-05;4.154e-05;-999.0;5.815e-05;3.231e-05;-999.0
2586;33.51068749999999;-0.87302;0.00022569999999999996;6.7e-05;132834.0;6.449e-05;3.613e-05;-999.0;4.837e-05;3.087e-05;-999.0;0.0001129;4.743e-05;-999.0
767;33.54976666666667;-0.6190663888888889;0.0005115;9.1e-05;116610.0;0.0001859;5.46e-05;-999.0;4.649e-05;2.73e-05;-999.0;0.000279;6.774e-05;-999.0
769;33.57601249999999;-0.5918144444444445;0.00040629999999999996;9.1e-05;102064.0;8.551e-05;4.16e-05;-999.0;0.0001069;4.68e-05;-999.0;0.0002138;6.5e-05;-999.0
770;33.56932916666668;-0.5940063888888889;0.00038700000000000003;9e-05;100165.0;0.000129;5.123e-05;-999.0;2.58e-05;2.285e-05;-999.0;0.0002322;6.854e-05;-999.0
6055;33.59596666666667;-0.5792947222222222;0.0005748999999999999;0.00011;85998.7;0.0001643;6.05e-05;-999.0;0.0001643;6.05e-05;-999.0;0.00024639999999999997;7.386e-05;-999.0
776;33.446020833333336;-0.7124086111111111;0.0005763;0.00011;86287.8;8.233e-05;4.18e-05;-999.0;0.00024700000000000004;7.26e-05;-999.0;0.00024700000000000004;7.26e-05;-999.0
777;33.43577916666666;-0.6297802777777778;0.004139;0.00033;36664.0;0.0009195000000000001;0.0001516;-999.0;0.00115;0.0001695;-999.0;0.002069;0.0002319;-999.0
778;33.397975;-0.7990447222222222;0.005183;0.00036;35655.6;0.001037;0.000162;-999.0;0.0028510000000000002;0.00027;-999.0;0.001296;0.00018;-999.0
798;-37.583516666666696;0.08810277777777778;0.1233;0.01;1496.0;0.03154;0.005;-999.0;0.0516;0.0065;-999.0;0.040139999999999995;0.00575;-999.0
799;-37.58431666666672;0.11571972222222222;0.00517;0.0024;1496.5;0.00517;0.0024;-999.0;0.002164;-2.398;0.034230000000000003;0.0016829999999999998;-2.398;0.034230000000000003
800;-37.600466666666705;0.10153222222222223;0.0052450000000000005;0.0024;1492.2;0.0034969999999999997;0.001989;-999.0;0.001749;0.001371;-999.0;0.0017079999999999999;-2.398;0.01152
801;-37.58405416666665;-0.12079638888888888;0.005821;0.0026;1483.5;0.002911;0.001857;-999.0;0.001456;0.0013;-999.0;0.001456;0.0013;-999.0
802;9.80597499999999;0.8641355555555555;0.002037;0.00045999999999999996;13400.2;0.0005991000000000001;0.0002472;-999.0;0.000719;0.00027460000000000006;-999.0;0.000719;0.00027460000000000006;-999.0
803;9.842987499999992;0.8720447222222223;0.001492;0.0004;14558.0;0.0008698;0.000312;-999.0;0.00037289999999999996;0.0002;-999.0;0.00024859999999999997;0.000168;-999.0
804;9.746545833333329;0.9148405555555555;0.004587;0.00064;13975.1;0.003014;0.0005164;-999.0;0.0009170999999999999;0.0002836;-999.0;0.0006553;0.00023999999999999998;-999.0
805;9.851574999999997;0.9355480555555555;0.0008577999999999999;0.00032;14524.1;0.00049;0.00024419999999999997;-999.0;0.0001225;0.0001179;-999.0;0.000245;0.00016840000000000003;-999.0
806;9.757283333333334;0.7969847222222222;0.0010550000000000002;0.00035;13224.1;0.0004521;0.00022930000000000002;-999.0;0.00015069999999999998;0.0001328;-999.0;0.0004521;0.00022930000000000002;-999.0
807;9.903420833333342;0.8548361111111111;0.002908;0.00054;13383.0;0.0007269;0.00027;-999.0;0.0018170000000000003;0.00042830000000000006;-999.0;0.0003634;0.0001955;-999.0
808;9.921820833333328;0.9078858333333334;0.001987;0.00045999999999999996;14571.8;0.0005845;0.0002499;-999.0;0.001052;0.00033510000000000007;-999.0;0.00035069999999999996;0.0001931;-999.0
809;9.843954166666663;0.9973383333333333;0.001296;0.00037999999999999997;13734.2;0.0005892;0.00025860000000000005;-999.0;0.0004713;0.0002269;-999.0;0.00023569999999999998;0.0001636;-999.0
810;9.836537499999991;0.7415663888888888;0.00125;0.00039;13157.4;0.0006247000000000001;0.0002748;-999.0;0.00031239999999999995;0.000195;-999.0;0.00031239999999999995;0.000195;-999.0
811;9.981591666666674;0.8824708333333333;0.001457;0.00043;11489.0;0.0002082;0.0001597;-999.0;0.0004164;0.00022730000000000002;-999.0;0.0008328;0.0003256;-999.0
812;9.917158333333333;0.7138452777777777;0.0019579999999999997;0.00053;10014.3;0.0009788;0.0003751;-999.0;0.0004894;0.00026910000000000004;-999.0;0.0004894;0.00026910000000000004;-999.0
813;46.71850416666666;-0.7944472222222222;0.002939;0.0006;10278.3;0.0006299;0.0002747;-999.0;0.0006299;0.0002747;-999.0;0.00168;0.00045539999999999996;-999.0
814;46.68031666666667;-0.7637969444444445;0.0038590000000000005;0.00066;11117.0;0.0001754;0.0001425;-999.0;0.001228;0.0003675;-999.0;0.002456;0.000525;-999.0
815;46.696058333333326;-0.7385502777777777;0.002534;0.00055;11779.7;0.00025340000000000003;0.00017680000000000001;-999.0;0.0005070000000000001;0.0002455;-999.0;0.001775;0.00046160000000000005;-999.0
816;46.71613333333332;-0.8964513888888889;0.01425;0.0012;10856.6;0.006083;0.00075;-999.0;0.004961999999999999;0.0006900000000000001;-999.0;0.0032020000000000004;0.0005549999999999999;-999.0
817;46.779499999999985;-0.6846433333333334;0.0016129999999999999;0.00047000000000000004;11988.1;0.0008960000000000001;0.00035569999999999997;-999.0;0.0003585;0.00022230000000000004;-999.0;0.0003585;0.00022230000000000004;-999.0
818;46.91696666666667;-0.7675533333333334;0.002783;0.00073;7425.8;0.0005566;0.0003431;-999.0;0.0005566;0.0003431;-999.0;0.0016699999999999998;0.0005912999999999999;-999.0
819;17.725175000000007;-1.1940994444444444;0.0033909999999999995;0.0015;2095.7;0.001356;0.0009676999999999999;-999.0;0.001356;0.0009676999999999999;-999.0;0.0006783;0.0006774;-999.0
4496;17.764608333333342;-1.2353441666666667;0.01047;0.0038;958.3;0.0;-3.7960000000000003;0.034539999999999994;0.005236;0.002702;-999.0;0.005236;0.002702;-999.0
2350;17.558345833333334;-1.3137402777777778;0.004912;0.0014;3629.1;0.0009824999999999999;-1.399;0.008115;0.002456;0.0009579;-999.0;0.002456;0.0009579;-999.0
3268;-19.5385541666667;1.059558611111111;0.003011;0.0008300000000000001;10368.3;0.001004;0.0004826000000000001;-999.0;0.001004;0.0004826000000000001;-999.0;0.001004;0.0004826000000000001;-999.0
823;-19.56436666666673;1.0620372222222223;0.001099;0.00039;10984.5;0.000412;0.0002383;-999.0;0.00013730000000000003;0.0001372;-999.0;0.0005493;0.0002744;-999.0
3267;-19.5779541666667;0.9808111111111111;0.003176;0.0007099999999999999;11395.6;0.000794;0.00036030000000000003;-999.0;0.001588;0.0004981;-999.0;0.000794;0.00036030000000000003;-999.0
825;-19.65414583333336;1.1025761111111112;0.002131;0.00055;11434.0;0.0004737;0.0002612;-999.0;0.001422;0.00044689999999999997;-999.0;0.0002369;0.00018559999999999998;-999.0
3265;-19.399254166666708;0.9209299999999999;0.001616;0.00042;13088.8;0.0008077999999999999;0.00029289999999999996;-999.0;0.0002693;0.00017130000000000002;-999.0;0.0005385;0.0002432;-999.0
827;-19.38838750000002;1.19621;0.052660000000000005;0.0028;2488.7;0.003098;0.0006829;-999.0;0.005850999999999999;-2.7969999999999997;0.02047;0.04958;0.002732;-999.0
828;-31.32005416666675;-0.08369666666666666;0.04902;0.001;46976.9;0.0155;0.00059;-999.0;0.01955;0.00066;-999.0;0.013969999999999998;0.00056;-999.0
829;-31.345066666666696;-0.04138888888888889;0.0009217;0.00016999999999999999;50664.0;0.0003457;0.000102;-999.0;0.0003457;0.000102;-999.0;0.00023040000000000002;8.5e-05;-999.0
830;-31.34755833333338;-0.0228025;0.00037400000000000004;0.00011999999999999999;52114.5;9.351e-05;5.914e-05;-999.0;0.0002182;9.429e-05;-999.0;6.234e-05;4.886e-05;-999.0
831;-31.37005833333336;-0.1629986111111111;0.00043469999999999994;0.00013000000000000002;49399.9;0.0002173;8.667e-05;-999.0;0.00018109999999999998;8.233e-05;-999.0;3.622e-05;3.64e-05;-999.0
832;-31.451895833333424;-0.11424722222222222;0.0006940000000000001;0.00016;48686.9;0.00028569999999999995;0.00010669999999999999;-999.0;0.0002449;9.333e-05;-999.0;0.0001633;8e-05;-999.0
833;-31.265579166666726;-0.0963536111111111;0.00033580000000000003;0.00011999999999999999;50395.5;0.0001492;7.765e-05;-999.0;3.731e-05;4.024e-05;-999.0;0.0001492;7.765e-05;-999.0
834;-31.346304166666755;0.018928888888888887;0.000487;0.00013000000000000002;53002.8;8.594e-05;5.37e-05;-999.0;0.0002005;7.913e-05;-999.0;0.0002005;7.913e-05;-999.0
835;-31.353454166666722;-0.18970916666666665;0.000562;0.00014;51072.1;0.00011240000000000001;6.173e-05;-999.0;0.00022480000000000002;8.909e-05;-999.0;0.00022480000000000002;8.909e-05;-999.0
836;-31.26883333333342;-0.13194944444444445;0.00035989999999999997;0.00011999999999999999;51179.7;0.0001636;8.211e-05;-999.0;0.0001309;6.947e-05;-999.0;6.546e-05;5.053e-05;-999.0
837;-31.423679166666716;0.0053236111111111106;0.0005576;0.00014;52243.1;0.000244;9.545e-05;-999.0;0.0001394;7e-05;-999.0;0.0001743;7.636e-05;-999.0
838;-31.410808333333364;-0.17842999999999998;0.0003164;0.00011;51116.3;0.0001757;8.412e-05;-999.0;7.029e-05;5.176e-05;-999.0;7.029e-05;5.176e-05;-999.0
839;-31.344858333333434;-0.19400277777777777;0.0007792999999999999;0.00016;49064.5;0.0002597;9.143e-05;-999.0;0.0002597;9.143e-05;-999.0;0.0002597;9.143e-05;-999.0
840;-31.383837500000084;0.02472861111111111;0.00045650000000000004;0.00013000000000000002;51967.5;0.0002282;9.286e-05;-999.0;9.782e-05;5.943e-05;-999.0;0.0001304;6.81e-05;-999.0
841;-31.442245833333345;-0.16272055555555553;0.0002945;0.00011;53269.4;5.889e-05;4.982e-05;-999.0;5.889e-05;4.982e-05;-999.0;0.00017669999999999999;8.412e-05;-999.0
842;-31.449866666666708;-0.1815908333333333;0.0004516999999999999;0.00013000000000000002;53235.1;0.0002053;8.667e-05;-999.0;0.00016419999999999998;7.944e-05;-999.0;8.215e-05;5.633e-05;-999.0
843;-31.22615833333333;-0.06930611111111111;0.0009699999999999999;0.00018;52007.2;0.0002676;9.29e-05;-999.0;0.0003679;0.0001103;-999.0;0.0003345;0.00010449999999999999;-999.0
844;-31.45285833333338;-0.19032055555555555;0.0007301;0.00016;51561.8;0.00031289999999999996;0.00010180000000000001;-999.0;0.0002607;9.455e-05;-999.0;0.0001564;7.273e-05;-999.0
845;-31.29804583333339;0.0418725;0.0006767;0.00016;52549.7;0.0002786;0.00010429999999999999;-999.0;0.0001592;7.652e-05;-999.0;0.00023879999999999998;9.739e-05;-999.0
846;-31.458120833333396;0.020314166666666668;0.0005687;0.00015;48870.1;8.749e-05;5.864e-05;-999.0;0.000175;8.182e-05;-999.0;0.00030619999999999996;0.0001091;-999.0
847;-31.299508333333392;0.05411083333333334;0.002268;0.00026000000000000003;52420.3;0.0005205;0.0001261;-999.0;0.0009291000000000001;0.0001655;-999.0;0.0008179;0.00015759999999999998;-999.0
848;-31.385454166666705;-0.23754722222222222;0.0003429;0.00011999999999999999;53418.2;0.0003429;0.00011999999999999999;-999.0;0.0001405;-0.1199;0.0002061;0.0001237;-0.1199;0.0002061
849;-31.312191666666763;0.07531916666666666;0.001228;0.0002;51882.3;0.0004335;0.00011999999999999999;-999.0;0.0004335;0.00011999999999999999;-999.0;0.0003612;0.00010400000000000001;-999.0
850;-31.393850000000043;0.08313638888888888;0.001142;0.00022;32953.0;0.00038080000000000004;0.00012570000000000002;-999.0;0.0005077;0.0001493;-999.0;0.0002539;0.00010209999999999999;-999.0
851;-31.28907916666674;0.07217666666666667;0.00041799999999999997;0.00013000000000000002;52012.5;0.0001254;6.842e-05;-999.0;0.00018580000000000002;-0.1299;0.0002766;0.0002926;0.00010949999999999999;-999.0
852;-31.279529166666748;0.06798472222222222;0.0003839;0.00013000000000000002;52167.0;3.199e-05;3.714e-05;-999.0;0.00022400000000000002;9.905e-05;-999.0;0.000128;7.429e-05;-999.0
853;-31.445512500000063;0.07291777777777778;0.004761;0.00042;22496.9;0.001666;0.0002465;-999.0;0.002143;0.000283;-999.0;0.0009524;0.00019169999999999997;-999.0
854;-31.403050000000064;0.09187416666666666;0.003912;0.00039;22999.5;0.0009779;0.00019180000000000003;-999.0;0.001761;0.00026210000000000003;-999.0;0.001173;0.00021099999999999998;-999.0
855;-31.22494583333338;-0.2054513888888889;0.0009007999999999999;0.00018999999999999998;51721.2;0.0005297999999999999;0.0001462;-999.0;0.00026489999999999993;0.00010229999999999999;-999.0;0.000106;6.431e-05;-999.0
856;-31.172450000000026;-0.04847944444444444;0.0007298;0.00016999999999999999;52464.8;0.00013680000000000002;7.48e-05;-999.0;0.0003649;0.0001224;-999.0;0.00022810000000000001;9.52e-05;-999.0
857;-31.255804166666735;-0.2697511111111111;0.0005792999999999999;0.00016999999999999999;44461.9;0.0001159;7.48e-05;-999.0;0.0002897;0.0001224;-999.0;0.00017380000000000002;9.52e-05;-999.0
858;-31.14874583333335;-0.08643805555555555;0.0011769999999999999;0.00022;50968.8;0.0001535;8e-05;-999.0;0.0005629;0.0001533;-999.0;0.0004606;0.00014;-999.0
859;-31.16736666666668;-0.18717083333333331;0.0007367999999999999;0.00018;50364.5;0.0003438;0.00012670000000000002;-999.0;0.0003438;0.00012670000000000002;-999.0;4.911e-05;4.733e-05;-999.0
860;20.61393749999999;0.6226644444444445;0.0016059999999999998;0.00043;13098.3;0.0001606;0.00013759999999999998;-999.0;0.0006424;0.00026660000000000003;-999.0;0.0008029999999999999;0.000301;-999.0
861;20.526324999999986;0.6284083333333333;0.00158;0.00043;12536.7;0.00017549999999999998;0.00014330000000000001;-999.0;0.0005265;0.00025289999999999997;-999.0;0.0008775;0.0003204;-999.0
862;20.520266666666657;0.6941511111111112;0.002444;0.0005099999999999999;13020.5;0.0008145;0.0002914;-999.0;0.0006519;0.0002611;-999.0;0.0009779;0.0003218;-999.0
863;20.511775;0.6236608333333333;0.0015429999999999999;0.00042;13189.7;0.0015429999999999999;0.00042;-999.0;0.00041160000000000003;-0.4196;0.001276;0.0006172999999999999;-0.4196;0.001276
864;20.709204166666666;0.7116497222222222;0.3605;0.0055;13639.3;0.1727;0.00386;-999.0;0.1505;0.0035700000000000003;-999.0;0.03728;0.001737;-999.0
865;20.472866666666675;0.7114588888888889;0.0017059999999999998;0.00045;12012.8;0.0006202000000000001;0.0002722;-999.0;0.0007752999999999999;0.0003056;-999.0;0.00031010000000000006;0.00019439999999999998;-999.0
866;20.628612500000003;0.8026422222222223;0.0029460000000000003;0.0006;13307.7;0.0003843;0.00021269999999999997;-999.0;0.001281;0.0003927;-999.0;0.001281;0.0003927;-999.0
867;20.580483333333348;0.5217572222222223;0.001032;0.00037;13364.5;0.0002065;0.0001669;-999.0;0.0006194;0.0002829;-999.0;0.0002065;0.0001669;-999.0
868;20.654408333333322;0.8041516666666667;0.001248;0.0004;13028.6;0.0005346;0.00025810000000000004;-999.0;0.00035639999999999994;0.0002129;-999.0;0.00035639999999999994;0.0002129;-999.0
869;20.686399999999992;0.5326427777777778;0.002579;0.00057;13614.1;0.001934;0.000496;-999.0;0.0006447;0.0002887;-999.0;0.0007366;-0.5694;0.001422
870;20.584045833333334;0.8239416666666667;0.0011769999999999999;0.0004;13347.7;0.0005045;0.00025810000000000004;-999.0;0.0005045;0.00025810000000000004;-999.0;0.0001682;0.0001484;-999.0
871;20.645604166666658;0.8172477777777778;0.00118;0.0004;13427.9;0.0007865;0.0003235;-999.0;0.00039339999999999997;0.0002294;-999.0;0.0001686;-0.3996;0.0008648999999999999
872;20.787450000000007;0.5525300000000001;0.061079999999999995;0.003;2974.3;0.0188;0.001645;-999.0;0.032889999999999996;0.002226;-999.0;0.009396;0.001161;-999.0
873;28.0566125;0.3339872222222222;0.002774;0.0009400000000000001;4368.4;0.001982;0.0008294000000000001;-999.0;0.0003964;0.0003649;-999.0;0.0003964;0.0003649;-999.0
874;28.066900000000004;0.09797583333333333;0.004843;0.0013;3369.6;0.0034590000000000003;-1.2990000000000002;0.006398;0.0009686;0.000585;-999.0;0.003875;0.00117;-999.0
875;28.16308749999999;0.15912944444444443;0.01239;0.0022;1720.3;0.009289;0.001925;-999.0;0.003097;0.0011;-999.0;0.009909000000000001;-2.198;0.02044
876;-15.191333333333375;-0.7137199999999999;0.020130000000000002;0.0025;3608.6;0.005193;0.001286;-999.0;0.01039;0.001786;-999.0;0.004543999999999999;0.001143;-999.0
877;-15.329033333333427;-0.7161569444444444;0.0030399999999999997;0.0011;4174.5;0.0015199999999999999;0.0007332999999999999;-999.0;0.001013;0.0006111000000000001;-999.0;0.0005068000000000001;0.00044;-999.0
878;50.93177916666667;-1.1966216666666667;0.01176;0.0013;7902.1;0.006722;0.001011;-999.0;0.004561;0.0008667;-999.0;0.00048019999999999996;0.0002672;-999.0
879;50.95992083333334;-1.2011169444444445;0.002624;0.0006900000000000001;7711.1;0.0004772;0.0002957;-999.0;0.001193;0.0004625;-999.0;0.0009542;0.000417;-999.0
880;50.98622916666665;-1.1415213888888889;0.07972;0.0034;7646.8;0.026119999999999997;0.001889;-999.0;0.029;0.001983;-999.0;0.02459;0.001889;-999.0
881;50.816925;-1.1006033333333334;0.001053;0.00045;8205.2;0.0003449;-0.4496;0.001394;0.0006316;0.0003475;-999.0;0.00042110000000000004;0.00028480000000000004;-999.0
882;50.95996249999999;-1.0596472222222222;0.001376;0.0005200000000000001;8133.2;0.0005502999999999999;0.00032910000000000003;-999.0;0.0002751;0.00023040000000000002;-999.0;0.0005502999999999999;0.00032910000000000003;-999.0
883;50.95601666666664;-1.034696388888889;0.002226;0.00065;7759.5;0.001114;0.0004745;-999.0;0.0005567;0.000338;-999.0;0.0005567;0.000338;-999.0
884;51.02462916666667;-1.2077063888888888;0.002165;0.00065;7904.8;0.001082;0.0004604;-999.0;0.0007215;0.0003724;-999.0;0.0003608;0.0002641;-999.0
885;50.95832083333332;-1.0156316666666667;0.0041789999999999996;0.00088;6929.3;0.001741;0.0005572999999999999;-999.0;0.001741;0.0005572999999999999;-999.0;0.0006965;0.000352;-999.0
886;50.97108750000001;-1.2797130555555556;0.002341;0.0006900000000000001;7625.2;0.00156;0.0005727;-999.0;0.00039019999999999994;0.0002898;-999.0;0.00039019999999999994;0.0002898;-999.0
887;50.73519583333331;-1.1364780555555556;0.0024649999999999997;0.00073;6007.9;0.0009862999999999999;0.00047780000000000007;-999.0;0.0009862999999999999;0.00047780000000000007;-999.0;0.0004928999999999999;0.0003385;-999.0
888;50.73683333333332;-1.2660113888888889;0.004083;0.0009699999999999999;5560.9;0.001531;0.0005941;-999.0;0.001531;0.0005941;-999.0;0.001021;0.00048499999999999997;-999.0
889;51.13464999999999;-1.2009825;0.030639999999999997;0.003;1970.4;0.01149;-2.997;0.0673;0.02043;0.002382;-999.0;0.01022;0.0016760000000000002;-999.0
