,OBJID,RA,DEC,NH,ENERGY_SLOPE,ENERGY_SLOPE_ERROR,EXPOSURE_TIME,nufnu_3keV(erg.s-1.cm-2),nufnu_error_3keV(erg.s-1.cm-2),nufnu_0.5keV(erg.s-1.cm-2),nufnu_error_0.5keV(erg.s-1.cm-2),upper_limit_0.5keV(erg.s-1.cm-2),nufnu_1.5keV(erg.s-1.cm-2),nufnu_error_1.5keV(erg.s-1.cm-2),upper_limit_1.5keV(erg.s-1.cm-2),nufnu_4.5keV(erg.s-1.cm-2),nufnu_error_4.5keV(erg.s-1.cm-2),upper_limit_4.5keV(erg.s-1.cm-2),OBJID,ALPHA_J2000,DELTA_J2000,MAG_AUTO,MAGERR_AUTO,CLASS_STAR,FLUX_RADIUS,FLAGS
285,873,28.0566125,0.3339872222222222,2.93e+20,0.8,-999/-999,4368.4,3.837e-14,1.3002100000000002e-14,4.89574e-14,2.0487e-14,-999.0,1.40877e-14,1.2968199999999998e-14,-999.0,2.1362799999999998e-14,1.9665200000000006e-14,-999.0,12211228,28.056569808747952,0.33413031261875387,22.703765869140625,0.04978194087743759,0.11995138972997665,3.4623589515686035,3
286,874,28.066900000000004,0.09797583333333333,3e+20,0.8,-999/-999,3369.6,6.714819999999998e-14,1.80245e-14,8.59008e-14,-3.22594e-11,1.58888e-13,3.445209999999999e-14,2.08079e-14,-999.0,2.0885500000000002e-13,6.30607e-14,-999.0,12190821,28.067981472185064,0.09838579066481631,21.7536678314209,0.023399459198117256,0.9435116648674011,2.7632970809936523,2
287,875,28.16308749999999,0.15912944444444446,3e+20,0.8,-999/-999,1720.3,1.7178699999999998e-13,3.0503e-14,2.30683e-13,4.78054e-14,-999.0,1.1015699999999999e-13,3.91259e-14,-999.0,5.34075e-13,-1.18468e-10,1.10168e-12,12383568,28.163495363356795,0.15838517834001004,21.32901382446289,0.016678951680660248,0.8051828145980835,2.6509883403778076,3
288,876,-15.191333333333375,-0.7137199999999999,4.18e+20,1.038,+0.25/-0.19,3608.6,2.36266e-13,2.93425e-14,1.4815599999999996e-13,3.66896e-14,-999.0,3.67172e-13,6.31155e-14,-999.0,2.29404e-13,5.77044e-14,-999.0,1078125,-15.191935274610216,-0.7141817733125425,17.952484130859375,0.0022328991908580065,0.028749946504831314,5.90849494934082,0
289,877,-15.329033333333427,-0.7161569444444444,4.24e+20,0.8,-999/-999,4174.5,4.38946e-14,1.58829e-14,4.1441300000000004e-14,1.99927e-14,-999.0,3.65663e-14,2.20589e-14,-999.0,2.73687e-14,2.37613e-14,-999.0,1077587,-15.329202882677805,-0.7154245879830196,20.9644832611084,0.011378313414752483,0.9827284216880798,2.44980788230896,0
290,890,-22.82682500000004,0.3719386111111111,4.69e+20,0.8,-999/-999,5957.9,2.84348e-14,9.95656e-15,2.7352300000000004e-14,1.34113e-14,-999.0,3.5230300000000014e-14,1.7274e-14,-999.0,0.0,-3.67107e-11,8.657530000000002e-14,2490662,-22.826529421481496,0.3716355832880268,19.231014251708984,0.00398264592513442,0.976008415222168,2.623931884765625,0
291,891,-22.71088333333336,0.2479461111111111,4.74e+20,0.8,-999/-999,6320.9,6.393500000000002e-14,1.4664e-14,1.3700200000000001e-14,9.2381e-15,-999.0,1.7592700000000004e-14,1.18628e-14,-999.0,1.8327e-13,4.6841699999999996e-14,-999.0,2477591,-22.71033060426231,0.24704336817814015,15.779125213623047,0.0003000991709996015,0.0286724716424942,7.093389511108398,4
292,931,27.773079166666665,-0.5734155555555556,2.6e+20,0.8,-999/-999,930.6,1.94322e-13,5.88025e-14,1.14067e-13,6.05486e-14,-999.0,3.3545e-13,1.23511e-13,-999.0,0.0,-2.314e-10,8.44049e-13,10913293,27.772592770855503,-0.5738443314278465,23.76373863220215,0.12216725945472717,0.6483614444732666,4.456209182739258,0
293,935,-4.918270833333395,-0.9853325000000001,3.39e+20,0.8,-999/-999,5261.8,1.1225799999999999e-13,2.1072e-14,1.3901400000000004e-13,3.2700200000000004e-14,-999.0,2.28447e-14,1.5287e-14,-999.0,1.0338599999999999e-13,3.8949000000000004e-14,-999.0,6318227,-4.9173802177102175,-0.9856129838623336,18.812631607055664,0.0029809381812810898,0.23350907862186432,2.6530654430389404,0
294,936,-4.855416666666656,-0.7424358333333333,3.41e+20,0.8,-999/-999,5111.9,2.63166e-14,1.05435e-14,2.39808e-14,1.3294799999999998e-14,-999.0,1.6724099999999994e-14,1.3182e-14,-999.0,2.52353e-14,1.98905e-14,-999.0,6120778,-4.855367816540138,-0.7429563350614884,24.986038208007812,0.22625169157981873,0.48895928263664246,2.0108420848846436,0
295,6305,6.955395833333341,-1.1182463888888892,2.38e+20,0.8,-999/-999,61097.1,8.57425e-15,1.89966e-15,2.71888e-15,1.40795e-15,-999.0,8.11002e-15,2.99651e-15,-999.0,1.54643e-14,5.18258e-15,-999.0,15587678,6.954844150566323,-1.1177842614786249,23.29173469543457,0.07820841670036316,0.9446388483047485,1.9457273483276367,0
296,6306,6.947254166666652,-1.1166924999999999,2.38e+20,0.84,+0.26/-0.19,59549.9,1.98748e-14,2.622e-15,1.4051900000000001e-14,2.93532e-15,-999.0,1.87638e-14,4.06104e-15,-999.0,2.09282e-14,5.3266e-15,-999.0,15587856,6.947507124723474,-1.1165979791133562,20.636512756347656,0.008459702134132385,0.029939886182546616,2.986414670944214,0
297,6307,6.996808333333321,-1.0891019444444443,2.39e+20,0.8,-999/-999,59245.2,2.05359e-14,2.7146e-15,1.05338e-14,2.6523800000000003e-15,-999.0,2.7225599999999998e-14,5.0849299999999996e-15,-999.0,1.59707e-14,4.73845e-15,-999.0,15590774,6.996480605700735,-1.089245235947172,20.089256286621094,0.006982107181102037,0.028807463124394417,3.8217520713806152,3
298,6308,6.917112500000003,-1.0910891666666669,2.38e+20,0.8,-999/-999,61229.2,6.3747199999999996e-15,1.6282800000000001e-15,3.33648e-15,1.57122e-15,-999.0,3.31815e-15,1.9207000000000002e-15,-999.0,1.26536e-14,4.73836e-15,-999.0,15590348,6.91763044112192,-1.0910245630028546,22.81039047241211,0.04398909956216812,0.9541966915130615,1.7183011770248413,0
299,6309,6.910408333333322,-1.0816338888888888,2.38e+20,0.8,-999/-999,59966.7,9.28934e-15,1.89966e-15,3.88783e-15,1.65641e-15,-999.0,8.699639999999999e-15,3.0893599999999998e-15,-999.0,1.47428e-14,4.711440000000001e-15,-999.0,15591325,6.910819600647966,-1.0814889421935439,22.49237823486328,0.03459176793694496,0.02453519217669964,2.367659330368042,0
300,6310,6.8672208333333336,-1.1417933333333332,2.38e+20,0.8,-999/-999,59887.5,7.54029e-15,1.7639700000000001e-15,5.75248e-15,2.10482e-15,-999.0,7.35798e-15,2.8990600000000002e-15,-999.0,5.61065e-15,3.09447e-15,-999.0,15585245,6.8667135787348945,-1.1412505563672275,20.803125381469727,0.006840221583843231,0.9817855358123779,1.842269778251648,0
301,6311,6.87659583333334,-1.1092919444444445,2.38e+20,0.8,-999/-999,59923.5,4.95268e-15,1.49259e-15,3.98722e-15,1.8374300000000004e-15,-999.0,3.96498e-15,2.1932700000000002e-15,-999.0,4.53698e-15,2.8920100000000002e-15,-999.0,15589033,6.876502075609882,-1.1104869157560984,18.267364501953125,0.0030898593831807375,0.028622422367334366,9.737710952758789,0
302,944,7.059233333333339,-1.1322972222222225,2.38e+20,0.8,-999/-999,58070.4,5.24713e-15,1.49259e-15,3.05016e-15,1.50686e-15,-999.0,5.46199e-15,2.45278e-15,-999.0,5.5514200000000006e-15,3.0864000000000002e-15,-999.0,15586285,7.057866416632656,-1.1313190128518782,24.197717666625977,0.1320776343345642,0.3785741627216339,2.1842682361602783,0
303,6315,6.85474583333334,-1.0870380555555554,2.39e+20,0.8,-999/-999,58962.6,5.2378199999999996e-15,1.4930300000000001e-15,2.49371e-15,1.40032e-15,-999.0,1.2387399999999999e-15,1.1896599999999999e-15,-999.0,1.3219200000000001e-14,4.81222e-15,-999.0,15590616,6.854623529204571,-1.0883683129102553,25.5612850189209,0.27309510111808777,0.39295440912246704,1.3803359270095825,0
304,6316,6.931941666666661,-1.0348475,2.39e+20,0.8,-999/-999,51693.4,6.07256e-15,1.62876e-15,1.0593e-15,8.840489999999997e-16,-999.0,1.1056200000000003e-14,3.5312e-15,-999.0,4.81868e-15,2.83607e-15,-999.0,15596309,6.931873413341696,-1.0345324186138347,21.33680534362793,0.02435256913304329,0.011476410552859306,4.786139965057373,0
305,6322,6.81787083333333,-1.1208580555555556,2.39e+20,0.8,-999/-999,60173.5,1.24695e-14,2.17168e-15,1.08795e-14,2.67843e-15,-999.0,8.11117e-15,2.82496e-15,-999.0,1.23684e-14,4.30768e-15,-999.0,15587329,6.81659898551701,-1.1215346088091387,22.75607681274414,0.04613099247217178,0.0006321161054074764,3.1798768043518066,0
306,6327,6.824770833333332,-1.0721686111111108,2.39e+20,0.8,-999/-999,38206.7,1.06209e-14,2.30741e-15,9.266769999999999e-15,2.89868e-15,-999.0,1.10527e-14,3.84195e-15,-999.0,4.213450000000001e-15,2.8926100000000007e-15,-999.0,15592337,6.824801441737316,-1.071386931214279,24.12571144104004,0.13905341923236847,0.5727243423461914,2.1812186241149902,0
307,962,6.801358333333327,-1.076865277777778,2.39e+20,0.361,+0.28/-0.21,27147.0,2.83031e-14,4.2770800000000005e-15,9.83321e-15,2.7516600000000002e-15,-999.0,1.66696e-14,4.6646999999999995e-15,-999.0,3.63757e-14,8.77581e-15,-999.0,15591796,6.801287795389692,-1.0774343252712444,21.07511329650879,0.011458235792815685,0.07114531099796295,2.5871663093566895,0
308,972,-16.482095833333346,0.9060852777777778,5.2e+20,0.765,+0.21/-0.17,8489.4,1.73456e-13,1.9849700000000002e-14,1.217e-13,2.21633e-14,-999.0,1.35651e-13,2.68776e-14,-999.0,1.88816e-13,3.8402e-14,-999.0,1200365,-16.481666206266823,0.9058646078269997,20.031896591186523,0.0052009522914886475,0.904174268245697,2.75183367729187,0
309,974,-16.502529166666704,0.8772963888888891,5.22e+20,0.8,-999/-999,8719.2,4.12065e-14,1.01157e-14,1.87104e-14,9.28642e-15,-999.0,4.67065e-14,1.6349100000000005e-14,-999.0,4.6103800000000004e-14,1.99202e-14,-999.0,1197736,-16.503453983481336,0.8769276740837375,23.813690185546875,0.07382367551326752,0.4925910532474518,2.338515281677246,0
310,976,-16.284370833333412,0.7738711111111112,5.06e+20,0.294,+0.10/-0.09,1616.6,1.02214e-12,6.731339999999999e-14,1.59018e-13,-8.36976e-11,2.0938400000000007e-12,9.466399999999999e-13,9.043150000000001e-14,-999.0,1.52231e-12,1.45425e-13,-999.0,1190106,-16.285469959484885,0.7725891765458321,24.463897705078125,0.16120702028274536,0.6061193943023682,2.403933048248291,0
311,978,-16.618050000000096,0.8068855555555556,5.32e+20,0.315,+0.12/-0.11,3584.8,8.88817e-13,6.49216e-14,2.2749699999999997e-13,3.73968e-14,-999.0,5.9691e-13,7.267389999999999e-14,-999.0,1.16666e-12,1.30773e-13,-999.0,1193428,-16.61915218569021,0.8070977648142373,16.248695373535156,0.00045499575207941234,0.028956035152077675,5.5526323318481445,0
312,1313,16.44883333333334,-0.6078569444444444,3.78e+20,0.8,-999/-999,11379.1,1.70179e-14,5.833890000000001e-15,3.93933e-15,3.75224e-15,-999.0,1.60976e-14,8.996540000000002e-15,-999.0,3.2270499999999996e-14,1.5671100000000005e-14,-999.0,8595136,16.448669207809516,-0.6080638053475901,24.327295303344727,0.1533612161874771,0.5156545639038086,3.3040270805358887,0
313,1314,16.349145833333324,-0.426975,3.63e+20,0.8,-999/-999,9098.3,2.5926999999999997e-14,7.08e-15,1.59014e-14,7.56898e-15,-999.0,4.3755800000000006e-14,1.4771600000000005e-14,-999.0,4.93921e-14,-2.69485e-11,1.08657e-13,8620494,16.348703579255293,-0.42741527753027425,18.717294692993164,0.001252107322216034,0.9975053071975708,2.000924587249756,0
314,4677,16.49074166666665,-0.3940255555555556,3.64e+20,0.8,-999/-999,10438.0,1.7336700000000006e-14,6.09052e-15,7.981560000000001e-15,-1.12018e-11,3.5097e-14,2.19419e-14,1.07881e-14,-999.0,3.302940000000001e-14,1.62396e-14,-999.0,8624884,16.491130367156178,-0.39436102018866154,20.689180374145508,0.006245370954275131,0.9655190110206604,2.1204822063446045,2
315,1315,16.43697499999999,-0.3762202777777778,3.62e+20,0.8,-999/-999,7716.5,5.03635e-14,9.908499999999999e-15,1.85291e-14,8.16978e-15,-999.0,1.0205e-13,2.2197900000000002e-14,-999.0,9.5977e-14,-3.77272e-11,2.540510000000001e-13,8627254,16.437258613344436,-0.37549616218844356,25.765165328979492,0.2560769021511078,0.48222142457962036,1.284174919128418,0
316,1316,16.270645833333333,-0.5179916666666667,3.68e+20,0.8,-999/-999,5928.9,6.62346e-14,1.14882e-14,2.4421700000000002e-14,9.62953e-15,-999.0,6.69469e-14,1.87466e-14,-999.0,1.00736e-13,2.82082e-14,-999.0,8607924,16.26960758987023,-0.5176622763236376,20.513540267944336,0.009289820678532124,0.02854742668569088,4.567513942718506,2
317,1317,16.584404166666673,-0.4977122222222222,3.71e+20,0.8,-999/-999,9975.1,6.512160000000001e-14,1.12156e-14,3.43639e-14,1.06997e-14,-999.0,5.875509999999998e-14,1.62957e-14,-999.0,8.83832e-14,2.45131e-14,-999.0,8807213,16.584592280191227,-0.4974702958497666,20.689285278320312,0.006058893632143736,0.9208977818489075,2.2677836418151855,0
318,4682,16.48700416666665,-0.6957461111111112,3.89e+20,0.8,-999/-999,7615.7,6.95293e-14,1.27092e-14,9.24e-14,1.99917e-14,-999.0,2.5001099999999998e-14,1.22148e-14,-999.0,3.753819999999998e-14,1.834e-14,-999.0,8583640,16.48667609409555,-0.6952394235640625,25.702016830444336,0.2257164865732193,0.4978407621383667,1.585619330406189,0
319,1011,-19.331945833333407,0.8388261111111112,5.36e+20,0.8,-999/-999,3503.8,3.16686e-14,1.46392e-14,6.26651e-14,-2.89383e-11,1.03575e-13,1.9386900000000003e-14,1.79237e-14,-999.0,8.60174e-14,4.67794e-14,-999.0,1736828,-19.330663912496163,0.8392931026715829,23.526866912841797,0.09895690530538559,0.0015211228746920824,3.143939256668091,0
320,1012,-19.50614166666668,0.8085944444444445,5.31e+20,0.8,-999/-999,3417.4,3.4873599999999996e-14,1.4916e-14,1.14782e-14,1.20378e-14,-999.0,5.69924e-14,3.019970000000001e-14,-999.0,2.10804e-14,2.21082e-14,-999.0,1834988,-19.5059792678,0.8085916756767267,23.805009841918945,0.11651689559221268,0.34663474559783936,2.77321720123291,0
321,1057,-31.727533333333387,-0.7087258333333333,7.51e+20,0.856,+0.06/-0.05,4436.6,3.39443e-12,1.06456e-13,2.2561e-12,1.3011099999999996e-13,-999.0,3.42835e-12,1.67234e-13,-999.0,3.5568199999999998e-12,2.04576e-13,-999.0,3730318,-31.727741030746643,-0.7085178664215651,17.837966918945312,0.001085330848582089,0.9484354853630066,2.2425854206085205,3
322,1058,-31.752287500000023,-0.5917147222222222,7.38e+20,0.8,-999/-999,4946.7,3.4776199999999994e-14,1.2634399999999999e-14,1.86923e-14,1.35796e-14,-999.0,3.09386e-14,1.8234200000000003e-14,-999.0,4.4817e-14,2.64137e-14,-999.0,3743120,-31.75216956190826,-0.5919312064160397,25.10338020324707,0.1884833723306656,0.6174969673156738,1.6904296875,0
323,1059,-31.675833333333397,-0.6116861111111109,7.42e+20,0.8,-999/-999,4567.5,4.33668e-14,1.4229e-14,4.67015e-14,2.0974799999999998e-14,-999.0,2.57089e-14,1.63496e-14,-999.0,3.72211e-14,2.36743e-14,-999.0,3741128,-31.67547369568115,-0.6115401316373061,22.218706130981445,0.03665344417095184,0.02276759035885334,3.289396047592163,0
324,1060,-31.64963750000004,-0.6992661111111111,7.54e+20,0.8,-999/-999,4429.8,4.87506e-14,1.5224600000000005e-14,5.2736e-14,2.27825e-14,-999.0,2.8853199999999996e-14,1.7716499999999995e-14,-999.0,4.17289e-14,2.5622500000000003e-14,-999.0,3731011,-31.648123342005988,-0.6996607435574822,24.60845375061035,0.1519739329814911,0.7700487971305847,1.8107943534851074,0
325,1061,-31.83643750000005,-0.7485241666666667,7.4e+20,0.8,-999/-999,4951.9,4.7245e-14,1.48529e-14,3.388180000000001e-14,1.77517e-14,-999.0,2.4894e-14,1.64398e-14,-999.0,7.21288e-14,3.40129e-14,-999.0,3726333,-31.83698216172411,-0.7491850122776067,17.34178352355957,0.0013172082835808396,0.6665022969245911,3.028947591781616,0
326,1062,-31.906095833333378,-0.6779830555555555,7.32e+20,0.8,-999/-999,4947.1,3.42503e-14,1.34036e-14,2.75483e-14,1.7563e-14,-999.0,4.06577e-14,2.12161e-14,-999.0,1.47332e-14,1.58891e-14,-999.0,3733665,-31.90565055860816,-0.6772487741954549,24.25592803955078,0.16324038803577423,0.012751967646181583,2.661621570587158,0
327,1085,25.659895833333334,0.08808916666666666,2.87e+20,0.8,-999/-999,879.0,3.8869200000000003e-13,8.143769999999999e-14,2.3088699999999997e-13,8.31499e-14,-999.0,3.33512e-13,1.2010799999999999e-13,-999.0,5.06053e-13,1.82246e-13,-999.0,11598851,25.66029774655037,0.087457100126539,16.454504013061523,0.0008730128756724298,0.030485054478049278,10.956524848937988,0
328,1086,25.79724166666665,0.011108055555555557,2.82e+20,0.8,-999/-999,1010.4,1.43312e-13,5.2363999999999997e-14,4.24674e-14,3.74957e-14,-999.0,1.23054e-13,7.8688e-14,-999.0,2.80186e-13,1.4505e-13,-999.0,11590874,25.79829807373461,0.010902970197264418,25.06536293029785,0.2307681143283844,0.47095489501953125,2.034433603286743,0
329,1117,13.670887499999992,0.019090555555555555,2.92e+20,0.8,-999/-999,1398.8,4.2697799999999997e-13,7.05177e-14,4.57092e-13,9.77368e-14,-999.0,2.74295e-13,9.16803e-14,-999.0,2.49623e-13,1.06704e-13,-999.0,8672012,13.671634754710244,0.019676153268434745,17.56143569946289,0.0007085121469572186,0.9940750598907471,2.096186876296997,2
330,1118,13.649654166666664,-0.032966666666666665,2.93e+20,0.8,-999/-999,1553.9,7.97138e-14,3.181359999999999e-14,8.53914e-14,-5.67629e-11,1.5695e-13,1.02423e-13,5.7893e-14,-999.0,1.55317e-13,8.77901e-14,-999.0,8667480,13.650390521065622,-0.03302275666842844,20.657262802124023,0.007166970055550337,0.931969940662384,2.1304867267608643,2
331,1121,11.475816666666674,-0.8599336111111111,2.29e+20,0.8,-999/-999,3115.3,3.9493e-14,1.623e-14,1.7149e-14,1.4097e-14,-999.0,2.57428e-14,2.1161400000000002e-14,-999.0,7.8602e-14,4.5718400000000004e-14,-999.0,7747373,11.475957943809142,-0.860779344572004,23.927570343017578,0.11962386220693588,0.22500033676624298,2.4264156818389893,0
332,1122,11.576083333333347,-0.7362474999999999,2.19e+20,0.8,-999/-999,2753.7,1.1193199999999999e-13,2.6951999999999998e-14,8.60605e-14,3.01631e-14,-999.0,9.75436e-14,3.93838e-14,-999.0,9.93683e-14,5.06639e-14,-999.0,7759642,11.577467050625252,-0.7360914473904724,18.64634132385254,0.0014130522031337023,0.9845420122146606,2.2782015800476074,0
333,1123,11.389116666666665,-0.9694794444444444,2.31e+20,0.8,-999/-999,3061.1,1.69323e-13,3.2484e-14,2.02375e-13,4.65934e-14,-999.0,8.27622e-14,3.598360000000001e-14,-999.0,8.415039999999998e-14,4.52248e-14,-999.0,7514321,11.389509668566273,-0.9690832826083046,18.01985740661621,0.0011768992990255356,0.6964154243469238,3.1031601428985596,0
334,1223,5.504358333333329,0.11632333333333332,2.76e+20,1.421,+0.12/-0.11,5896.2,4.2927299999999996e-13,2.43068e-14,7.61294e-13,6.158999999999998e-14,-999.0,7.39112e-13,6.83261e-14,-999.0,3.5653e-13,5.5929e-14,-999.0,15701006,5.5039726516194385,0.11611631230931946,18.09370231628418,0.002132477704435587,0.028687171638011932,6.216695785522461,0
335,1224,5.373470833333329,0.10682027777777778,2.78e+20,0.8,-999/-999,6053.6,2.08066e-14,8.66943e-15,1.47613e-14,9.36804e-15,-999.0,1.07244e-14,9.752349999999999e-15,-999.0,3.25752e-14,2.0673400000000002e-14,-999.0,15699515,5.374206623788631,0.10693709134529274,21.28249168395996,0.0169490035623312,0.021645667031407356,4.536439418792725,0
336,1226,5.564345833333333,0.02272416666666667,2.73e+20,0.8,-999/-999,6009.4,4.75163e-14,1.27754e-14,2.80421e-14,1.29047e-14,-999.0,4.08796e-14,1.88124e-14,-999.0,6.211789999999999e-14,2.8586099999999996e-14,-999.0,15690740,5.563969512466959,0.022717363819703736,20.513154983520508,0.007702033035457134,0.9222399592399597,2.3782200813293457,2
337,1227,5.580670833333329,0.020666388888888887,2.73e+20,0.8,-999/-999,6043.9,2.03857e-14,8.92905e-15,1.2031600000000001e-14,-1.57916e-11,4.7644800000000006e-14,1.75396e-14,-2.30209e-11,6.94563e-14,7.99505e-14,3.5018699999999987e-14,-999.0,15690577,5.580845915547565,0.022118154077049996,25.41544532775879,0.19181859493255615,0.46344736218452454,1.7206557989120483,0
338,1228,5.558591666666672,-0.020212222222222218,2.74e+20,0.8,-999/-999,5860.1,2.5999900000000002e-14,1.00317e-14,7.67684e-15,7.5527e-15,-999.0,2.2360400000000006e-14,1.5531e-14,-999.0,5.09981e-14,2.88393e-14,-999.0,15686558,5.5581617915559445,-0.01979626465194702,21.790264129638672,0.01930925063788891,0.8956853151321411,2.377556085586548,0
339,1229,5.299104166666666,0.028336666666666663,2.78e+20,0.8,-999/-999,5987.0,3.55171e-14,1.22473e-14,2.1014e-14,1.28716e-14,-999.0,3.05342e-14,1.8702900000000003e-14,-999.0,4.63737e-14,2.8405e-14,-999.0,15691175,5.300240137241944,0.028182416295878074,24.6154842376709,0.198210209608078,0.6491406559944153,2.6894333362579346,0
340,1239,-37.156637500000045,0.7075516666666666,3.75e+20,0.836,+0.09/-0.08,10934.2,4.77273e-13,2.48436e-14,3.0811399999999997e-13,2.72613e-14,-999.0,4.834279999999998e-13,3.98623e-14,-999.0,5.038949999999998e-13,5.0389499999999996e-14,-999.0,4724571,-37.1565335769526,0.7077461106142631,23.945016860961914,0.09384316951036453,0.1516377478837967,1.8143390417099,0
341,1240,-37.157200000000046,0.6629672222222223,3.73e+20,0.8,-999/-999,11814.1,2.2303400000000003e-14,6.53476e-15,2.0607e-14,8.513200000000001e-15,-999.0,9.38595e-15,6.76319e-15,-999.0,2.8237299999999998e-14,1.424e-14,-999.0,4719205,-37.15665860194849,0.6634133445391699,22.770551681518555,0.07267926633358002,0.0028557158075273037,3.895258665084839,3
342,1241,-37.18721250000005,0.6699438888888889,3.73e+20,0.8,-999/-999,11700.8,3.88676e-14,8.23948e-15,1.43672e-14,6.84101e-15,-999.0,5.23475e-14,1.50799e-14,-999.0,3.9369199999999987e-14,1.6328299999999995e-14,-999.0,4720023,-37.18751716893905,0.6709156208391548,24.400848388671875,0.13095393776893616,0.4130226969718933,2.1465654373168945,0
343,1242,-37.227350000000065,0.7019277777777777,3.72e+20,0.8,-999/-999,10653.9,1.7169e-14,5.82241e-15,1.1891e-14,6.72064e-15,-999.0,1.08414e-14,7.35437e-15,-999.0,2.44596e-14,1.38243e-14,-999.0,4723762,-37.227706321651,0.7015177336521964,23.96323013305664,0.11761761456727982,0.09111785888671875,2.41556715965271,0
344,1244,-37.16190000000006,0.8284508333333334,3.78e+20,0.08800000000000001,+0.28/-0.21,11560.8,9.93511e-14,1.59468e-14,9.10886e-15,4.691040000000001e-15,-999.0,7.012569999999998e-14,1.6973400000000002e-14,-999.0,1.43157e-13,3.10237e-14,-999.0,4742603,-37.161766369917075,0.8279987299214543,24.222436904907227,0.1135370060801506,0.0010668531758710742,2.36444354057312,3
345,1245,-37.252200000000016,0.7433749999999999,3.72e+20,0.8,-999/-999,10955.7,4.0728500000000005e-14,8.80462e-15,3.7642900000000006e-14,1.1237799999999998e-14,-999.0,4.00365e-14,1.35464e-14,-999.0,1.7196700000000003e-14,1.0948299999999997e-14,-999.0,4730385,-37.25097046899754,0.7439209210241082,17.33978843688965,0.0007405334617942572,0.028655368834733963,4.475239276885986,0
346,1246,-37.179283333333395,0.6210413888888889,3.71e+20,0.8,-999/-999,10935.2,1.87116e-14,6.24668e-15,2.1583e-14,9.12964e-15,-999.0,5.90779e-15,5.69974e-15,-999.0,1.77792e-14,1.18708e-14,-999.0,4713257,-37.17914225149332,0.6215120048091688,23.498910903930664,0.06040872633457184,0.00040911859832704067,2.7168211936950684,0
347,1247,-37.289479166666695,0.6522430555555556,3.69e+20,0.8,-999/-999,6924.4,4.42949e-14,9.9316e-15,4.08822e-14,1.34922e-14,-999.0,2.79939e-14,1.30071e-14,-999.0,4.2118099999999996e-14,1.95698e-14,-999.0,4717965,-37.28860758569812,0.653197252639681,19.566587448120117,0.0022626041900366545,0.9834038615226746,1.6586947441101074,0
348,1248,-37.29917083333339,0.6679744444444444,3.69e+20,-0.019,+0.23/-0.18,6442.4,1.2435999999999999e-13,2.01861e-14,3.88231e-14,1.0984299999999998e-14,-999.0,5.19307e-14,-3.36773e-11,4.57945e-13,2.3396e-13,4.6958499999999995e-14,-999.0,4719763,-37.29949876663824,0.667770542930491,20.176956176757812,0.004872262943536043,0.6744584441184998,2.1627438068389893,0
349,1285,0.7379124999999931,-0.41352333333333335,3e+20,0.8,-999/-999,8050.2,6.51516e-14,1.20626e-14,1.59136e-14,7.87983e-15,-999.0,9.873949999999999e-14,2.36641e-14,-999.0,6.90972e-14,2.39954e-14,-999.0,7367286,0.7382098125710634,-0.4131082686517879,18.50518798828125,0.002026122296229005,0.6842771172523499,3.6164345741271973,0
350,1286,0.6507000000000005,-0.4564222222222222,3.05e+20,0.28300000000000003,+0.22/-0.17,8312.9,2.04559e-13,2.5619099999999997e-14,3.15267e-14,1.05841e-14,-999.0,1.65562e-13,3.0754e-14,-999.0,2.72023e-13,5.052990000000001e-14,-999.0,7363334,0.6510075575586908,-0.4568566248499847,17.86111068725586,0.0018984180642291903,0.029768329113721848,6.763122081756592,2
351,1287,0.7483291666666787,-0.2710841666666667,2.94e+20,0.8,-999/-999,7765.7,3.67926e-14,9.54753e-15,1.0953399999999998e-14,7.0452e-15,-999.0,3.15062e-14,1.4128700000000001e-14,-999.0,7.162380000000001e-14,2.6272800000000002e-14,-999.0,7380738,0.7485369396385446,-0.2721284282904218,22.635536193847656,0.05293900892138481,0.3048135042190552,3.0582640171051025,0
352,1288,0.5477541666666639,-0.3084625,2.95e+20,0.8,-999/-999,7316.2,3.04225e-14,8.858240000000003e-15,1.8118799999999998e-14,9.11632e-15,-999.0,1.30212e-14,9.19271e-15,-999.0,5.91745e-14,2.43866e-14,-999.0,7377392,0.5466935055827983,-0.30798554888093993,23.842180252075195,0.11876551061868668,0.6327776312828064,4.357294082641602,2
353,1289,0.5371250000000032,-0.29512055555555555,2.95e+20,0.8,-999/-999,5854.9,4.380680000000001e-14,1.0796e-14,6.52615e-14,1.78121e-14,-999.0,1.8751599999999998e-14,1.1091e-14,-999.0,8.52587e-14,-4.19934e-11,1.8776300000000001e-13,7378842,0.5367845693560572,-0.2951691994821649,18.746864318847656,0.001826859312132001,0.8406100273132324,2.8995556831359863,0
354,1292,0.4799250000000086,-0.35882194444444443,3.04e+20,1.4240000000000002,+0.12/-0.11,1980.4,2.7095100000000004e-13,2.0865299999999998e-14,8.06084e-13,-7.75049e-11,1.66177e-12,9.14936e-13,8.052239999999998e-14,-999.0,4.04152e-13,6.403819999999998e-14,-999.0,7372531,0.47946360074192335,-0.3587841723946507,18.868305206298828,0.0021218708716332912,0.18869157135486603,3.3652749061584473,2
