,OBJID,RA,DEC,NH,ENERGY_SLOPE,ENERGY_SLOPE_ERROR,EXPOSURE_TIME,nufnu_3keV(erg.s-1.cm-2),nufnu_error_3keV(erg.s-1.cm-2),nufnu_0.5keV(erg.s-1.cm-2),nufnu_error_0.5keV(erg.s-1.cm-2),upper_limit_0.5keV(erg.s-1.cm-2),nufnu_1.5keV(erg.s-1.cm-2),nufnu_error_1.5keV(erg.s-1.cm-2),upper_limit_1.5keV(erg.s-1.cm-2),nufnu_4.5keV(erg.s-1.cm-2),nufnu_error_4.5keV(erg.s-1.cm-2),upper_limit_4.5keV(erg.s-1.cm-2),OBJID,ALPHA_J2000,DELTA_J2000,MAG_AUTO,MAGERR_AUTO,CLASS_STAR,FLUX_RADIUS,FLAGS
827,3760,-22.87505833333336,0.7717525000000001,4.73e+20,0.8,-999/-999,7179.8,2.67527e-14,8.50222e-15,7.36943e-15,6.27305e-15,-999.0,3.78682e-14,1.58589e-14,-999.0,2.81899e-14,1.66405e-14,-999.0,2536065,-22.874513903518277,0.7715932281552998,20.097700119018555,0.0038906855043023825,0.9881929159164429,2.4091286659240723,3
828,3761,-22.81278750000007,0.7847547222222222,4.78e+20,0.8,-999/-999,8194.2,3.52955e-14,9.69012e-15,9.74132e-15,-1.86971e-11,5.00253e-14,4.85342e-14,1.87017e-14,-999.0,5.77243e-14,2.46139e-14,-999.0,2537605,-22.8124513481215,0.7852956331934108,20.733076095581055,0.007793279830366373,0.055570054799318314,2.994967460632324,0
829,3762,-22.900083333333388,0.8624583333333333,4.74e+20,0.8,-999/-999,8164.7,3.387380000000001e-14,1.0118200000000001e-14,9.33424e-15,-1.94913e-11,1.07877e-13,6.28907e-14,2.20081e-14,-999.0,3.1217e-14,1.86459e-14,-999.0,2547237,-22.901784948481918,0.8619570671388389,25.04391098022461,0.2177845984697342,0.6728039979934692,1.9577021598815918,0
830,3763,-22.994545833333408,0.8112725000000001,4.67e+20,0.8,-999/-999,7576.1,4.4338e-14,1.15601e-14,1.70498e-14,9.91759e-15,-999.0,3.29794e-14,1.5872899999999995e-14,-999.0,8.18706e-14,3.0213799999999996e-14,-999.0,2540951,-22.994433801265018,0.8120639394300592,22.595848083496094,0.0496995709836483,0.010526183992624283,4.02229118347168,0
831,3764,-23.03514583333339,0.7386966666666667,4.63e+20,0.8,-999/-999,6804.6,6.74044e-14,1.41766e-14,8.08487e-14,2.09331e-14,-999.0,2.09026e-14,1.27178e-14,-999.0,6.23035e-14,2.66127e-14,-999.0,2532788,-23.033964617408117,0.7393428161797247,19.526634216308594,0.002479913644492626,0.9716610312461853,2.27276611328125,0
832,3778,-36.95430416666665,-0.3649969444444444,3.52e+20,0.8,-999/-999,1016.0,1.78338e-13,5.78469e-14,3.26618e-13,1.05944e-13,-999.0,0.0,-1.46592e-10,3.74711e-13,0.0,-2.20946e-10,5.647729999999998e-13,5063541,-36.953527342256336,-0.36428466404680987,23.505701065063477,0.06318990886211395,0.09345526248216629,2.7511484622955322,0
833,3779,-36.95634166666667,-0.4648913888888889,3.52e+20,0.8,-999/-999,1174.4,1.7735e-13,6.06687e-14,3.2480900000000003e-13,1.1111199999999999e-13,-999.0,0.0,-1.5375e-10,3.7149e-13,0.0,-2.31735e-10,5.599180000000002e-13,5051875,-36.95800611010867,-0.46568973613411835,24.268125534057617,0.1716478317975998,0.26008352637290955,3.7695980072021484,0
834,3780,8.692499999999995,0.062208055555555565,2.36e+20,0.8,-999/-999,8502.5,1.95521e-14,7.18627e-15,1.3625100000000001e-14,7.90762e-15,-999.0,0.0,-1.86908e-11,6.720930000000002e-14,4.6558e-14,2.2151e-14,-999.0,16290047,8.69288745251308,0.06297138795003827,23.177486419677734,0.060194630175828934,0.009717031382024288,2.6689438819885254,0
835,3781,8.631550000000004,-0.16550138888888888,2.3e+20,0.8,-999/-999,8512.3,2.46246e-14,7.9827e-15,1.94555e-14,9.711279999999999e-15,-999.0,1.16722e-14,9.270010000000001e-15,-999.0,3.56192e-14,1.99254e-14,-999.0,16068698,8.631182449538048,-0.16497377758328313,23.81431007385254,0.0660993680357933,0.04910367354750633,2.1990034580230713,0
836,3782,8.680133333333345,-0.1681388888888889,2.28e+20,0.8,-999/-999,7901.8,2.60666e-14,8.2472e-15,2.01198e-14,9.634959999999999e-15,-999.0,3.7768800000000014e-14,1.62325e-14,-999.0,3.7738999999999996e-14,-3.28077e-11,7.612410000000001e-14,16068401,8.679661331951532,-0.16821539201277677,21.4305477142334,0.014421080239117146,0.030712079256772995,3.0490384101867676,0
837,3783,8.5388375,0.05558722222222223,2.41e+20,0.8,-999/-999,8512.3,1.83371e-14,7.19899e-15,1.6003200000000003e-14,8.813979999999997e-15,-999.0,1.5893999999999998e-14,1.07585e-14,-999.0,1.21156e-14,1.14802e-14,-999.0,16289242,8.537815584295924,0.05514079632942417,19.85324478149414,0.003300243988633156,0.8875176906585693,2.2990472316741943,0
838,3946,19.000929166666648,-0.8664833333333333,4.03e+20,0.8,-999/-999,4805.4,8.320950000000002e-14,1.86472e-14,3.1139e-14,1.5204399999999994e-14,-999.0,1.46224e-13,3.6763099999999997e-14,-999.0,3.13167e-14,2.15562e-14,-999.0,9129184,19.00045194195292,-0.8657592235420065,19.49180030822754,0.0025253400672227144,0.9740845561027527,2.827730178833008,0
839,3960,2.2984624999999994,-0.6159333333333333,3.25e+20,0.8,-999/-999,23126.7,8.27654e-14,7.69065e-15,9.25047e-15,3.4303199999999997e-15,-999.0,1.82478e-14,5.6866000000000005e-15,-999.0,2.71806e-13,2.75041e-14,-999.0,9551842,2.2983469312275835,-0.615182114241014,15.535970687866211,0.00041397465975023806,0.028633954003453255,13.225678443908691,3
840,3961,2.3675499999999943,-0.6637738888888889,3.26e+20,0.8,-999/-999,24716.5,1.20968e-14,3.3571199999999996e-15,1.99158e-15,1.84591e-15,-999.0,1.1221e-14,5.1984299999999996e-15,-999.0,2.54341e-14,9.705599999999999e-15,-999.0,9542773,2.3678782113587857,-0.6637690058266558,21.324520111083984,0.014868705533444881,0.0281616672873497,3.3640735149383545,2
841,3962,2.2890291666666656,-0.6160272222222222,3.25e+20,0.8,-999/-999,24136.7,1.18268e-14,3.3559199999999995e-15,9.734000000000001e-15,4.1239800000000004e-15,-999.0,5.48682e-15,3.67096e-15,-999.0,1.6580099999999995e-14,7.856e-15,-999.0,9549739,2.289625779788965,-0.615025569368691,24.31414794921875,0.136417955160141,0.6120241284370422,2.1697025299072266,0
842,3963,2.453066666666672,-0.5820519444444444,3.26e+20,0.8,-999/-999,25953.6,2.19751e-14,4.47616e-15,9.95159e-15,3.9801299999999995e-15,-999.0,2.56924e-14,7.68169e-15,-999.0,2.47115e-14,9.40904e-15,-999.0,9554293,2.4532015634212483,-0.581497064900565,21.305822372436523,0.009170702658593655,0.9746108651161194,1.9375836849212646,0
843,3964,2.2680541666666727,-0.7259255555555556,3.26e+20,0.8,-999/-999,24508.4,3.1724799999999997e-14,5.17556e-15,1.3678399999999999e-14,4.60084e-15,-999.0,3.85333e-14,9.119549999999999e-15,-999.0,3.49348e-14,1.0519799999999999e-14,-999.0,9534543,2.268390585036741,-0.7257612349874222,18.533443450927734,0.0013485067756846547,0.9891883134841919,1.7837530374526978,0
844,3965,2.4715625000000045,-0.7038791666666666,3.27e+20,0.8,-999/-999,21720.8,2.19115e-14,4.61736e-15,9.92902e-15,4.18358e-15,-999.0,2.32903e-14,7.60405e-15,-999.0,2.81522e-14,1.03798e-14,-999.0,9537163,2.4722183512169082,-0.7031815379918829,23.34686279296875,0.08791425824165344,0.005036435090005398,4.204383850097656,3
845,3966,2.259704166666665,-0.7498366666666666,3.27e+20,0.8,-999/-999,24556.6,2.11559e-14,4.47744e-15,1.27815e-14,4.5917900000000004e-15,-999.0,2.09887e-14,7.10805e-15,-999.0,2.26522e-14,9.118040000000001e-15,-999.0,9531811,2.2596956486680355,-0.7494700479959663,19.355548858642578,0.0029211500659585,0.9858545064926147,1.9673877954483032,0
846,3967,2.186670833333324,-0.7458402777777777,3.25e+20,0.8,-999/-999,20235.9,1.5269399999999995e-14,4.334729999999999e-15,3.95183e-15,3.03286e-15,-999.0,1.66995e-14,7.2884e-15,-999.0,2.52395e-14,1.10157e-14,-999.0,9532065,2.1873656003884387,-0.745956478466711,21.334999084472656,0.012418976984918118,0.9811418652534485,2.012713670730591,0
847,3969,2.216925000000004,-0.4609461111111111,3.23e+20,0.695,+0.25/-0.19,15999.2,6.533450000000001e-14,8.808459999999999e-15,3.27293e-14,7.98456e-15,-999.0,5.95303e-14,1.2938399999999999e-14,-999.0,7.336019999999999e-14,1.78968e-14,-999.0,9569751,2.216886033989869,-0.46107588847755426,21.284584045410156,0.01251896284520626,0.9394699335098267,2.027594804763794,0
848,3988,-9.309616666666727,-0.8523583333333333,3.93e+20,0.8,-999/-999,3645.2,4.5338999999999996e-14,1.4298e-14,3.38138e-14,1.67497e-14,-999.0,4.563830000000001e-14,2.2606999999999998e-14,-999.0,3.423219999999999e-14,2.42896e-14,-999.0,7011423,-9.30855464585153,-0.8518749354509279,19.643999099731445,0.0024041079450398684,0.9811146259307861,1.4762027263641357,0
849,3990,-9.442429166666727,-0.8940233333333333,3.84e+20,0.8,-999/-999,4548.1,2.76728e-14,1.18333e-14,4.1104800000000003e-14,1.90384e-14,-999.0,2.00611e-14,-2.97898e-11,9.20783e-14,2.09508e-14,1.97095e-14,-999.0,7216650,-9.442897608212888,-0.893333287538444,20.18961524963379,0.0036522671580314636,0.9806321263313293,1.9069058895111084,0
850,3992,33.49838333333332,0.7069838888888889,2.91e+20,0.8,-999/-999,803.5,5.33391e-13,9.53718e-14,4.50821e-13,1.16873e-13,-999.0,4.3312299999999994e-13,1.38677e-13,-999.0,4.377479999999999e-13,1.68999e-13,-999.0,13666430,33.49911149805713,0.7075010931198663,16.803403854370117,0.0007953846361488104,0.18484044075012207,5.571589469909668,2
851,4015,23.45002916666667,1.1106213888888892,2.56e+20,0.8,-999/-999,2011.6,5.95221e-14,2.4578999999999998e-14,6.276e-14,3.2736e-14,-999.0,4.6953199999999996e-14,-6.36186e-11,2.03771e-13,9.39318e-14,6.16697e-14,-999.0,11053068,23.450142693564572,1.1106483518323145,20.47463035583496,0.005722385365515947,0.9007363319396973,2.12373948097229,0
852,4049,33.53659583333334,-0.2989786111111111,2.73e+20,0.8,-999/-999,10194.1,1.73773e-14,5.76954e-15,2.1969200000000002e-14,8.70205e-15,-999.0,6.40672e-15,5.7898e-15,-999.0,9.735209999999999e-15,8.797790000000001e-15,-999.0,12332491,33.53637766721069,-0.3008710930192015,20.42041778564453,0.010949415154755116,0.0284156184643507,5.545567035675049,2
853,4051,33.614125,-0.3051805555555556,2.75e+20,0.8,-999/-999,10570.4,5.28534e-14,9.759659999999999e-15,3.51257e-14,1.0776399999999999e-14,-999.0,2.84094e-14,1.16212e-14,-999.0,8.63094e-14,2.50092e-14,-999.0,12331820,33.61314197869004,-0.30545274651921367,19.762184143066406,0.003279716009274125,0.9690973162651062,2.2919952869415283,0
854,4052,33.428425000000004,-0.14628083333333333,2.7e+20,0.8,-999/-999,10265.7,2.6291399999999998e-14,7.272660000000002e-15,4.2267899999999994e-15,3.92592e-15,-999.0,6.1740000000000005e-15,5.73452e-15,-999.0,8.447130000000002e-14,2.58478e-14,-999.0,12349227,33.42778391764114,-0.14665382050532919,17.648761749267578,0.0021475369576364756,0.028635472059249878,11.15850830078125,2
855,4053,33.43749166666666,-0.3509472222222222,2.66e+20,0.8,-999/-999,10845.6,1.64299e-14,5.89229e-15,2.90014e-14,1.04008e-14,-999.0,3.86133e-15,-1.52186e-11,5.60424e-14,5.2845500000000006e-14,-2.31421e-11,8.522080000000002e-14,12326596,33.43753729879204,-0.3528295032399185,23.027040481567383,0.07669097930192947,0.26041266322135925,2.7092690467834473,0
856,4150,0.9205583333333324,0.07516,2.92e+20,0.8,-999/-999,8428.3,2.43632e-14,7.46658e-15,3.1073400000000007e-14,1.12767e-14,-999.0,8.94771e-15,7.38062e-15,-999.0,1.3569799999999996e-14,1.11932e-14,-999.0,9633880,0.9210553954109785,0.07530744317076643,18.661279678344727,0.002568685682490468,0.028634462505578995,5.513738632202148,2
857,4151,0.8244416666666723,0.14788833333333334,2.91e+20,0.8,-999/-999,8802.4,2.22672e-14,7.187439999999998e-15,2.48346e-14,1.0182899999999999e-14,-999.0,7.15594e-15,6.51994e-15,-999.0,2.1706900000000006e-14,1.40114e-14,-999.0,9639176,0.8238111728048249,0.14807595313783026,22.982566833496094,0.06227187439799309,0.01820416748523712,2.8053646087646484,0
858,4152,0.8987500000000068,0.034631944444444444,2.91e+20,0.8,-999/-999,9235.2,1.59229e-14,6.2199e-15,4.735100000000001e-15,4.6413899999999995e-15,-999.0,1.3643899999999999e-14,9.30202e-15,-999.0,3.1046e-14,1.71963e-14,-999.0,9630362,0.8991958663041506,0.03384383996987254,19.4453182220459,0.002399120945483446,0.9598531723022461,2.01081919670105,2
859,4153,0.85967500000001,0.19901694444444445,2.92e+20,0.8,-999/-999,8673.0,2.64372e-14,7.74312e-15,1.17926e-14,6.9847200000000004e-15,-999.0,3.39644e-14,1.4121600000000001e-14,-999.0,2.57491e-14,1.52512e-14,-999.0,9643240,0.8595563559908392,0.19972145553443763,24.191852569580078,0.1689492017030716,0.44847261905670166,2.6214332580566406,0
860,4154,0.9797166666666612,0.12621666666666667,2.92e+20,0.8,-999/-999,9179.6,4.74957e-14,1.00937e-14,5.0867500000000004e-14,1.44137e-14,-999.0,4.06876e-14,1.55643e-14,-999.0,1.2340999999999999e-14,1.04926e-14,-999.0,9637527,0.9811807723393965,0.12682085992502307,20.031234741210938,0.003757304046303034,0.930054247379303,2.0407333374023438,0
861,4155,0.8127583333333348,0.037945,2.9e+20,0.8,-999/-999,9321.0,2.6848400000000005e-14,7.738079999999997e-15,2.87337e-14,-1.37853e-11,3.9625900000000004e-14,4.31653e-14,1.5916100000000002e-14,-999.0,3.92689e-14,1.84624e-14,-999.0,9630786,0.8136251970757651,0.03921075421007872,19.692838668823242,0.003262957790866494,0.8929820656776428,2.0433993339538574,2
862,4156,0.8756208333333291,-0.002461944444444444,2.92e+20,0.8,-999/-999,9174.8,6.383930000000001e-14,1.1752899999999999e-14,8.68278e-14,1.7982599999999995e-14,-999.0,2.34389e-14,1.16519e-14,-999.0,2.36959e-14,1.4394299999999995e-14,-999.0,9627086,0.8757021305939467,-0.0012779981573545224,24.36566925048828,0.1732652336359024,0.6898165345191956,2.486359119415283,0
863,4158,0.907541666666674,-0.026264999999999997,2.93e+20,0.8,-999/-999,8710.0,1.91712e-14,7.05432e-15,5.70593e-15,5.22426e-15,-999.0,3.2838e-14,1.48091e-14,-999.0,1.24491e-14,1.13982e-14,-999.0,9624596,0.907406810838571,-0.026356508941517753,23.36432456970215,0.1117369756102562,0.009472339414060116,3.5177621841430664,0
864,4189,-2.8917541666667144,0.7301213888888889,3.36e+20,0.8,-999/-999,11156.4,2.79417e-14,7.017e-15,1.90651e-14,7.70721e-15,-999.0,8.891209999999999e-15,6.401380000000001e-15,-999.0,5.36961e-14,1.88263e-14,-999.0,4283322,-2.892629965209892,0.7303590037909775,23.06827735900879,0.07789579033851624,0.24433058500289917,2.7261123657226562,3
865,4190,-2.873441666666679,0.6552086111111112,3.37e+20,0.79,+0.17/-0.15,11087.6,1.7961400000000004e-13,1.6984799999999995e-14,8.75498e-14,1.59089e-14,-999.0,2.02874e-13,2.8604000000000005e-14,-999.0,1.93744e-13,3.46067e-14,-999.0,4276979,-2.8732748259161554,0.6551780992060409,17.646596908569336,0.0009926531929522753,0.9865686893463135,2.2236804962158203,0
866,4192,-2.9672041666667037,0.8062616666666668,3.34e+20,0.8,-999/-999,10605.7,3.39826e-14,7.71375e-15,1.54418e-14,7.14995e-15,-999.0,4.32842e-14,1.41423e-14,-999.0,3.2669e-14,1.51265e-14,-999.0,4290141,-2.967396943628273,0.8063706976460252,24.812274932861328,0.19091814756393433,0.3945581316947937,2.5642576217651367,0
867,4210,17.481791666666652,0.9163908333333334,2.7e+20,0.8,-999/-999,1083.2,1.0936400000000001e-13,4.39104e-14,3.22469e-14,3.1300599999999996e-14,-999.0,1.41272e-13,7.95673e-14,-999.0,1.4313800000000004e-13,1.00364e-13,-999.0,9497921,17.48178148366608,0.9168454018353781,18.264421463012695,0.001402476103976369,0.995673656463623,1.9804539680480957,2
868,4253,9.988129166666653,-0.21251333333333333,2.12e+20,0.8,-999/-999,3852.7,4.36596e-14,1.61304e-14,7.52854e-14,2.7814800000000004e-14,-999.0,7.62389e-14,-4.22024e-11,1.5114e-13,1.94247e-14,-6.45338e-11,2.31116e-13,16260607,9.987751783663882,-0.21155609053201957,24.814943313598633,0.22920696437358856,0.4719247817993164,1.848221778869629,0
869,4261,14.11981666666668,0.5787,2.79e+20,0.8,-999/-999,6222.9,2.61122e-14,9.222549999999999e-15,1.98648e-14,1.06044e-14,-999.0,1.92266e-14,1.26947e-14,-999.0,2.91976e-14,1.9278299999999998e-14,-999.0,8909809,14.120197445913735,0.5793439173558643,18.635210037231445,0.003315588226541877,0.029485847800970078,4.847759246826172,0
870,4262,14.124775,0.5043322222222222,2.79e+20,0.8,-999/-999,6381.1,1.98216e-14,8.12135e-15,1.50782e-14,-1.44014e-11,5.81041e-14,2.5542099999999998e-14,1.48129e-14,-999.0,3.87882e-14,2.2494900000000002e-14,-999.0,8903636,14.12458165181666,0.5037169723311523,22.903564453125,0.07656675577163696,0.07607658207416534,3.2307181358337402,0
871,4263,14.010054166666665,0.5781277777777778,2.8e+20,0.8,-999/-999,6296.9,3.041790000000001e-14,1.00521e-14,2.31423e-14,1.16323e-14,-999.0,3.358209999999999e-14,1.68797e-14,-999.0,1.70048e-14,1.50274e-14,-999.0,8723784,14.009018359851906,0.578167391966195,19.24112319946289,0.004504852928221226,0.028623754158616066,5.511754989624023,0
872,4264,14.204979166666675,0.6616513888888889,2.81e+20,0.8,-999/-999,6373.8,3.28258e-14,1.07445e-14,6.48019e-15,6.4092200000000004e-15,-999.0,3.75829e-14,1.87843e-14,-999.0,5.706e-14,2.85192e-14,-999.0,8915431,14.204526975777553,0.6618731310791525,20.02750587463379,0.006835179403424263,0.12521801888942719,3.1636223793029785,2
873,4265,13.952100000000002,0.4961302777777778,2.8e+20,0.8,-999/-999,6381.1,1.9966499999999998e-14,8.675100000000002e-15,1.7725999999999995e-14,1.08645e-14,-999.0,2.28659e-14,-2.23336e-11,8.48777e-14,3.90583e-14,2.39393e-14,-999.0,8715010,13.951457603613518,0.49544306845474906,24.681806564331055,0.18502365052700043,0.009243752807378769,2.0740222930908203,0
874,4276,23.727179166666673,-0.7159599999999999,2.64e+20,0.8,-999/-999,14203.2,1.9555000000000002e-14,5.477600000000001e-15,1.03487e-14,5.34945e-15,-999.0,1.51762e-14,7.84487e-15,-999.0,3.07796e-14,1.3590600000000001e-14,-999.0,10115331,23.727600715661282,-0.7168815911022722,21.344953536987305,0.026464344933629036,0.13938036561012268,4.13314962387085,3
875,4279,23.59942916666665,-0.6633586111111112,2.63e+20,0.8,-999/-999,14463.2,1.9342599999999998e-14,5.4756e-15,1.42113e-14,6.25501e-15,-999.0,2.50228e-14,9.97584e-15,-999.0,6.34003e-15,6.37235e-15,-999.0,9932092,23.598573297126368,-0.6638021797860992,23.364288330078125,0.056350190192461014,0.44220030307769775,2.0664138793945312,0
876,4280,23.58755833333333,-0.6089825,2.61e+20,0.8,-999/-999,13919.9,7.59458e-14,1.0396e-14,7.693210000000002e-14,1.36637e-14,-999.0,5.4061900000000004e-14,1.3867700000000002e-14,-999.0,4.48418e-14,1.5744399999999994e-14,-999.0,9936993,23.586998173368944,-0.6085210110483772,18.05914878845215,0.002169214654713869,0.028626734390854836,8.81148624420166,0
877,4282,23.651437499999986,-0.7427536111111109,2.65e+20,0.8,-999/-999,14150.4,1.3630500000000001e-14,4.79465e-15,1.06904e-14,5.6388599999999995e-15,-999.0,1.17491e-14,7.0842e-15,-999.0,1.1915600000000001e-14,8.979799999999998e-15,-999.0,10113548,23.651219877825213,-0.7423061558126073,21.037473678588867,0.013067977502942085,0.6872091889381409,2.7749440670013428,0
878,4283,23.62335416666667,-0.7311641666666667,2.65e+20,0.8,-999/-999,14336.6,1.0468799999999997e-14,4.24669e-15,6.156100000000001e-15,4.26117e-15,-999.0,1.35308e-14,7.75011e-15,-999.0,6.8574e-15,6.8735600000000004e-15,-999.0,9926807,23.62377659204024,-0.731983327016642,20.87598991394043,0.008882776834070683,0.9824024438858032,2.3606555461883545,0
879,4284,23.737024999999992,-0.4607686111111111,2.5e+20,0.8,-999/-999,14486.7,2.07539e-14,5.85961e-15,1.65346e-14,6.9965e-15,-999.0,1.95777e-14,9.25319e-15,-999.0,1.49071e-14,1.00709e-14,-999.0,10137872,23.737341540706044,-0.4611703830643298,21.408220291137695,0.01419889833778143,0.8054817914962769,2.5781400203704834,0
880,4285,23.761162500000008,-0.4353586111111111,2.5e+20,0.8,-999/-999,13339.5,1.87508e-14,5.7233400000000004e-15,1.6434299999999995e-14,7.14221e-15,-999.0,8.11113e-15,6.03915e-15,-999.0,2.4703299999999997e-14,1.3032900000000001e-14,-999.0,10140560,23.760224668334317,-0.4343741812436231,20.761079788208008,0.012647627852857113,0.028841914609074593,4.051976680755615,3
881,4286,23.70426666666665,-0.41839583333333336,2.49e+20,0.8,-999/-999,12904.9,7.892589999999999e-14,1.1306299999999997e-14,4.03386e-14,1.10609e-14,-999.0,1.02421e-13,2.152e-14,-999.0,6.50018e-14,2.12346e-14,-999.0,10142276,23.703583333912693,-0.41821314099063633,19.463438034057617,0.006429150700569153,0.028892554342746735,5.812190055847168,0
882,4287,23.650441666666666,-0.4111047222222222,2.5e+20,0.8,-999/-999,7439.5,1.0766700000000001e-13,1.49897e-14,4.35699e-14,1.28297e-14,-999.0,1.71911e-13,3.20308e-14,-999.0,6.548769999999998e-14,2.36962e-14,-999.0,10142724,23.650497481146097,-0.4116553346916996,19.633228302001953,0.003066097619011998,0.9770270586013794,2.3341317176818848,0
883,4343,-21.614987500000037,0.4039811111111111,5.28e+20,0.8,-999/-999,6653.8,3.03127e-14,1.0134000000000001e-14,4.2706599999999995e-14,1.6656400000000006e-14,-999.0,0.0,-2.48243e-11,7.0201e-14,3.14329e-14,1.93108e-14,-999.0,2280852,-21.613772181295985,0.40389760657145785,25.061832427978516,0.2032257616519928,0.4363309442996979,2.0045318603515625,0
884,4344,-21.653716666666693,0.5399075,5.41e+20,0.8,-999/-999,6810.9,2.55051e-14,9.27458e-15,1.68604e-14,1.10346e-14,-999.0,2.0803400000000004e-14,1.36152e-14,-999.0,3.07521e-14,2.0126300000000002e-14,-999.0,2295895,-21.653496037474383,0.538876121172173,24.868661880493164,0.19019417464733124,0.0012609196128323674,1.9952303171157837,0
885,4345,-21.617070833333344,0.6014833333333333,5.45e+20,0.8,-999/-999,6136.1,3.025350000000001e-14,1.0184399999999999e-14,2.00316e-14,-2.02071e-11,6.62466e-14,2.46549e-14,1.49401e-14,-999.0,7.28808e-14,3.11055e-14,-999.0,2303176,-21.617808692327458,0.6005573698035874,24.547683715820312,0.13937726616859436,0.7077133655548096,2.22558856010437,0
886,4346,-21.6404541666667,0.381655,5.26e+20,0.8,-999/-999,7113.4,2.5945299999999997e-14,9.53216e-15,4.2616199999999995e-14,1.7656999999999998e-14,-999.0,1.06098e-14,9.82061e-15,-999.0,6.285259999999998e-14,-3.45851e-11,1.0369100000000001e-13,2278749,-21.64177631599574,0.3813344355250949,23.793701171875,0.08733510971069336,0.36798834800720215,2.5481173992156982,0
887,4398,13.151979166666678,0.5432513888888889,2.58e+20,0.8,-999/-999,4862.8,3.3001e-14,1.14786e-14,3.48311e-14,1.55334e-14,-999.0,3.41851e-14,1.89807e-14,-999.0,4.33589e-14,-4.5201e-11,1.72089e-13,8508206,13.152043737386995,0.5435209239985749,24.201242446899414,0.14255835115909576,0.0025469136890023947,2.1984221935272217,0
888,4399,13.106645833333348,0.44018333333333337,2.57e+20,0.8,-999/-999,4931.0,3.59531e-14,1.20208e-14,2.5291999999999998e-14,1.36572e-14,-999.0,1.8627700000000006e-14,1.41336e-14,-999.0,5.6715599999999994e-14,3.06254e-14,-999.0,8497284,13.106916069466699,0.44111806586973434,19.925989151000977,0.00752752460539341,0.028638163581490517,4.153890609741211,0
889,4423,-37.094841666666696,-0.5848063888888889,3.55e+20,0.8,-999/-999,1487.3,6.36241e-14,2.8245999999999997e-14,2.33402e-14,2.26616e-14,-999.0,0.0,-7.15324e-11,2.13201e-13,1.94418e-13,9.44038e-14,-999.0,5037994,-37.0945557647122,-0.5849227084641234,24.57638931274414,0.1770649254322052,0.6833815574645996,2.2941508293151855,0
890,4481,16.31028333333333,-0.8765105555555556,4.02e+20,0.8,-999/-999,2971.5,7.71438e-14,2.29424e-14,3.60796e-14,-4.28664e-11,4.77217e-13,9.68841e-14,3.96033e-14,-999.0,1.45274e-13,5.938350000000001e-14,-999.0,8562373,16.310189588058115,-0.8765840535982028,19.90312385559082,0.0030745884869247675,0.9751588702201843,2.0821421146392822,0
891,4523,25.140291666666656,-0.7650727777777778,2.73e+20,0.8,-999/-999,9183.5,5.1609900000000006e-14,1.0165399999999999e-14,4.06161e-14,1.2321e-14,-999.0,3.7015e-14,1.41288e-14,-999.0,5.619160000000001e-14,2.14692e-14,-999.0,10324689,25.141326285739954,-0.7652668006447696,22.088701248168945,0.040717124938964844,0.0168229341506958,3.5575811862945557,3
892,4524,25.171995833333305,-0.7595158333333333,2.73e+20,0.8,-999/-999,9260.6,4.23786e-14,9.34116e-15,2.918520000000001e-14,1.04313e-14,-999.0,2.43044e-14,1.14981e-14,-999.0,6.465e-14,2.3107e-14,-999.0,10325098,25.17195432108733,-0.7595524788779644,20.60611343383789,0.00800758134573698,0.9646138548851013,2.3234615325927734,0
893,4525,25.23464583333333,-0.8644708333333333,2.73e+20,0.8,-999/-999,9263.9,1.48497e-14,6.04428e-15,1.05213e-14,6.880410000000001e-15,-999.0,7.66537e-15,6.91018e-15,-999.0,2.3306299999999998e-14,1.5241200000000005e-14,-999.0,10316333,25.235153578491882,-0.8636651703511832,23.99626922607422,0.12447066605091095,0.5683892965316772,3.785351514816284,0
894,4526,25.161900000000006,-0.7142191666666666,2.72e+20,0.8,-999/-999,9172.1,6.248060000000002e-14,1.19468e-14,4.02198e-14,1.2967500000000001e-14,-999.0,6.59743e-14,2.0150299999999998e-14,-999.0,5.57057e-14,2.28103e-14,-999.0,10327963,25.161939633979774,-0.7145920934348491,19.884654998779297,0.004391309805214405,0.9644830822944641,2.362595558166504,3
895,4527,25.20986666666667,-0.7336738888888888,2.73e+20,0.8,-999/-999,9246.4,5.59371e-14,1.14017e-14,4.3339999999999995e-14,1.3354699999999999e-14,-999.0,2.7073400000000005e-14,1.26752e-14,-999.0,8.22671e-14,2.7174599999999998e-14,-999.0,10326771,25.208441497972032,-0.7329388569855531,21.930908203125,0.05031019449234009,0.012585814110934734,4.208862781524658,0
896,4561,-5.621637500000078,0.29113805555555555,3.56e+20,0.8,-999/-999,4442.5,3.6151e-14,1.2573e-14,0.0,-2.30437e-11,8.7551e-14,7.32949e-14,2.7810500000000002e-14,-999.0,2.76091e-14,2.0952200000000006e-14,-999.0,6593022,-5.622232401372685,0.29074855719583836,24.847761154174805,0.19889181852340698,0.501103937625885,2.063572883605957,0
897,4562,-5.605025000000068,0.29744055555555554,3.56e+20,0.8,-999/-999,4500.0,4.43447e-14,1.38445e-14,4.06913e-14,1.7862700000000005e-14,-999.0,8.990889999999999e-14,-3.50541e-11,1.85905e-13,8.46937e-14,3.71789e-14,-999.0,6593767,-5.603400214724502,0.29781702032770346,23.236486434936523,0.0839056670665741,0.00041305733611807227,3.1605753898620605,3
