,A,A,A,A,B,B,B,B,AB_MAG_AUTO,AB_MAG_AUTO,AB_MAG_AUTO,AB_MAG_AUTO,AB_MAG_AUTO
,RA,DEC,OBJID_A,pos_err,OBJID_B,ALPHA_J2000,DELTA_J2000,MAG_AUTO,Reliability,LR,duplicates,duplicates_LR,duplicates_R
OBJID_A,,,,,,,,,,,,,
2278,17.606454166666648,-0.4001163888888889,2278.0,5.0,8993656.0,17.60492106067696,-0.3994090793129867,24.28198051452637,1.0,0.0034963433040843634,,,
2279,17.706487500000012,-0.18396388888888887,2279.0,5.0,9014404.0,17.70795250805589,-0.18312885196277207,22.026344299316406,0.3143075874596452,0.007186051790403221,9014233;9014119;9014195;9014399,0.005079433138960117;0.003411872997323751;0.0037412730978738243;0.0034444880254233846,0.22216711236359526;0.14923042607898654;0.1636379135189078;0.15065696057886513
2281,17.66661249999998,-0.4095013888888889,2281.0,5.0,8993038.0,17.66723345690232,-0.4094748570445789,19.48736953735352,0.6105495891008412,0.029228228122948362,8992897,0.018643768918263134,0.3894504108991589
2282,17.550324999999987,-0.13280194444444446,2282.0,5.0,9020290.0,17.550682686917884,-0.13238526312244864,19.512256622314453,0.7708472558299306,0.029720530002804373,9019868;9019934,0.003530250964115891;0.005304885902264921,0.09156244077151135;0.13759030339855802
2283,17.574258333333322,-0.4313286111111112,2283.0,5.0,8990943.0,17.574908214758242,-0.4314894216833434,20.12969398498535,1.0,0.02888984883327184,,,
2284,17.649291666666674,-0.1296261111111111,2284.0,5.0,9020322.0,17.64978446089854,-0.1291164270624724,21.6290283203125,0.5182402530964215,0.00966627783950458,9020171;9020364,0.005091719129469079;0.0038941200399807106,0.2729834434892664;0.20877630341431222
2285,17.74952916666666,-0.21142166666666667,2285.0,5.0,9011758.0,17.749240911526922,-0.21072057556041585,21.45394515991211,1.0,0.012579208280256679,,,
2287,17.41129166666667,-0.2923988888888889,2287.0,5.0,8832498.0,17.411658793072068,-0.2935332740741461,18.333669662475586,0.8215510975129768,0.031272479011321665,8832422;8832461,0.0033996354009395986;0.003393051717989935,0.08931093034788665;0.08913797213913655
2288,17.40957499999999,-0.24908805555555555,2288.0,5.0,8836936.0,17.410755335256102,-0.249826755162466,20.642303466796875,1.0,0.015016965349189011,,,
2289,-49.96163333333334,-0.8709080555555556,2289.0,5.0,,,,,,,,,
2290,-49.913895833333356,-0.9339280555555556,2290.0,5.0,,,,,,,,,
2291,-49.89182500000004,-0.9206488888888888,2291.0,5.0,,,,,,,,,
2292,-49.9828541666667,-0.7886480555555555,2292.0,5.0,,,,,,,,,
2293,-49.89725833333336,-0.9480719444444444,2293.0,5.0,,,,,,,,,
2294,-49.96780416666667,-0.9651844444444444,2294.0,5.0,,,,,,,,,
2295,-50.017375000000065,-0.9433505555555556,2295.0,5.0,,,,,,,,,
2296,-50.0607291666667,-0.8823822222222223,2296.0,5.0,,,,,,,,,
2297,-49.84732916666667,-0.8109538888888891,2297.0,5.0,,,,,,,,,
2298,-49.83850833333339,-0.8014591666666667,2298.0,5.0,,,,,,,,,
2299,-50.06140000000005,-0.807025,2299.0,5.0,,,,,,,,,
2300,-49.872037500000026,-0.9687944444444444,2300.0,5.0,,,,,,,,,
2301,-50.04880000000009,-0.7828191666666667,2301.0,5.0,,,,,,,,,
2302,-49.82727083333333,-0.8050266666666667,2302.0,5.0,,,,,,,,,
2303,-50.0893333333334,-0.8699847222222222,2303.0,5.0,,,,,,,,,
2304,-49.809420833333384,-0.8436205555555556,2304.0,5.0,,,,,,,,,
2305,-50.071112500000076,-0.7814077777777778,2305.0,5.0,,,,,,,,,
2306,-49.982875000000035,-1.0168216666666663,2306.0,5.0,,,,,,,,,
2307,-50.04265416666674,-0.9889936111111112,2307.0,5.0,,,,,,,,,
2308,-49.81870833333335,-0.7638830555555556,2308.0,5.0,,,,,,,,,
2309,-50.11219166666672,-0.8573705555555555,2309.0,5.0,,,,,,,,,
2310,-49.90961250000004,-1.0304027777777778,2310.0,5.0,,,,,,,,,
2311,-50.11350416666676,-0.8871933333333333,2311.0,5.0,,,,,,,,,
2312,-50.04470416666675,-1.0175136111111112,2312.0,5.0,,,,,,,,,
2313,-49.80211250000002,-0.9818719444444444,2313.0,5.0,,,,,,,,,
2314,-49.88582083333336,-1.0447936111111111,2314.0,5.0,,,,,,,,,
2315,-20.599358333333388,-1.072395,2315.0,5.0,,,,,,,,,
2316,-20.581020833333355,-0.9679030555555556,2316.0,5.0,2136595.0,-20.580965639697578,-0.9667592047254568,24.99713134765625,1.0,0.002585028230734565,,,
2317,-20.729358333333376,-1.0965994444444445,2317.0,5.0,,,,,,,,,
2321,-36.949116666666725,0.2225286111111111,2321.0,5.0,,,,,,,,,
2322,-36.981049999999975,0.3852605555555556,2322.0,5.0,4679933.0,-36.98265753403581,0.3860054269861222,23.268178939819336,1.0,0.0048481167443506995,,,
2323,30.09876249999999,0.09544583333333333,2323.0,5.0,12793977.0,30.098305694991964,0.09491266192955553,21.446290969848636,0.736266474893129,0.013018508765615952,12794014,0.00466328065377276,0.26373352510687104
2324,-20.316933333333395,1.1390888888888888,2324.0,5.0,,,,,,,,,
2325,-20.284687500000018,1.2261922222222223,2325.0,5.0,,,,,,,,,
2326,54.51597083333331,1.3184527777777777,2326.0,5.0,,,,,,,,,
2327,54.48236666666665,1.2827380555555554,2327.0,5.0,,,,,,,,,
2328,54.548974999999984,1.403505,2328.0,5.0,,,,,,,,,
2329,54.49042499999999,1.4100286111111107,2329.0,5.0,,,,,,,,,
2330,54.40514583333334,1.3113713888888892,2330.0,5.0,,,,,,,,,
2331,54.67302916666665,1.218481666666667,2331.0,5.0,,,,,,,,,
2332,54.69561666666666,1.3149988888888888,2332.0,5.0,,,,,,,,,
2333,54.38832916666666,1.1939263888888891,2333.0,5.0,,,,,,,,,
2334,-9.982091666666749,-0.026031944444444444,2334.0,5.0,7113443.0,-9.98089819889043,-0.02525492039248587,21.544715881347656,0.40816054389908796,0.008128282380284962,7113451;7113324,0.006232768426192412;0.0055533738035960754,0.31297758023295574;0.27886187586795624
2335,-9.98625833333341,0.05494611111111111,2335.0,5.0,7122218.0,-9.986195210563723,0.055917730048247724,19.208383560180664,0.8239530355221718,0.025540982320277482,7121875,0.005457122206506796,0.17604696447782817
2336,-10.043133333333401,0.06606222222222223,2336.0,5.0,7123799.0,-10.042661907856882,0.06487603802367102,17.80181121826172,0.8086074702128488,0.025618356626359386,7123098,0.006063711088914004,0.1913925297871512
2337,-10.097200000000043,0.001318888888888889,2337.0,5.0,7116422.0,-10.09721383383868,0.0013238969910949294,19.682086944580078,1.0,0.026910644791183387,,,
2338,-10.06377500000002,0.11074111111111112,2338.0,5.0,7127855.0,-10.06346620397818,0.11155788091292547,22.896934509277344,0.5543487268103652,0.006585422164452969,7127792,0.005294143614194068,0.4456512731896349
2339,-10.08484583333336,-0.12672666666666665,2339.0,5.0,7299415.0,-10.085048388750463,-0.12627104195767788,20.645681381225586,0.5290933878508378,0.018687432892623337,7299128;7299198;7299290;7299384,0.003465840866512164;0.0023043246281917555;0.006686038094793377;0.004176088393919026,0.09812762921217813;0.06524186233837208;0.18930040135530837;0.11823671924330358
2340,-21.375366666666707,-1.1499161111111111,2340.0,5.0,,,,,,,,,
2341,45.41980416666666,1.2636886111111112,2341.0,5.0,,,,,,,,,
2342,45.434558333333314,1.2591672222222223,2342.0,5.0,,,,,,,,,
2343,45.34798333333333,1.308776388888889,2343.0,5.0,,,,,,,,,
2344,45.29395833333331,1.2225272222222223,2344.0,5.0,,,,,,,,,
2345,45.44366249999999,1.1598077777777778,2345.0,5.0,,,,,,,,,
2347,17.713554166666654,-1.2782141666666669,2347.0,5.0,,,,,,,,,
2348,17.636033333333327,-1.3215261111111112,2348.0,5.0,,,,,,,,,
2349,17.695124999999987,-1.3131063888888892,2349.0,5.0,,,,,,,,,
2350,17.558345833333334,-1.3137402777777778,2350.0,5.0,,,,,,,,,
2352,1.389866666666677,-0.4658055555555556,2352.0,5.0,,,,,,,,,
2355,40.662025,1.0414227777777778,2355.0,5.0,,,,,,,,,
2356,40.56040416666667,0.9176944444444444,2356.0,5.0,,,,,,,,,
2358,40.50706249999999,0.9025216666666668,2358.0,5.0,,,,,,,,,
2361,40.446204166666654,0.9831938888888888,2361.0,5.0,,,,,,,,,
2363,40.53154166666667,0.7918558333333333,2363.0,5.0,,,,,,,,,
2364,40.53519583333332,0.7856102777777778,2364.0,5.0,,,,,,,,,
2365,40.4087625,0.9382466666666668,2365.0,5.0,,,,,,,,,
2367,40.48640833333332,0.7707119444444445,2367.0,5.0,,,,,,,,,
2368,40.49508750000001,0.7328158333333333,2368.0,5.0,,,,,,,,,
2369,40.45874166666667,0.7272488888888891,2369.0,5.0,,,,,,,,,
2412,28.981366666666673,0.43742,2412.0,5.0,12674262.0,28.98274527611359,0.4377018141560372,18.935302734375,1.0,0.02508815265282762,,,
2413,28.9401125,0.5898227777777778,2413.0,5.0,12431116.0,28.940973810224317,0.5900854754063939,20.58504676818848,0.6808726980799134,0.016426094753452154,12431213,0.007698965334541327,0.31912730192008665
2414,28.88998749999999,0.5798630555555555,2414.0,5.0,12429984.0,28.890576526109015,0.5798251433602866,20.56194877624512,1.0,0.01710857659732559,,,
2415,16.974400000000006,1.078314166666667,2415.0,5.0,,,,,,,,,
2416,16.925062499999996,1.000664166666667,2416.0,5.0,,,,,,,,,
2417,17.011120833333337,1.1374255555555557,2417.0,5.0,,,,,,,,,
2418,17.060437500000006,1.108610833333333,2418.0,5.0,,,,,,,,,
2419,16.99867499999999,0.9252677777777776,2419.0,5.0,9497415.0,17.000298238380573,0.9255826616361268,20.462966918945312,0.7778160400293377,0.014678625441216642,9497257,0.004192964608100154,0.22218395997066243
2420,16.843400000000006,0.9273313888888888,2420.0,5.0,,,,,,,,,
2421,16.84407083333332,-0.3157902777777778,2421.0,5.0,8829510.0,16.844491308928095,-0.3156412751341011,23.169330596923828,1.0,0.007156186086357584,,,
2422,16.770295833333336,-0.3878025000000001,2422.0,5.0,8820847.0,16.771216803773395,-0.3863117119520374,22.62957000732422,0.35401360566912,0.005400059441910268,8820661;8820672,0.005166741691707482;0.004687017802814462,0.33871791144493263;0.30726848288594744
2423,16.730216666666678,-0.4201208333333333,2423.0,5.0,8816942.0,16.731331009875714,-0.41870325300089306,20.73525047302246,1.0,0.01142143267532853,,,
2424,-30.037041666666713,0.29364416666666665,2424.0,5.0,3180098.0,-30.03814330298837,0.29287510818935697,21.27505874633789,0.28709868642006725,0.011345457358146231,3179954;3179713;3179784;3180004;3180011;3180029,0.0057468887788383535;0.003701125442642934;0.005413564580402884;0.0037754801373169047;0.005123533756885908;0.004411571916165401,0.14542597687540926;0.09365759522208418;0.13699115256626557;0.0955391531440074;0.129651874313788;0.11163556145837845
2425,-29.969358333333393,0.2471525,2425.0,5.0,3174183.0,-29.96980263958073,0.24733586563094345,19.48402214050293,0.8609256498643081,0.0298550384926907,3173868,0.004822797505570243,0.1390743501356919
2426,-29.921629166666666,0.37413027777777774,2426.0,5.0,,,,,,,,,
2428,38.30667083333333,0.9254041666666666,2428.0,5.0,14600746.0,38.30618859667682,0.9251054537861,19.988088607788086,1.0,0.023231193012180008,,,
2430,38.49950416666667,0.8268738888888889,2430.0,5.0,14589504.0,38.49822525284024,0.8254680076481469,22.71053123474121,1.0,0.004796179039605043,,,
2431,38.47114583333331,0.9722880555555556,2431.0,5.0,,,,,,,,,
2445,40.357991666666656,1.0201875,2445.0,5.0,,,,,,,,,
2467,6.6582249999999865,1.2425941666666669,2467.0,5.0,,,,,,,,,
2471,-43.610929166666715,0.4747408333333333,2471.0,5.0,,,,,,,,,
2472,-43.559912500000046,0.5457944444444445,2472.0,5.0,,,,,,,,,
2473,-43.73422916666669,0.4893822222222222,2473.0,5.0,,,,,,,,,
2474,-43.618962500000066,0.34106916666666665,2474.0,5.0,,,,,,,,,
2475,-43.426350000000006,0.5851594444444445,2475.0,5.0,,,,,,,,,
2476,-43.43902500000002,0.35018,2476.0,5.0,,,,,,,,,
2495,-49.52793333333335,0.4866361111111111,2495.0,5.0,,,,,,,,,
2497,29.71937916666667,1.0257166666666666,2497.0,5.0,,,,,,,,,
2499,29.76089166666668,1.0706719444444444,2499.0,5.0,,,,,,,,,
2500,29.537925,1.1013886111111113,2500.0,5.0,,,,,,,,,
2501,29.53867500000001,1.1099944444444445,2501.0,5.0,,,,,,,,,
2502,29.748533333333338,1.1541475,2502.0,5.0,,,,,,,,,
2503,29.73468750000001,1.1798725,2503.0,5.0,,,,,,,,,
2504,29.791866666666664,1.0873269444444444,2504.0,5.0,,,,,,,,,
2505,31.13026666666667,1.3680027777777781,2505.0,5.0,,,,,,,,,
2506,31.07420833333333,1.3006783333333334,2506.0,5.0,,,,,,,,,
2507,30.63919166666668,-0.11063333333333332,2507.0,5.0,11575484.0,30.63828748161023,-0.11067508468137616,25.11090469360352,1.0,0.0025631273497318083,,,
2508,30.71123750000001,-0.15482333333333334,2508.0,5.0,,,,,,,,,
2509,30.561224999999983,-0.2680272222222222,2509.0,5.0,11554425.0,30.562823312890334,-0.268700152668504,23.195178985595703,0.5145386046397474,0.00501196042779676,11554626,0.004728728380783246,0.48546139536025257
2510,30.49803749999998,-0.2407436111111111,2510.0,5.0,,,,,,,,,
2511,30.641674999999992,0.049438888888888886,2511.0,5.0,12790250.0,30.642986047829503,0.05053775548848928,18.179929733276367,1.0,0.023565617736262125,,,
2512,30.558479166666668,-0.2970569444444444,2512.0,5.0,11551749.0,30.55951792274157,-0.2967259529600887,20.615034103393555,0.8239213458711593,0.016251697540330356,11551425,0.003473119181279034,0.17607865412884074
2519,33.639437499999985,-0.7666486111111112,2519.0,5.0,,,,,,,,,
2529,33.581041666666664,-0.7041980555555555,2529.0,5.0,12288442.0,33.58175178561826,-0.7043857043325594,20.04833030700684,0.7064691496179948,0.02372384494737417,12288244;12288263,0.0050681043322657595;0.004788915447718986,0.1509223890871603;0.1426084612948449
2532,33.57268333333332,-0.8186672222222222,2532.0,5.0,12278808.0,33.57239038240287,-0.8193912872222634,22.757068634033203,0.2834590685143615,0.0067936781485679,12278737;12279010;12278892;12278952,0.0032267089013702484;0.005968795944717738;0.004951214923614905;0.0030266537769678714,0.1346310319016532;0.24904172697651872;0.20658423015787636;0.12628394244959015
2537,33.61116666666666,-0.8622141666666666,2537.0,5.0,12273855.0,33.61212958740877,-0.8632309761762821,21.84173583984375,0.3291030605911655,0.00803660852052317,12273882;12273736;12273746;12274043,0.003469552723367787;0.004174171206782056;0.005952479384647684;0.0027869201054490627,0.14207988571632205;0.1709343582028885;0.2437569502845267;0.11412574520509716
2540,33.572929166666654,-0.8345752777777778,2540.0,5.0,12277338.0,33.57385660439317,-0.8348221062616579,20.07545661926269,0.6727638890016999,0.023976045505038752,12277131;12277248,0.0061547541220539365;0.005507328246590151,0.17270138722968517;0.15453472376861485
2541,33.6611125,-0.8767566666666667,2541.0,5.0,12272082.0,33.66281174157793,-0.8775199293569658,22.7838134765625,0.4652260392269376,0.004614705033025839,12272361;12272393,0.00226049918164419;0.0030440708127855653,0.2278895559793782;0.3068844047936842
2542,33.67917916666667,-0.8750805555555556,2542.0,5.0,12273265.0,33.67806612357037,-0.8748875772712993,19.458051681518555,0.2983757675050667,0.026503174664458742,12272363;12272201;12272459;12273154,0.010194434056259605;0.005011099205995292;0.02207603056744651;0.02504008426564621,0.1147701029905419;0.056415527217498006;0.24853447360253014;0.28190412868436326
2544,33.734025,-0.6785033333333333,2544.0,5.0,12291129.0,33.7351909508778,-0.6795669770509037,18.42941665649414,0.5498080996682884,0.030167047851958347,12290585;12290663,0.0075648178509037985;0.0171364562992306,0.137872228908609;0.31231967142310263
2546,33.53597083333332,-0.7447886111111109,2546.0,5.0,,,,,,,,,
2547,33.68105833333334,-0.8883891666666667,2547.0,5.0,12270651.0,33.68107079930734,-0.8898933884854002,22.132062911987305,0.5289692057321842,0.006264890945185201,12270808,0.005578692532445631,0.4710307942678158
2549,33.60668749999999,-0.6496055555555555,2549.0,5.0,12293583.0,33.60703048277448,-0.6498977420961289,18.117326736450195,0.7663989409928819,0.03155864062040203,12293126;12293321,0.0037197020689411107;0.005899481198979718,0.0903326528140293;0.1432684061930889
2558,33.79436666666666,-0.8004908333333334,2558.0,5.0,12280711.0,33.79382953418757,-0.8005795084992687,19.75059127807617,0.7430081255131038,0.01919241767060836,12280760,0.006638279210875315,0.25699187448689625
2563,33.60847083333334,-0.9104969444444444,2563.0,5.0,12268492.0,33.60899475729814,-0.9106195629663708,20.45271110534668,1.0,0.020642099912217354,,,
2571,33.76748749999999,-0.8777144444444445,2571.0,5.0,12272144.0,33.76730373359106,-0.8776477575432995,21.129276275634766,1.0,0.014145953286804052,,,
2575,33.6409625,-0.6054752777777778,2575.0,5.0,12297874.0,33.6414669738034,-0.6070097665164284,24.296974182128906,0.5033634767601833,0.003620183663490127,12298037,0.0035718035001214388,0.4966365232398167
2579,33.513025,-0.8597472222222222,2579.0,5.0,12274077.0,33.51307305191331,-0.8602754741972087,23.17845726013184,1.0,0.007099510362835152,,,
2583,33.57014166666667,-0.9201208333333332,2583.0,5.0,12267113.0,33.57159310197441,-0.9208149423127712,21.55552673339844,0.7339764821703354,0.007484660413198674,12266949,0.002712751350005061,0.2660235178296647
2584,33.55707083333334,-0.9126713888888888,2584.0,5.0,12268066.0,33.557560496685106,-0.9128575130097484,21.51512336730957,0.322835405318315,0.010728518581439575,12267889;12267903;12267928;12268187,0.006390937153202969;0.004399684756257748;0.006953739213140331;0.004759282582686507,0.1923118061973204;0.13239237092962125;0.2092472693514031;0.14321314820334025
2585,33.66322916666667,-0.5887505555555556,2585.0,5.0,,,,,,,,,
2586,33.51068749999999,-0.87302,2586.0,5.0,12272595.0,33.51055049910151,-0.8735136721965931,21.26229286193848,0.7727536932413939,0.01393166111770772,12272472,0.00409693096739763,0.22724630675860621
2603,57.21446666666665,-0.9029463888888888,2603.0,5.0,,,,,,,,,
2604,57.22179166666666,-0.8931722222222221,2604.0,5.0,,,,,,,,,
2608,57.20836249999999,-0.9761538888888888,2608.0,5.0,,,,,,,,,
2609,57.289229166666644,-0.8455666666666667,2609.0,5.0,,,,,,,,,
2614,57.14487083333333,-0.9609827777777776,2614.0,5.0,,,,,,,,,
2615,57.13495833333332,-0.8999416666666666,2615.0,5.0,,,,,,,,,
2618,57.19863333333333,-0.7929266666666667,2618.0,5.0,,,,,,,,,
2623,57.11010833333333,-0.9484308333333332,2623.0,5.0,,,,,,,,,
2624,57.11065833333333,-0.8797452777777778,2624.0,5.0,,,,,,,,,
2629,57.132424999999984,-1.0473747222222225,2629.0,5.0,,,,,,,,,
2635,57.09707083333333,-0.8104341666666667,2635.0,5.0,,,,,,,,,
2640,57.08074583333331,-1.0470055555555555,2640.0,5.0,,,,,,,,,
2644,57.13069583333333,-1.160875,2644.0,5.0,,,,,,,,,
2645,17.637200000000007,-1.3205822222222219,2645.0,5.0,,,,,,,,,
2646,17.692629166666674,-1.3114355555555557,2646.0,5.0,,,,,,,,,
2647,17.504829166666667,-1.5015913888888892,2647.0,5.0,,,,,,,,,
2648,-3.2463999999999933,0.26577527777777776,2648.0,5.0,4245274.0,-3.245650684730151,0.2661485201127655,20.937780380249023,0.5041686534565885,0.014956507604267486,4245129;4245154,0.009517755442663211;0.005191420255125924,0.32083385188715263;0.17499749465625897
2649,-3.2066416666666555,0.3189566666666667,2649.0,5.0,4249336.0,-3.2064077936234416,0.3183445305209208,21.916955947875977,0.4330171482470333,0.010559892097149833,4249316;4249445;4249457,0.0036977533951451625;0.006092536745981313;0.004036593527762146,0.1516294499371554;0.24982953074370373;0.16552387107210756
2650,-3.2243583333333845,0.20960166666666669,2650.0,5.0,,,,,,,,,
2651,-3.129979166666658,0.2372030555555556,2651.0,5.0,4242883.0,-3.129209496512772,0.23766628110745705,22.514404296875,1.0,0.007147734133244134,,,
2652,-3.125241666666682,0.27074194444444444,2652.0,5.0,4245718.0,-3.1248091993718963,0.2716894604735525,19.3881893157959,0.6825350755420349,0.026148899027511833,4245510;4245512,0.004877082953736131;0.007285454257755137,0.12730096891462916;0.19016395554333598
2653,-3.1397666666666737,0.2173625,2653.0,5.0,4241339.0,-3.1394909656435743,0.2177059108907117,22.85627174377441,0.42554356193938064,0.00705164621009419,4241356;4241416,0.003483298271904265;0.006035970556539265,0.2102055477204139;0.36425089034020547
2654,-3.1331749999999943,0.3179397222222222,2654.0,5.0,,,,,,,,,
2655,-3.1157875000000104,0.28366166666666665,2655.0,5.0,,,,,,,,,
2656,-3.2777291666667447,0.2617736111111111,2656.0,5.0,4245020.0,-3.2772285004417085,0.2622978005629956,18.20681381225586,1.0,0.0329724801148403,,,
2657,-3.142341666666709,0.3405088888888889,2657.0,5.0,4251227.0,-3.1434343535738662,0.3396930892956909,22.36874008178711,0.40110969336024715,0.006478397817805742,4251103;4251336,0.005770795004102826;0.0039019945591137173,0.3572984987396986;0.24159180790005433
2658,-3.2773500000000126,0.3169741666666667,2658.0,5.0,,,,,,,,,
2659,-3.1490541666667013,0.3525819444444444,2659.0,5.0,4252456.0,-3.1501833087583577,0.3540923561967701,22.68148994445801,1.0,0.0049589537097648,,,
2660,-3.270966666666709,0.3420363888888889,2660.0,5.0,4251534.0,-3.2702343611501306,0.3421560508384822,19.4433708190918,0.6726218001024489,0.029400127121065614,4251296;4251384;4251460,0.0025307076673219387;0.006577768853566747;0.0052011409969907945,0.057898019954733274;0.15048746927947043;0.11899271066334742
2661,-3.091391666666709,0.30799472222222224,2661.0,5.0,4248654.0,-3.0909349256489804,0.3089307720991429,20.42721366882324,0.6329861524761901,0.019683166798044178,4248531;4248465,0.0071262326831658005;0.0042863310036438205,0.22917077592490928;0.13784307159890066
2662,-3.130658333333372,0.1717697222222222,2662.0,5.0,4237968.0,-3.130955926920194,0.17102756063701766,24.7535457611084,1.0,0.004146825651621647,,,
2663,-3.0950875000000337,0.2050725,2663.0,5.0,4240172.0,-3.094170638259527,0.20347198373332825,24.27683448791504,1.0,0.003249478642147854,,,
2664,-3.256508333333386,0.3750155555555556,2664.0,5.0,4254606.0,-3.2561189202018,0.37509692413911777,19.110332489013672,1.0,0.040266204810623,,,
2665,-3.2761791666666795,0.17706277777777776,2665.0,5.0,,,,,,,,,
2666,-3.1991625,0.14503027777777774,2666.0,5.0,,,,,,,,,
2667,-3.2920916666666926,0.34275944444444445,2667.0,5.0,4251578.0,-3.2910957850901355,0.3437332008191757,20.64580726623535,0.8488435664124909,0.015008692890823768,4251424,0.0026726485066916055,0.15115643358750896
2668,-3.0840875000000665,0.2033963888888889,2668.0,5.0,,,,,,,,,
2669,-3.283587500000067,0.1745511111111111,2669.0,5.0,4238243.0,-3.2826642883586605,0.17509538520077872,21.34293937683105,1.0,0.012373132561325663,,,
2670,-3.2724750000000995,0.3713955555555555,2670.0,5.0,4254085.0,-3.2725206680147494,0.37128800867871203,22.268970489501953,1.0,0.007653959613809648,,,
2671,-3.126908333333347,0.15680527777777778,2671.0,5.0,4237141.0,-3.1262958993319785,0.15788581122717407,19.89763832092285,0.5158791320899027,0.0197643231996166,4236847;4237098,0.0050426233035543114;0.013504979624851374,0.1316201980214723;0.3525006698886251
2672,-3.3232791666667367,0.25300527777777776,2672.0,5.0,4244210.0,-3.3236194466465463,0.2538636105825735,21.32259178161621,1.0,0.012733544211536326,,,
2673,-3.1380833333333267,0.38754583333333337,2673.0,5.0,4255512.0,-3.1368094627267737,0.3866795419141758,22.89238548278809,0.5700800294040438,0.005347722623822237,4255533,0.004032929824944816,0.4299199705959562
2674,-3.2342375000000065,0.13749833333333333,2674.0,5.0,4235637.0,-3.2335312345641114,0.1376816473219517,19.59537506103516,0.5666748110689346,0.03114858768758379,4235749,0.023818718215474325,0.4333251889310654
2675,-3.3047750000000637,0.3505486111111111,2675.0,5.0,4252169.0,-3.3045703464146072,0.35076176466144826,24.528249740600586,1.0,0.004216092650745651,,,
2676,-3.1534125000000017,0.4046486111111111,2676.0,5.0,,,,,,,,,
2677,-3.267437500000085,0.3927169444444445,2677.0,5.0,4256161.0,-3.266807286720109,0.3935355409490389,22.074520111083984,0.37093224261770125,0.008059881075340546,4256080;4255997;4256122,0.0053782984419332835;0.004047033057924911;0.004243502670640393,0.2475203149879366;0.18625275411531214;0.1952946882790499
2678,-3.053070833333379,0.22620972222222224,2678.0,5.0,4242276.0,-3.05241076024862,0.22695005738043636,19.07167053222656,1.0,0.03728659043191428,,,
2679,-3.0445458333333586,0.1970725,2679.0,5.0,4240176.0,-3.044016787899181,0.1977298664815664,19.03553009033203,1.0,0.03784232987296262,,,
2680,-3.0328291666666587,0.30966388888888885,2680.0,5.0,4248785.0,-3.0321126747080602,0.3108042775376861,21.05462646484375,0.6969996052718617,0.01107049554369841,4248664,0.004812577359019248,0.3030003947281383
2681,-3.3299291666667163,0.36997416666666666,2681.0,5.0,,,,,,,,,
2682,-3.3225166666667283,0.3837755555555556,2682.0,5.0,4255372.0,-3.321022195790988,0.3826576900457682,20.07696533203125,0.8817862346880944,0.017264134896602994,4255332,0.0023144593447889314,0.1182137653119056
2683,-3.2145916666667063,0.4523966666666666,2683.0,5.0,4260690.0,-3.2142183148561685,0.4528973791997857,21.546335220336914,1.0,0.010033187597107114,,,
2684,-3.2482499999999845,0.09354305555555556,2684.0,5.0,4231681.0,-3.2475516657623302,0.09414008494866324,19.940959930419922,0.7511743211832462,0.022118777888183463,4231373;4231507,0.003577144331004413;0.0037496768440789187,0.12148315689956123;0.12734252191719264
2685,-3.1590500000000366,0.4558758333333334,2685.0,5.0,4260904.0,-3.1596709908838534,0.4552357007310638,21.230104446411133,0.3851479646792418,0.013142253257152792,4260885;4260756;4260969;4261002,0.0042202815947719454;0.0038626074201706805;0.00876420394878059;0.004133262392927519,0.12367992267345956;0.11319789362786731;0.256844488297276;0.12112973072215533
2686,-3.0358041666666513,0.16048444444444446,2686.0,5.0,4237349.0,-3.0344886460809444,0.16173421936890606,20.389745712280273,1.0,0.015785458345432907,,,
2687,-3.191108333333375,0.4625622222222222,2687.0,5.0,4261506.0,-3.1906914376162945,0.4630440143937168,21.432104110717773,0.48925830198104814,0.01365968213437812,4261342;4261356;4261467,0.0046560455949030315;0.0062053814761895585;0.003398053492574298,0.1667688119898045;0.22226244903197184;0.12171043699717544
2688,-3.0123875000000453,0.3557188888888889,2688.0,5.0,4252536.0,-3.011680932751005,0.35517128055733466,23.251323699951172,0.5031308991666297,0.006655190244067622,4252652,0.006572361979600357,0.4968691008333703
2689,-3.3988333333334135,0.3209608333333333,2689.0,5.0,4249676.0,-3.397681274204558,0.3206393883186593,18.979177474975586,0.7910660675103249,0.03069546909767609,4249573,0.008107192725857953,0.20893393248967504
2690,-3.20905833333336,0.4817541666666666,2690.0,5.0,4263085.0,-3.2084163287466936,0.482345207191993,20.95737838745117,1.0,0.014252323235525886,,,
2691,-3.1226666666667033,0.5155494444444444,2691.0,5.0,,,,,,,,,
2692,0.5275458333333347,0.4146938888888889,2692.0,5.0,,,,,,,,,
2693,0.7382958333333249,0.5620208333333334,2693.0,5.0,,,,,,,,,
2694,23.86497083333333,-0.7466638888888888,2694.0,5.0,,,,,,,,,
2695,23.89034166666667,-0.8045088888888889,2695.0,5.0,10109821.0,23.890503554043217,-0.8038777492860978,19.92854118347168,0.683333985837145,0.023355988892081434,10109557;10109816,0.005063558538791306;0.005759915871348747,0.1481462272832763;0.16851978687957872
2696,23.913729166666656,-0.7234994444444445,2696.0,5.0,10114887.0,23.91434180810382,-0.7227855627045424,20.45800018310547,0.6734507088527917,0.018874226874044078,10114851,0.009151917617207407,0.3265492911472082
